英雄ID,英雄名称,放置名称,评论ID,英雄种族,品质星级,职业,品质,模型,头像,十星模型,十星头像,升星材料,成长编号,被动开启等级,普攻,怒气,怒气图标,怒气名称,怒气描述,被动1,被动1名称,被动1描述,被动1图标,被动2,被动2名称,被动2描述,被动2图标,被动3,被动3名称,被动3描述,被动3图标
34026,恶魔刺客,克里姆,3402,3,6,4,5,34026,34026,3402a,3402a,34025,34026,"[2,4,6]",7,34026012,skillico_3402_1,噬魂斩击2,怒气技能：对敌方随机2名后排目标造成182%攻击伤害并吸取其22%攻击2回合,"""34026111"",""34026121"",""34026131""",魔王之力2,被动效果：身体里隐藏着强大的魔王之力，攻击增加26%，暴击增加30%，生命增加16%,skillico_3402_2,"""34026214""",力量窃取2,被动效果：恶魔刺客最喜欢敌人的鲜血，敌方英雄死亡时，吸收其力量增加自己21%攻击,skillico_3402_3,"""34026314""",致命2,被动效果：专门欺负弱小，普通攻击变成攻击敌方生命最少的英雄，效果为113%,skillico_3402_4
35013,独眼魔,魅魔,3501,3,3,5,2,35013,35013,,,,35013,"[2,3]",2,35013012,skillico_043,邪能黑球,怒气技能：对随机3名敌人造成80%攻击伤害，并有20%概率眩晕目标1回合,"""35013111"",""35013121""",恶魔之力,被动效果：血量提升10%，闪避提升10%,skillico_215,"""35013214""",恐惧之眼,被动效果：普攻有60%概率沉默目标1回合,skillico_280,,,,
35023,火焰守卫,米尔科,3502,3,3,5,2,35023,35023,,,,35023,[2],2,35023012,skillico_024,烈焰焚烧,怒气技能：对敌方全体造成45%伤害，使自己护甲提升20%，持续1回合,"""35023114""",烈焰焚甲,被动效果：普攻有100%概率降低敌方护甲20%，持续1回合,skillico_207,,,,,,,,
35035,深渊猎手,女王,3503,3,5,5,4,35035,35035,,,,35035,"[2,3,5]",8,35035012,skillico_031,死亡激射,怒气技能：对敌方全体造成92%攻击伤害并降低目标19%暴击，持续3回合,"""35035114"",""35035124"",""35035134""",战斗大师,被动效果：酷爱以暴制暴，每次普攻提升自己12%暴击，降低目标9%暴击，持续3回合，并有32%概率提升自己16%暴击伤害，持续2回合,skillico_270,"""35035211"",""35035221"",""35035231""",射手之心,被动效果：天生的猎手，攻击增加31%，暴击伤害增加10%，生命增加7.5%,skillico_232,"""35035314""",以牙还牙,被动效果：来打我呀！受到攻击时36%概率发动一次反击，造成72%的攻击伤害,skillico_201
35036,深渊猎手,女王,3503,3,6,5,5,35036,35036,3503a,3503a,35035,35036,"[2,4,6]",8,35036012,skillico_031,死亡激射2,怒气技能：对敌方全体造成103%攻击伤害并降低其25%暴击，持续3回合,"""35036114"",""35036124"",""35036134""",战斗大师2,被动效果：酷爱以暴制暴，每次普攻提升自己18%暴击，降低目标13%暴击，持续4回合，并有39%概率提升自己21%暴击伤害，持续2回合,skillico_270,"""35036211"",""35036221"",""35036231""",射手之心2,被动效果：天生的猎手，攻击增加41.5%，暴击伤害增加20%，生命增加11%,skillico_232,"""35036314""",以牙还牙2,被动效果：来打我呀！受到攻击时100%概率发动一次反击造成83%的攻击伤害,skillico_201
35045,黑暗阿西卡,肥姆,3504,3,5,5,4,35045,35045,,,,35045,"[3,5]",7,35045012,skillico_044,深渊咆哮,怒气技能：对敌方前排造成141%攻击伤害，每回合额外造成43%攻击伤害，持续2回合,"""35045111"",""35045121""",恶魔力量,被动效果：身体里有恶魔的力量，攻击增加21%，生命增加14%,skillico_268,"""35045214""",燃烧,被动效果：操控火焰的恶魔，普攻有36%概率点燃目标，使目标燃烧，每回合造成79%攻击伤害，持续2回合,skillico_267,,,,
35046,黑暗阿西卡,肥姆,3504,3,6,5,5,35046,35046,3504a,3504a,35045,35046,"[2,4,6]",7,35046012,skillico_044,深渊咆哮2,怒气技能：对敌方随机3名目标造成154%攻击伤害，每回合额外造成43%攻击伤害，持续2回合,"""35046111"",""35046121""",恶魔力量2,被动效果：身体里有恶魔的力量，攻击增加26%，生命增加19%,skillico_268,"""35046214""",燃烧2,被动效果：操控火焰的恶魔，普攻有56%概率点燃目标，使目标燃烧，每回合造成91%攻击伤害，持续2回合,skillico_267,"""35046314""",灼热躯壳2,被动效果：皮肤上附着火焰，受到攻击时82%概率使目标燃烧，每回合造成81%攻击伤害，持续1回合,skillico_217
41013,豺狼人战士,安多米尔,4101,4,3,1,2,41013,41013,,,,41013,[2],5,41013012,skillico_005,火焰打击,怒气技能：对后排敌人造成70%攻击伤害，并使其技能伤害降低5%,"""41013111"",""41013121""",狼人血统,被动效果：狡诈的狼人，生命永久提升15%，速度提升10点,skillico_211,,,,,,,,
41023,半人马护卫,弗雷,4102,4,3,1,2,41023,41023,,,,41023,[2],4,41023012,skillico_045,致命打击,怒气技能：对随机3名敌人造成80%攻击伤害，并恢复英雄50%攻击生命,"""41023111""",高原血统,被动效果：血量永久提升20%,skillico_231,,,,,,,,
41034,武僧,酋长,4103,4,4,1,3,41034,41034,,,,41034,"[2,4]",7,41034012,skillico_027,爆破流星,怒气技能：对血量最少的敌人造成180%攻击伤害，并使敌人流血3回合，每回合造成45%攻击伤害,"""41034111"",""41034121""",武道,被动效果：血量提升15%，防御提升15%,skillico_270,"""41034214""",不动如山,被动效果：经过艰苦的修炼，武僧能轻易看破对方弱点，每次受到伤害使得敌人攻击降低15%，持续2回合,skillico_248,,,,
41035,武僧,酋长,4103,4,5,1,4,41035,41035,,,,41035,"[3,5]",7,41035012,skillico_027,爆破流星,怒气技能：对血量最少的敌人造成200%击伤害，并使敌人流血3回合，每回合造成60%攻击伤害,"""41035111"",""41035121""",武道,被动效果：血量提升15%，防御提升15%,skillico_270,"""41034214""",不动如山,被动效果：经过艰苦的修炼，武僧能轻易看破对方弱点，每次受到伤害使得敌人攻击降低15%，持续2回合,skillico_248,,,,
41044,岩石祖母,卡加斯,4104,4,4,1,3,41044,41044,,,,41044,"[2,4]",2,41044012,skillico_019,岩石爆破,怒气技能：对敌方前排造成130%攻击伤害，如果敌人是战士，则有30%概率石化目标1回合,"""41044111"",""41044121""",岩石体质,被动效果：破防提升20%，血量提升20%,skillico_002,"""41044214""",岩石突击,被动效果：普攻使敌人护甲降低35%，持续2回合,skillico_234,,,,
41045,岩石祖母,卡加斯,4104,4,5,1,4,41045,41045,,,,41045,"[3,5]",2,41045012,skillico_019,岩石爆破,怒气技能：对敌方前排造成150%攻击伤害，如果敌人是战士，则有20%概率石化目标2回合,"""41045111"",""41045121""",岩石体质,被动效果：破防提升20%，血量提升20%,skillico_002,"""41045214""",岩石突击,被动效果：普攻使敌人护甲降低45%，持续2回合,skillico_234,,,,
41055,火焰女王,屠龙者,4105,4,5,1,4,41055,41055,,,,41055,"[2,3,5]",5,41055012,skillico_4105_1,烈焰流星雨,怒气技能：对敌方全体造成72%攻击伤害，每回合额外造成26%攻击伤害，持续3回合,"""41055111"",""41055121""",女王防御,被动效果：女王穿着专属防御，自身生命增加21%，防御增加23%,skillico_4105_2,"""41055214""",备受鼓舞,被动效果：我方英雄暴击时，受到鼓舞，使自己恢复36%攻击等量生命,skillico_4105_3,"""41055314"",""41055324""",禁忌领域,被动效果：创造出禁忌领域，受到攻击降低目标12%破防并燃烧，每回合造成25%攻击伤害，持续6回合,skillico_4105_4
41056,火焰女王,屠龙者,4105,4,6,1,5,41056,41056,4105a,4105a,41055,41056,"[2,4,6]",5,41056012,skillico_4105_1,烈焰流星雨2,怒气技能：对敌方全体造成89%攻击伤害，每回合额外造成38%攻击伤害，持续3回合,"""41056111"",""41056121""",女王防御2,被动效果：女王穿着专属防御，自身生命增加32%，防御增加32%,skillico_4105_2,"""41056214""",备受鼓舞2,被动效果：我方英雄暴击时，受到鼓舞，使自己恢复47%攻击等量生命,skillico_4105_3,"""41056314"",""41056324""",禁忌领域2,被动效果：创造出禁忌领域，受到攻击降低目标14%破防并燃烧，每回合造成34%攻击伤害，持续6回合,skillico_4105_4
41065,牛头人酋长,格鲁,4106,4,5,1,4,41065,41065,,,,41065,"[2,3,5]",7,41065012,skillico_4106_1,图腾爆裂,怒气技能：对敌方前排造成118%攻击伤害并吸取目标22%防御2回合,"""41065114"",""41065124""",牛头意志,被动效果：身为酋长，拥有上位者的威严，受到攻击时降低目标9%攻击，11%暴击，持续2回合,skillico_4106_2,"""41065211"",""41065221""",自然坚韧,被动效果：自然坚韧的品性，使得自身生命增加26%，防御增加33%,skillico_4106_3,"""41065314""",以牙还牙,被动效果：来打我呀！受到攻击时59%概率发动一次反击，造成102%的攻击伤害,skillico_4106_4
41066,牛头人酋长,格鲁,4106,4,6,1,5,41066,41066,4106a,4106a,41065,41066,"[2,4,6]",7,41066012,skillico_4106_1,图腾爆裂2,怒气技能：对敌方前排造成150%攻击伤害并吸取目标27%防御2回合,"""41066114"",""41066124""",牛头意志2,被动效果：身为酋长，拥有上位者的威严，受到攻击时降低目标12%攻击，16%暴击，持续2回合,skillico_4106_2,"""41066211"",""41066221""",自然坚韧2,被动效果：自然坚韧的品性，使得自身生命增加33%，伤害减免增加20%,skillico_4106_3,"""41066314""",以牙还牙2,被动效果：来打我呀！受到攻击时72%概率发动一次反击，造成143%的攻击伤害,skillico_4106_4
42015,元素萨满,星光,4201,4,5,2,4,42015,42015,,,,42015,"[3,5]",5,42015012,skillico_4201_1,闪电链,怒气技能：对敌方后排造成124%攻击伤害并有41%概率使战士类目标眩晕2回合,"""42015114""",电流打击,被动效果：用电流打击敌人，普攻攻击变为对敌方随机2名目标造成81%攻击伤害，并有12%概率眩晕目标2回合,skillico_4201_2,"""42015211"",""42015221"",""42015231""",兽族天赋,被动效果：身为兽族，暴击增加30%，攻击增加31%，生命增加9.5%,skillico_4201_3,,,,
42016,元素萨满,星光,4201,4,6,2,5,42016,42016,4201a,4201a,42015,42016,"[2,4,6]",5,42016012,skillico_4201_1,闪电链2,怒气技能：对敌方后排造成125%攻击伤害并有62%概率使战士类目标眩晕2回合,"""42016114""",电流打击2,被动效果：用电流打击敌人，普攻攻击变为对敌方随机2名目标造成97%攻击伤害，并有13%概率眩晕目标2回合,skillico_4201_2,"""42016211"",""42016221"",""42016231""",兽族天赋2,被动效果：身为兽族，暴击增加30%，攻击增加36.5%，生命增加14.5%,skillico_4201_3,"""42016314""",人与自然2,被动效果：萨满掌握了灵魂的奥秘，当敌方英雄死亡时，恢复己方生命最低的单位19%生命上限的生命,skillico_4201_4
43012,鱼人先知,树精,4301,4,2,3,1,43012,43012,,,,43012,[2],2,43012012,skillico_018,雷电冲击,怒气技能：对前排敌人造成110%伤害，并回复英雄80%攻击血量,"""43012114""",大地震击,被动效果：普攻有20%概率沉默对手2回合,skillico_020,,,,,,,,
43023,深林贤者,蓝萨满,4302,4,3,3,2,43023,43023,,,,43023,[2],5,43023012,skillico_047,生命祝福,怒气技能：对敌方血量最少的目标造成120%攻击伤害，并恢复我方随机3个目标35%攻击生命，持续2回合,"""43023114""",恢复,被动效果：受到大自然的眷顾，每次普攻恢复自己25%攻击生命,skillico_211,,,,,,,,
43034,自然贤者,树精长老,4303,4,4,3,3,43034,43034,,,,43034,"[2,4]",6,43034012,skillico_026,自然能量,怒气技能：对血量最少的敌人造成150%攻击伤害，并恢复我方血量最少的英雄120%攻击生命,"""43034114""",恩赐,被动效果：每次普攻恢复我方前排英雄15%攻击的生命,skillico_301,"""43034214""",祷告,被动效果：每当我方英雄死亡，恢复我方所有英雄10%攻击生命（受控不触发）,skillico_303,,,,
43035,自然贤者,树精长老,4303,4,5,3,4,43035,43035,,,,43035,"[3,5]",6,43035012,skillico_026,自然能量,怒气技能：对血量最少的敌人造成170%攻击伤害，并恢复我方血量最少的英雄140%攻击生命,"""43035114""",恩赐,被动效果：每次普攻恢复我方前排英雄15%攻击的生命,skillico_301,"""43034214""",祷告,被动效果：每当我方英雄死亡，恢复我方所有英雄10%攻击生命（受控不触发）,skillico_303,,,,
43044,月之女神,泰勒,4304,4,4,3,3,43044,43044,,,,43044,[3],6,43044012,skillico_048,治愈之光,怒气技能：对敌方前排造成71%攻击伤害并使我方英雄恢复43%攻击等量生命，持续3回合,"""43044111"",""43044121""",自然之力,被动效果：掌握自然的力量，攻击增加31.5%，暴击增加30%,skillico_272,,,,,,,,
43045,月之女神,泰勒,4304,4,5,3,4,43045,43045,,,,43045,"[3,5]",6,43045012,skillico_048,治愈之光,怒气技能：对敌方全体造成46%攻击伤害并使我方英雄恢复56%攻击等量生命，持续3回合,"""43045111"",""43045121""",自然之力,被动效果：掌握自然的力量，攻击增加31.5%，暴击增加30%,skillico_272,"""43045214""",魔法精通,被动效果：每次普攻提升自己对法术的掌握，增加自己23%对敌人造成的伤害,skillico_243,,,,
43046,月之女神,泰勒,4304,4,6,3,5,43046,43046,,,43045,43046,"[2,4,6]",6,43046012,skillico_048,治愈之光2,怒气技能：对敌方全体造成55%攻击伤害并使我方英雄恢复63%攻击等量生命，持续3回合,"""43046111"",""43046121""",自然之力2,被动效果：掌握自然的力量，攻击增加31.5%，暴击增加30%,skillico_272,"""43046214""",魔法精通2,被动效果：每次普攻提升自己对法术的掌握，增加自己25%对敌人造成的伤害,skillico_243,"""43046314""",暗月反击2,被动效果：当生命低于50%时，使用暗月反击敌人，给敌方全体附加暴击印记，印记暴击后触发造成58%攻击伤害（只触发一次）,skillico_276
43054,深林之神,泽基斯,4305,4,4,3,3,43054,43054,,,,43054,"[2,4]",7,43054012,skillico_049,光能爆破,怒气技能：对敌方随机2名后排目标造成133%攻击伤害并回复随机2名后排友军攻击161%生命,"""43054114""",治疗,被动效果：掌控着大自然的力量，普攻有100%概率使随机1名前排友军恢复36%攻击等量生命,skillico_223,"""43054214"",""43054224""",灵魂助力,被动效果：英雄死亡时，借助灵魂的力量，可使己方全体恢复71%攻击等量生命并增加6%暴击3回合,skillico_274,,,,
43055,深林之神,泽基斯,4305,4,5,3,4,43055,43055,,,,43055,"[3,5]",7,43055012,skillico_049,光能爆破,怒气技能：对敌方后排造成71%攻击伤害并回复后排友军攻击172%生命,"""43055114""",治疗,被动效果：掌控着大自然的力量，普攻有100%概率使前排友军恢复54%攻击等量生命,skillico_223,"""43055214"",""43055224""",灵魂助力,被动效果：英雄死亡时，借助灵魂的力量，可使己方全体恢复94%攻击等量生命并增加9%暴击3回合,skillico_274,,,,
43056,深林之神,泽基斯,4305,4,6,3,5,43056,43056,,,43055,43056,"[2,4,6]",7,43056012,skillico_049,光能爆破2,怒气技能：对敌方全体造成75%攻击伤害并使我方英雄恢复186%攻击等量生命,"""43056114""",治疗2,被动效果：掌控着大自然的力量，普攻有100%概率使前排友军恢复76%攻击等量生命,skillico_223,"""43056214"",""43056224""",灵魂助力2,被动效果：英雄死亡时，借助灵魂的力量，使己方全体恢复122%攻击量生命并增加12%的暴击3回合,skillico_274,"""43056311""",生命2,被动效果：集合了自然生物的信仰之力，使得自身生命增加32%,skillico_204
43065,卡琳娜,罗萨,4306,4,5,3,4,43065,43065,,,,43065,"[2,3,5]",12,43065012,skillico_4306_1,自然律动,怒气技能：对所有敌人造成60%攻击伤害，增加全体友军12%攻击3回合。,"""43065114"",""43065124""",祝福与诅咒,被动效果：每次普攻释放祝福与诅咒，全体友军破防增加12%，降低全体敌人9%攻击，持续3回合,skillico_4306_2,"""43065214""",自然守护,被动效果：每次出手增加自己10%格挡，持续3回合,skillico_4306_3,"""43065311"",""43065314""",生命誓言,被动效果：生命永久增加20%；当生命低于60%时，提升我方友军25%护甲，持续3回合（只触发一次）,skillico_4306_4
43066,卡琳娜,罗萨,4306,4,6,3,5,43066,43066,4306a,4306a,43065,43066,"[2,4,6]",12,43066012,skillico_4306_1,自然律动2,怒气技能：对所有敌人造成65%攻击伤害，增加全体友军18.5%攻击3回合。,"""43066114"",""43066124""",祝福与诅咒2,被动效果：每次普攻释放祝福与诅咒，全体友军破防增加15%，降低全体敌人12%攻击，持续3回合,skillico_4306_2,"""43066214""",自然守护2,被动效果：每次出手增加自己15%格挡，持续3回合,skillico_4306_3,"""43066311"",""43066314""",生命誓言2,被动效果：生命永久增加30%；当生命低于60%时，提升我方友军35%护甲，持续3回合（只触发一次）,skillico_4306_4
44011,海妖战士,贝拉,4401,4,1,4,0,44011,44011,,,,44011,[],4,44011012,skillico_050,大力怒斩,怒气技能：对单个敌人造成160%伤害，并有50%概率石化目标1回合,,,,,,,,,,,,
44024,恐龙骑士凯伦,猎头者,4402,4,4,4,3,44024,44024,,,,44024,"[2,4]",5,44024012,skillico_051,利刃回旋,怒气技能：对敌方随机1个后排造成220%攻击伤害,"""44024111"",""44024121""",锐利武器,被动效果：破防提升20%，攻击提升20%,skillico_275,"""44024214""",偷袭,被动效果：每次普攻增加自己25%破防，持续2回合,skillico_224,,,,
44025,恐龙骑士凯伦,猎头者,4402,4,5,4,4,44025,44025,,,,44025,"[3,5]",5,44025012,skillico_051,利刃回旋,怒气技能：对敌方随机2个后排造成180%攻击伤害,"""44025111"",""44025121""",锐利武器,被动效果：破防提升20%，攻击提升20%,skillico_275,"""44025214""",偷袭,被动效果：每次普攻增加自己30%破防，持续2回合,skillico_224,,,,
44034,影袭刺客,灰眼,4403,4,4,4,3,44034,44034,,,,44034,"[2,4]",4,44034012,skillico_014,暗影瞬杀,怒气技能：对敌方生命最少的目标造成182%攻击伤害，如果是法师，每回合额外造成45%攻击伤害，持续2回合,"""44034114"",""44034124"",""44034134""",魔量转移,被动效果：善于偷袭的刺客，普攻有100%概率偷取目标21点怒气并增加自己对敌人造成的伤害21%,skillico_278,"""44034214""",脆皮杀手,被动效果：专治不敢露头的远程英雄，普通攻击变为攻击敌方随机1名后排目标,skillico_279,,,,
44035,影袭刺客,灰眼,4403,4,5,4,4,44035,44035,,,,44035,"[2,3,5]",4,44035012,skillico_014,暗影瞬杀,怒气技能：对敌方生命最少的目标造成199%攻击伤害，如果是法师，每回合额外造成63%攻击伤害，持续2回合,"""44035114"",""44035124"",""44035134""",魔量转移,被动效果：善于偷袭的刺客，普攻有100%概率偷取目标32点怒气增加自己对敌人造成的伤害27%,skillico_278,"""44035214""",脆皮杀手,被动效果：专治不敢露头的远程英雄，普通攻击变为攻击敌方随机1名后排目标,skillico_279,"""44035311"",""44035321""",刺客之眼,被动效果：影袭刺客的灰眼具有特别的力量，命中增加10%，攻击增加14%,skillico_280
44036,影袭刺客,灰眼,4403,4,6,4,5,44036,44036,,,44035,44036,"[2,4,6]",4,44036012,skillico_014,暗影瞬杀2,怒气技能：对敌方生命最少的目标造成218%攻击伤害并对法师类目标造成85%额外伤害，持续2回合,"""44036114"",""44036124"",""44036134""",魔量转移2,被动效果：善于偷袭的刺客，普攻有100%概率偷取目标45点怒气并增加自己对敌人造成的伤害32%,skillico_278,"""44036214""",脆皮杀手2,被动效果：专治不敢露头的远程英雄，普通攻击变为攻击敌方随机1名后排目标，伤害为115%,skillico_279,"""44036311"",""44036321""",刺客之眼2,被动效果：影袭刺客的灰眼具有特别的力量，命中增加15%，攻击增加19.5%,skillico_280
44045,僧侣,无面者,4404,4,5,4,4,44045,44045,,,,44045,"[3,5]",5,44045012,skillico_4404_1,死亡瞬斩,怒气技能：对敌方随机2名后排目标造成202%攻击伤害，如果是法师，每回合额外造成33%的攻击伤害，持续2回合,"""44045111"",""44045121""",神秘力量,被动效果：长期深山苦修，使得自身暴击增加30%，暴击伤害增加30%,skillico_4404_2,"""44045214""",打击弱点,被动效果：僧侣善于找到敌方的弱点，普通攻击会选择敌方生命最少的英雄作为目标，并降低目标11%攻击3回合,skillico_4404_3,,,,
44046,僧侣,无面者,4404,4,6,4,5,44046,44046,4404a,4404a,44045,44046,"[2,4,6]",5,44046012,skillico_4404_1,死亡瞬斩2,怒气技能：对敌方随机3名后排目标造成203%攻击伤害，如果是法师，每回合额外造成42%攻击伤害，持续2回合,"""44046111"",""44046121""",神秘力量2,被动效果：长期深山苦修，使得自身暴击增加30%，暴击伤害增加40%,skillico_4404_2,"""44046214""",打击弱点2,被动效果：僧侣善于找到敌方的弱点，普通攻击变成攻击敌方生命最少的英雄，效果为106%，并降低目标16%攻击3回合,skillico_4404_3,"""44046314""",毒念2,被动效果：僧侣通过艰苦的修炼，使得普攻有52%概率使目标中毒，每回合造成85%攻击伤害，持续2回合,skillico_4404_4
45013,咕咕鸟,希维尔,4501,4,3,5,2,45013,45013,,,,45013,[2],5,45013012,skillico_052,星辰坠落,怒气技能：对后排敌人造成70%攻击伤害，并使得敌人技能伤害降低10%，持续3回合,"""45013111""",羽翼丰满,被动效果：丰满的羽毛，使得咕咕鸟防御增加20%,skillico_033,,,,,,,,
45023,皇家狮鹫,密林队长,4502,4,3,5,2,45023,45023,,,,45023,[2],7,45023012,skillico_044,狮鹫急吼,怒气技能：对单个敌人造成170%攻击伤害，并使自己护甲增加40%，持续2回合,"""45023114""",哀鸣,被动效果：生命低于50%，使得全体敌方流血，每回合造成30%攻击伤害，持续3回合,skillico_213,,,,,,,,
45034,维拉妮卡,风行者,4503,4,4,5,3,45034,45034,,,,45034,"[2,4]",2,45034012,skillico_053,命中投掷,怒气技能：对敌方随机3个敌人造成120%攻击伤害，如果敌人是刺客类目标，则有40%概率冰冻1回合,"""45034111""",刺杀,被动效果：破防增加35%,skillico_050,"""45034214"",""45034224""",致命伤害,被动效果：我方英雄死亡，破防增加15%，技能伤害增加15%,skillico_281,,,,
45035,维拉妮卡,风行者,4503,4,5,5,4,45035,45035,,,,45035,"[3,5]",2,45035012,skillico_053,命中投掷,怒气技能：对敌方随机3个敌人造成140%攻击伤害，如果敌人是刺客类目标，则有30%概率冰冻2回合,"""45035111""",刺杀,被动效果：破防增加35%,skillico_050,"""45035214"",""45035224""",致命伤害,被动效果：我方英雄死亡，破防增加20%，技能伤害增加20%,skillico_281,,,,
45045,森林猎手,恶魔猎手,4504,4,5,5,4,45045,45045,,,,45045,"[2,3,5]",8,45045012,skillico_4504_1,飞斧冲击,怒气技能：对敌方全体造成74%攻击伤害并有16%概率使目标禁魔2回合,"""45045111"",""45045121"",""45045131""",猎手本能,被动效果：猎手的本能使得自身暴击增加30%，暴击伤害增加20%，攻击增加9%,skillico_4504_2,"""45045214"",""45045224""",杀戮本能,被动效果：敌方英雄死亡时，刺激杀戮天性，增加自己11%暴击伤害和9%攻击,skillico_4504_3,"""45045314"",""45045324""",致命咆哮,被动效果：猎手掌握了自然之力，普攻有46%概率对目标施放致命咆哮，额外造成82%中毒伤害并有9%概率沉默目标2回合,skillico_4504_4
45046,森林猎手,恶魔猎手,4504,4,6,5,5,45046,45046,4504a,4504a,45045,45046,"[2,4,6]",13,45046012,skillico_4504_1,飞斧冲击2,怒气技能：对敌方全体造成86%攻击伤害并有52%概率使目标禁魔2回合（附加被动：普攻攻击2个目标）,"""45046111"",""45046121"",""45046131""",猎手本能2,被动效果：猎手的本能使得自身暴击增加30%，暴击伤害增加25%，攻击增加21%,skillico_4504_2,"""45046214"",""45046224""",杀戮本能2,被动效果：敌方英雄死亡时，刺激杀戮天性，增加自己16%暴击伤害和13%攻击,skillico_4504_3,"""45046314"",""45046324""",致命咆哮2,被动效果：猎手掌握了自然之力，普攻有62%概率对目标施放致命咆哮，额外造成141%中毒伤害并有15%概率沉默目标2回合,skillico_4504_4
45055,风语者,马拉萨,4505,4,5,5,4,45055,45055,,,,45055,"[2,3,5]",10,45055012,skillico_4505_1,生命之箭,怒气技能：对敌方随机3名目标造成120%攻击伤害，每回合额外造成21%攻击伤害，持续2回合（附加被动：普攻攻击3个目标）,"""45055111"",""45055121""",射手本能,被动效果：射手的本能使得自身暴击增加30%，攻击增加21%,skillico_4505_2,"""45055214""",中毒,被动效果：拥有特殊的箭矢，暴击有100%概率使目标中毒，每回合造成49%攻击伤害，持续2回合,skillico_4505_3,"""45055314""",毒性掌握,被动效果：风语者掌握各种毒性，对中毒的目标，增加36%的额外伤害,skillico_4505_4
45056,风语者,马拉萨,4505,4,6,5,5,45056,45056,4505a,4505a,45055,45056,"[2,4,6]",10,45056012,skillico_4505_1,生命之箭2,怒气技能：对敌方随机4名目标造成81%攻击伤害，每回合额外造成29%攻击伤害，持续2回合（附加被动：普攻攻击3个目标）,"""45056111"",""45056121""",射手本能2,被动效果：射手的本能使得自身暴击增加30%，攻击增加26%,skillico_4505_2,"""45056214""",中毒2,被动效果：拥有特殊的箭矢，暴击有100%概率使目标中毒，每回造成65%攻击伤害，持续2回合,skillico_4505_3,"""45056314""",毒性掌握2,被动效果：风语者掌握各种毒性，对中毒的目标，增加52%的额外伤害,skillico_4505_4
51015,食人魔领袖,不眠者,5101,5,5,1,4,51015,51015,,,,51015,"[2,3,5]",7,51015012,skillico_012,暗影诅咒,怒气技能：对敌方后排造成77%攻击伤害并有42%概率附加时间诅咒，时间诅咒1回合后触发造成120%的攻击伤害，并提升自身10%免伤3回合,"""51015114"",""51015124""",石化诅咒,被动效果：普攻有44%概率给目标附加时间诅咒，并有22%概率使目标石化1回合，时间诅咒1回合后触发造成66%的攻击伤害,skillico_286,"""51015214"",""51015224""",时间诅咒,被动效果：受到攻击时，给攻击者附加时间诅咒，时间诅咒1回合后触发造成66%攻击伤害，同时有33%概率恢复自身5%的生命（受控触发）,skillico_287,"""51015314""",第二生命,被动效果：食人魔祭祀先祖图腾，拥有了复活的能力，复活后恢复自身45%的生命,skillico_288
51016,食人魔领袖,不眠者,5101,5,6,1,5,51016,51016,5101a,5101a,51015,51016,"[2,4,6]",7,51016012,skillico_012,暗影诅咒,怒气技能：对敌方后排造成88%攻击伤害并有63%概率附加时间诅咒，时间诅咒1回合后触发造成156%的攻击伤害，并提升自身17.5%免伤3回合,"""51016114"",""51016124""",石化诅咒2,被动效果：普攻有63%概率给目标附加时间诅咒，并有33%概率使目标石化1回合，时间诅咒1回合后触发造成84%的攻击伤害,skillico_286,"""51016214"",""51016224""",时间诅咒2,被动效果：受到攻击时，给攻击者附加时间诅咒，时间诅咒1回合后触发造成84%攻击伤害，同时有33%概率恢复自身7%的生命（受控触发）,skillico_287,"""51016314""",第二生命2,被动效果：食人魔祭祀先祖图腾，拥有了复活的能力，复活后恢复自身65%的生命,skillico_288
52013,暗影渡鸦,阿斯布幽灵,5201,5,3,2,2,52013,52013,,,,52013,"[2,3]",2,52013012,skillico_012,石化冲击,怒气技能：对随机3名敌人造成80%攻击伤害，并有20%概率石化目标1回合,"""52013111"",""52013121""",暗影能量,被动效果：体内充斥着暗影怒气，攻击增加20%，生命增加20%,skillico_289,"""52013214""",黑暗指令,被动效果：身上的防御非常诡异，普攻有30%概率石化目标2回合,skillico_235,,,,
52024,美杜莎女王,暗黑的方德拉,5202,5,4,2,3,52024,52024,,,,52024,"[2,4]",2,52024012,skillico_056,石化之眼,怒气技能：对敌方随机3个敌人造成140%攻击伤害，如果敌人是刺客类目标，则有60%概率石化1回合,"""52024111"",""52024121""",暗影能量,被动效果：身为美杜莎一族的女王，攻击提升20%，生命增加20%,skillico_289,"""52024214""",石化之眼,被动效果：普攻的目标如果是刺客，则80%概率石化目标1回合,skillico_280,,,,
52025,美杜莎女王,暗黑的方德拉,5202,5,5,2,4,52025,52025,,,,52025,"[3,5]",2,52025012,skillico_056,石化之眼,怒气技能：对敌方随机3个敌人造成160%攻击伤害，如果敌人是刺客类目标，则有30%概率石化2回合,"""52025111"",""52025121""",暗影能量,被动效果：身为美杜莎一族的女王，攻击提升30%，生命增加30%,skillico_289,"""52025214""",石化之眼,被动效果：普攻的目标如果是刺客，则80%概率石化目标1回合,skillico_280,,,,
52034,暗影巫医,洛根,5203,5,4,2,3,52034,52034,,,,52034,"[2,4]",5,52034012,skillico_040,制裁冲击,怒气技能：对全体敌方造成70%攻击伤害，并有10%概率沉默目标2回合,"""52034111"",""52034121""",暗影能量,被动效果：长时间研究暗影能力，使得攻击提升25%，生命增加20.5%,skillico_289,"""52034214""",巫毒禁术,被动效果：普攻命中敌人时，有20%概率沉默敌人2回合,skillico_290,,,,
