饰品ID,饰品名称,饰品品质,饰品星级,饰品图标,战力,升星饰品ID,升星经验,分解经验,饰品属性,饰品技能,技能描述,专属种族,专属属性,出售
5185,光明之圣印,4,5,shipin_518,3800,5186,2850,13800,"""atk"":1178","""518514""",+40.5%对刺客的伤害加成,3,"""atkpro"":72","{""a"":""attr"",""t"":""jinbi"",""n"":723998}"
5186,光明之圣印,4,6,shipin_518,4200,,2850,16650,"""atk"":1301","""518614""",+44.5%对刺客的伤害加成,3,"""atkpro"":81","{""a"":""attr"",""t"":""jinbi"",""n"":843842}"
5191,自然之徽章,4,1,shipin_519,2300,5192,2850,2400,"""atk"":713","""519114""",+25.5%对游侠的伤害加成,3,"""baojipro"":42","{""a"":""attr"",""t"":""jinbi"",""n"":244298}"
5192,自然之徽章,4,2,shipin_519,2600,5193,2850,5250,"""atk"":822","""519214""",+28.8%对游侠的伤害加成,3,"""baojipro"":51","{""a"":""attr"",""t"":""jinbi"",""n"":362112}"
5193,自然之徽章,4,3,shipin_519,3000,5194,2850,8100,"""atk"":933","""519314""",+32.7%对游侠的伤害加成,3,"""baojipro"":63","{""a"":""attr"",""t"":""jinbi"",""n"":484258}"
5194,自然之徽章,4,4,shipin_519,3400,5195,2850,10950,"""atk"":1044","""519414""",+36.6%对游侠的伤害加成,3,"""baojipro"":72","{""a"":""attr"",""t"":""jinbi"",""n"":604014}"
5195,自然之徽章,4,5,shipin_519,3800,5196,2850,13800,"""atk"":1178","""519514""",+40.6%对游侠的伤害加成,3,"""baojipro"":84","{""a"":""attr"",""t"":""jinbi"",""n"":724387}"
5196,自然之徽章,4,6,shipin_519,4200,,2850,16650,"""atk"":1301","""519614""",+44.8%对游侠的伤害加成,3,"""baojipro"":92","{""a"":""attr"",""t"":""jinbi"",""n"":843711}"
5201,邪能魔石,4,1,shipin_520,2300,5202,2850,2400,"""atk"":713","""520114""",+25.5%对战士的伤害加成,3,"""hppro"":80","{""a"":""attr"",""t"":""jinbi"",""n"":242457}"
5202,邪能魔石,4,2,shipin_520,2600,5203,2850,5250,"""atk"":822","""520214""",+28.8%对战士的伤害加成,3,"""hppro"":88","{""a"":""attr"",""t"":""jinbi"",""n"":364523}"
5203,邪能魔石,4,3,shipin_520,3000,5204,2850,8100,"""atk"":933","""520314""",+32.7%对战士的伤害加成,3,"""hppro"":96","{""a"":""attr"",""t"":""jinbi"",""n"":484189}"
5204,邪能魔石,4,4,shipin_520,3400,5205,2850,10950,"""atk"":1044","""520414""",+36.6%对战士的伤害加成,3,"""hppro"":104","{""a"":""attr"",""t"":""jinbi"",""n"":604086}"
5205,邪能魔石,4,5,shipin_520,3800,5206,2850,13800,"""atk"":1178","""520514""",+40.6%对战士的伤害加成,3,"""hppro"":112","{""a"":""attr"",""t"":""jinbi"",""n"":722237}"
5206,邪能魔石,4,6,shipin_520,4200,,2850,16650,"""atk"":1301","""520614""",+44.8%对战士的伤害加成,3,"""hppro"":121","{""a"":""attr"",""t"":""jinbi"",""n"":844484}"
5211,双生灵魂耳环,4,1,shipin_521,2300,5212,2850,2400,"""atk"":713","""521114""",+25.5%对法师的伤害加成,4,"""baoshangpro"":165","{""a"":""attr"",""t"":""jinbi"",""n"":242772}"
5212,双生灵魂耳环,4,2,shipin_521,2600,5213,2850,5250,"""atk"":822","""521214""",+28.8%对法师的伤害加成,4,"""baoshangpro"":173","{""a"":""attr"",""t"":""jinbi"",""n"":363253}"
5213,双生灵魂耳环,4,3,shipin_521,3000,5214,2850,8100,"""atk"":933","""521314""",+32.7%对法师的伤害加成,4,"""baoshangpro"":200","{""a"":""attr"",""t"":""jinbi"",""n"":483750}"
5214,双生灵魂耳环,4,4,shipin_521,3400,5215,2850,10950,"""atk"":1044","""521414""",+36.6%对法师的伤害加成,4,"""baoshangpro"":215","{""a"":""attr"",""t"":""jinbi"",""n"":602851}"
5215,双生灵魂耳环,4,5,shipin_521,3800,5216,2850,13800,"""atk"":1178","""521514""",+40.6%对法师的伤害加成,4,"""baoshangpro"":232","{""a"":""attr"",""t"":""jinbi"",""n"":722206}"
5216,双生灵魂耳环,4,6,shipin_521,4200,,2850,16650,"""atk"":1301","""521614""",+44.8%对法师的伤害加成,4,"""baoshangpro"":255","{""a"":""attr"",""t"":""jinbi"",""n"":843136}"
5221,魔法风向标,4,1,shipin_522,2300,5222,2850,2400,"""speed"":25,""hppro"":59",,,4,"""baojipro"":42","{""a"":""attr"",""t"":""jinbi"",""n"":244250}"
5222,魔法风向标,4,2,shipin_522,2600,5223,2850,5250,"""speed"":27,""hppro"":67",,,4,"""baojipro"":51","{""a"":""attr"",""t"":""jinbi"",""n"":364634}"
5223,魔法风向标,4,3,shipin_522,3000,5224,2850,8100,"""speed"":30,""hppro"":78",,,4,"""baojipro"":63","{""a"":""attr"",""t"":""jinbi"",""n"":483239}"
5224,魔法风向标,4,4,shipin_522,3400,5225,2850,10950,"""speed"":34,""hppro"":86",,,4,"""baojipro"":72","{""a"":""attr"",""t"":""jinbi"",""n"":604942}"
5225,魔法风向标,4,5,shipin_522,3800,5226,2850,13800,"""speed"":39,""hppro"":98",,,4,"""baojipro"":84","{""a"":""attr"",""t"":""jinbi"",""n"":722265}"
5226,魔法风向标,4,6,shipin_522,4200,,2850,16650,"""speed"":45,""hppro"":112",,,4,"""baojipro"":92","{""a"":""attr"",""t"":""jinbi"",""n"":842445}"
5231,米迦勒之翼,4,1,shipin_523,2300,5232,2850,2400,"""undpspro"":113,""hppro"":52",,,4,"""hppro"":80","{""a"":""attr"",""t"":""jinbi"",""n"":243918}"
5232,米迦勒之翼,4,2,shipin_523,2600,5233,2850,5250,"""undpspro"":128,""hppro"":61",,,4,"""hppro"":88","{""a"":""attr"",""t"":""jinbi"",""n"":362170}"
5233,米迦勒之翼,4,3,shipin_523,3000,5234,2850,8100,"""undpspro"":146,""hppro"":72",,,4,"""hppro"":96","{""a"":""attr"",""t"":""jinbi"",""n"":484739}"
5234,米迦勒之翼,4,4,shipin_523,3400,5235,2850,10950,"""undpspro"":164,""hppro"":81",,,4,"""hppro"":104","{""a"":""attr"",""t"":""jinbi"",""n"":604869}"
5235,米迦勒之翼,4,5,shipin_523,3800,5236,2850,13800,"""undpspro"":183,""hppro"":93",,,4,"""hppro"":112","{""a"":""attr"",""t"":""jinbi"",""n"":724361}"
5236,米迦勒之翼,4,6,shipin_523,4200,,2850,16650,"""undpspro"":202,""hppro"":101",,,4,"""hppro"":121","{""a"":""attr"",""t"":""jinbi"",""n"":843840}"
5241,充能紫水晶,4,1,shipin_524,2300,5242,2850,2400,"""atkpro"":73,""hppro"":57",,,5,"""miankongpro"":91","{""a"":""attr"",""t"":""jinbi"",""n"":244290}"
5242,充能紫水晶,4,2,shipin_524,2600,5243,2850,5250,"""atkpro"":83,""hppro"":65",,,5,"""miankongpro"":102","{""a"":""attr"",""t"":""jinbi"",""n"":363476}"
5243,充能紫水晶,4,3,shipin_524,3000,5244,2850,8100,"""atkpro"":92,""hppro"":74",,,5,"""miankongpro"":113","{""a"":""attr"",""t"":""jinbi"",""n"":482498}"
5244,充能紫水晶,4,4,shipin_524,3400,5245,2850,10950,"""atkpro"":102,""hppro"":84",,,5,"""miankongpro"":127","{""a"":""attr"",""t"":""jinbi"",""n"":602276}"
5245,充能紫水晶,4,5,shipin_524,3800,5246,2850,13800,"""atkpro"":111,""hppro"":96",,,5,"""miankongpro"":139","{""a"":""attr"",""t"":""jinbi"",""n"":724498}"
5246,充能紫水晶,4,6,shipin_524,4200,,2850,16650,"""atkpro"":121,""hppro"":108",,,5,"""miankongpro"":160","{""a"":""attr"",""t"":""jinbi"",""n"":842063}"
5251,恶魔猎手晶石,4,1,shipin_525,2300,5252,2850,2400,"""atkpro"":111,""jingzhunpro"":42",,,5,"""skilldpspro"":73","{""a"":""attr"",""t"":""jinbi"",""n"":243903}"
5252,恶魔猎手晶石,4,2,shipin_525,2600,5253,2850,5250,"""atkpro"":125,""jingzhunpro"":53",,,5,"""skilldpspro"":85","{""a"":""attr"",""t"":""jinbi"",""n"":363259}"
5253,恶魔猎手晶石,4,3,shipin_525,3000,5254,2850,8100,"""atkpro"":148,""jingzhunpro"":64",,,5,"""skilldpspro"":93","{""a"":""attr"",""t"":""jinbi"",""n"":484984}"
5254,恶魔猎手晶石,4,4,shipin_525,3400,5255,2850,10950,"""atkpro"":162,""jingzhunpro"":75",,,5,"""skilldpspro"":106","{""a"":""attr"",""t"":""jinbi"",""n"":604175}"
5255,恶魔猎手晶石,4,5,shipin_525,3800,5256,2850,13800,"""atkpro"":183,""jingzhunpro"":82",,,5,"""skilldpspro"":113","{""a"":""attr"",""t"":""jinbi"",""n"":722172}"
5256,恶魔猎手晶石,4,6,shipin_525,4200,,2850,16650,"""atkpro"":205,""jingzhunpro"":90",,,5,"""skilldpspro"":125","{""a"":""attr"",""t"":""jinbi"",""n"":843186}"
5261,圣洁壁垒,4,1,shipin_526,2300,5262,2850,2400,"""undpspro"":113,""hppro"":52",,,6,"""dpspro"":80","{""a"":""attr"",""t"":""jinbi"",""n"":242563}"
5262,圣洁壁垒,4,2,shipin_526,2600,5263,2850,5250,"""undpspro"":128,""hppro"":61",,,6,"""dpspro"":89","{""a"":""attr"",""t"":""jinbi"",""n"":362793}"
5263,圣洁壁垒,4,3,shipin_526,3000,5264,2850,8100,"""undpspro"":146,""hppro"":72",,,6,"""dpspro"":97","{""a"":""attr"",""t"":""jinbi"",""n"":482275}"
5264,圣洁壁垒,4,4,shipin_526,3400,5265,2850,10950,"""undpspro"":164,""hppro"":81",,,6,"""dpspro"":105","{""a"":""attr"",""t"":""jinbi"",""n"":604856}"
5265,圣洁壁垒,4,5,shipin_526,3800,5266,2850,13800,"""undpspro"":183,""hppro"":93",,,6,"""dpspro"":113","{""a"":""attr"",""t"":""jinbi"",""n"":723877}"
5266,圣洁壁垒,4,6,shipin_526,4200,,2850,16650,"""undpspro"":202,""hppro"":101",,,6,"""dpspro"":121","{""a"":""attr"",""t"":""jinbi"",""n"":844971}"
5271,深渊之凝视,4,1,shipin_527,2300,5272,2850,2400,"""atkpro"":73,""dpspro"":113",,,6,"""baojipro"":42","{""a"":""attr"",""t"":""jinbi"",""n"":244357}"
5272,深渊之凝视,4,2,shipin_527,2600,5273,2850,5250,"""atkpro"":83,""dpspro"":131",,,6,"""baojipro"":51","{""a"":""attr"",""t"":""jinbi"",""n"":364780}"
5273,深渊之凝视,4,3,shipin_527,3000,5274,2850,8100,"""atkpro"":92,""dpspro"":150",,,6,"""baojipro"":63","{""a"":""attr"",""t"":""jinbi"",""n"":482087}"
5274,深渊之凝视,4,4,shipin_527,3400,5275,2850,10950,"""atkpro"":102,""dpspro"":168",,,6,"""baojipro"":72","{""a"":""attr"",""t"":""jinbi"",""n"":602643}"
5275,深渊之凝视,4,5,shipin_527,3800,5276,2850,13800,"""atkpro"":111,""dpspro"":192",,,6,"""baojipro"":84","{""a"":""attr"",""t"":""jinbi"",""n"":723603}"
5276,深渊之凝视,4,6,shipin_527,4200,,2850,16650,"""atkpro"":121,""dpspro"":211",,,6,"""baojipro"":92","{""a"":""attr"",""t"":""jinbi"",""n"":843897}"
5281,伊塞拉之石,4,1,shipin_501,2300,5282,2850,2400,"""hp"":6060","""501114""",+25.5%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":243595}"
5282,伊塞拉之石,4,2,shipin_501,2600,5283,2850,5250,"""hp"":6987","""501214""",+28.8%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":362296}"
5283,伊塞拉之石,4,3,shipin_501,3000,5284,2850,8100,"""hp"":7930","""501314""",+32.7%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":483160}"
5284,伊塞拉之石,4,4,shipin_501,3400,5285,2850,10950,"""hp"":8874","""501414""",+36.6%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":604310}"
5285,伊塞拉之石,4,5,shipin_501,3800,5286,2850,13800,"""hp"":10013","""501514""",+40.6%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":723834}"
5286,伊塞拉之石,4,6,shipin_501,4200,,2850,16650,"""hp"":11058","""501614""",+44.8%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842254}"
5291,梦境水晶,4,1,shipin_502,2300,5292,2850,2400,"""hp"":6060","""502114""",+25.5%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":242107}"
5292,梦境水晶,4,2,shipin_502,2600,5293,2850,5250,"""hp"":6987","""502214""",+28.8%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":364383}"
5293,梦境水晶,4,3,shipin_502,3000,5294,2850,8100,"""hp"":7930","""502314""",+32.7%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":482111}"
5294,梦境水晶,4,4,shipin_502,3400,5295,2850,10950,"""hp"":8874","""502414""",+36.6%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":603394}"
5295,梦境水晶,4,5,shipin_502,3800,5296,2850,13800,"""hp"":10013","""502514""",+40.6%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":723467}"
5296,梦境水晶,4,6,shipin_502,4200,,2850,16650,"""hp"":11058","""502614""",+44.8%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":843212}"
5301,真实之镜,4,1,shipin_503,2300,5302,2850,2400,"""hp"":6060","""503114""",+25.5%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":244304}"
5302,真实之镜,4,2,shipin_503,2600,5303,2850,5250,"""hp"":6987","""503214""",+28.8%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":363881}"
5303,真实之镜,4,3,shipin_503,3000,5304,2850,8100,"""hp"":7930","""503314""",+32.7%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":483819}"
5304,真实之镜,4,4,shipin_503,3400,5305,2850,10950,"""hp"":8874","""503414""",+36.6%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":604700}"
5305,真实之镜,4,5,shipin_503,3800,5306,2850,13800,"""hp"":10013","""503514""",+40.6%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":723491}"
5306,真实之镜,4,6,shipin_503,4200,,2850,16650,"""hp"":11058","""503614""",+44.8%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842580}"
5311,时间沙漏,4,1,shipin_504,2300,5312,2850,2400,"""hp"":6060","""504114""",+25.5%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":243603}"
5312,时间沙漏,4,2,shipin_504,2600,5313,2850,5250,"""hp"":6987","""504214""",+28.8%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":363490}"
5313,时间沙漏,4,3,shipin_504,3000,5314,2850,8100,"""hp"":7930","""504314""",+32.7%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":483918}"
5314,时间沙漏,4,4,shipin_504,3400,5315,2850,10950,"""hp"":8874","""504414""",+36.6%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":604686}"
5315,时间沙漏,4,5,shipin_504,3800,5316,2850,13800,"""hp"":10013","""504514""",+40.6%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":722141}"
5316,时间沙漏,4,6,shipin_504,4200,,2850,16650,"""hp"":11058","""504614""",+44.8%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842315}"
5321,黑龙龙蛋,4,1,shipin_505,2300,5322,2850,2400,"""hp"":6060","""505114""",+25.5%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":243174}"
5322,黑龙龙蛋,4,2,shipin_505,2600,5323,2850,5250,"""hp"":6987","""505214""",+28.8%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":363643}"
5323,黑龙龙蛋,4,3,shipin_505,3000,5324,2850,8100,"""hp"":7930","""505314""",+32.7%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":483470}"
5324,黑龙龙蛋,4,4,shipin_505,3400,5325,2850,10950,"""hp"":8874","""505414""",+36.6%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":604072}"
5325,黑龙龙蛋,4,5,shipin_505,3800,5326,2850,13800,"""hp"":10013","""505514""",+40.6%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":724666}"
5326,黑龙龙蛋,4,6,shipin_505,4200,,2850,16650,"""hp"":11058","""505614""",+44.8%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842904}"
5331,多瑞尔魔石,4,1,shipin_511,2300,5332,2850,2400,"""hp"":6060","""511114""",+25.5%对战士的伤害加成,1,"""pojiapro"":120","{""a"":""attr"",""t"":""jinbi"",""n"":242508}"
5332,多瑞尔魔石,4,2,shipin_511,2600,5333,2850,5250,"""hp"":6987","""511214""",+28.8%对战士的伤害加成,1,"""pojiapro"":134","{""a"":""attr"",""t"":""jinbi"",""n"":364297}"
5333,多瑞尔魔石,4,3,shipin_511,3000,5334,2850,8100,"""hp"":7930","""511314""",+32.7%对战士的伤害加成,1,"""pojiapro"":151","{""a"":""attr"",""t"":""jinbi"",""n"":484756}"
5334,多瑞尔魔石,4,4,shipin_511,3400,5335,2850,10950,"""hp"":8874","""511414""",+36.6%对战士的伤害加成,1,"""pojiapro"":164","{""a"":""attr"",""t"":""jinbi"",""n"":602130}"
5335,多瑞尔魔石,4,5,shipin_511,3800,5336,2850,13800,"""hp"":10013","""511514""",+40.6%对战士的伤害加成,1,"""pojiapro"":181","{""a"":""attr"",""t"":""jinbi"",""n"":724697}"
5336,多瑞尔魔石,4,6,shipin_511,4200,,2850,16650,"""hp"":11058","""511614""",+44.8%对战士的伤害加成,1,"""pojiapro"":205","{""a"":""attr"",""t"":""jinbi"",""n"":842608}"
5341,魔蛇之眼,4,1,shipin_512,2300,5342,2850,2400,"""hp"":6060","""512114""",+25.5%对游侠的伤害加成,1,"""atkpro"":35","{""a"":""attr"",""t"":""jinbi"",""n"":244826}"
5342,魔蛇之眼,4,2,shipin_512,2600,5343,2850,5250,"""hp"":6987","""512214""",+28.8%对游侠的伤害加成,1,"""atkpro"":45","{""a"":""attr"",""t"":""jinbi"",""n"":363663}"
5343,魔蛇之眼,4,3,shipin_512,3000,5344,2850,8100,"""hp"":7930","""512314""",+32.7%对游侠的伤害加成,1,"""atkpro"":53","{""a"":""attr"",""t"":""jinbi"",""n"":484106}"
5344,魔蛇之眼,4,4,shipin_512,3400,5345,2850,10950,"""hp"":8874","""512414""",+36.6%对游侠的伤害加成,1,"""atkpro"":63","{""a"":""attr"",""t"":""jinbi"",""n"":604234}"
5345,魔蛇之眼,4,5,shipin_512,3800,5346,2850,13800,"""hp"":10013","""512514""",+40.6%对游侠的伤害加成,1,"""atkpro"":72","{""a"":""attr"",""t"":""jinbi"",""n"":722736}"
5346,魔蛇之眼,4,6,shipin_512,4200,,2850,16650,"""hp"":11058","""512614""",+44.8%对游侠的伤害加成,1,"""atkpro"":81","{""a"":""attr"",""t"":""jinbi"",""n"":842773}"
5351,血能红宝石,4,1,shipin_513,2300,5352,2850,2400,"""hp"":6060","""513114""",+25.5%对刺客的伤害加成,1,"""hppro"":80","{""a"":""attr"",""t"":""jinbi"",""n"":243602}"
5352,血能红宝石,4,2,shipin_513,2600,5353,2850,5250,"""hp"":6987","""513214""",+28.8%对刺客的伤害加成,1,"""hppro"":88","{""a"":""attr"",""t"":""jinbi"",""n"":364581}"
5353,血能红宝石,4,3,shipin_513,3000,5354,2850,8100,"""hp"":7930","""513314""",+32.7%对刺客的伤害加成,1,"""hppro"":96","{""a"":""attr"",""t"":""jinbi"",""n"":482482}"
5354,血能红宝石,4,4,shipin_513,3400,5355,2850,10950,"""hp"":8874","""513414""",+36.6%对刺客的伤害加成,1,"""hppro"":104","{""a"":""attr"",""t"":""jinbi"",""n"":603734}"
5355,血能红宝石,4,5,shipin_513,3800,5356,2850,13800,"""hp"":10013","""513514""",+40.6%对刺客的伤害加成,1,"""hppro"":112","{""a"":""attr"",""t"":""jinbi"",""n"":723901}"
5356,血能红宝石,4,6,shipin_513,4200,,2850,16650,"""hp"":11058","""513614""",+44.8%对刺客的伤害加成,1,"""hppro"":121","{""a"":""attr"",""t"":""jinbi"",""n"":844079}"
5361,水族秘宝,4,1,shipin_514,2300,5362,2850,2400,"""hp"":6060","""514114""",+25.5%对辅助的伤害加成,2,"""atkpro"":35","{""a"":""attr"",""t"":""jinbi"",""n"":244162}"
5362,水族秘宝,4,2,shipin_514,2600,5363,2850,5250,"""hp"":6987","""514214""",+28.8%对辅助的伤害加成,2,"""atkpro"":45","{""a"":""attr"",""t"":""jinbi"",""n"":363798}"
5363,水族秘宝,4,3,shipin_514,3000,5364,2850,8100,"""hp"":7930","""514314""",+32.7%对辅助的伤害加成,2,"""atkpro"":53","{""a"":""attr"",""t"":""jinbi"",""n"":482632}"
5364,水族秘宝,4,4,shipin_514,3400,5365,2850,10950,"""hp"":8874","""514414""",+36.6%对辅助的伤害加成,2,"""atkpro"":63","{""a"":""attr"",""t"":""jinbi"",""n"":604144}"
5365,水族秘宝,4,5,shipin_514,3800,5366,2850,13800,"""hp"":10013","""514514""",+40.6%对辅助的伤害加成,2,"""atkpro"":72","{""a"":""attr"",""t"":""jinbi"",""n"":724456}"
5366,水族秘宝,4,6,shipin_514,4200,,2850,16650,"""hp"":11058","""514614""",+44.8%对辅助的伤害加成,2,"""atkpro"":81","{""a"":""attr"",""t"":""jinbi"",""n"":842909}"
5371,米歇尔水晶,4,1,shipin_515,2300,5372,2850,2400,"""hp"":6060","""515114""",+25.5%对辅助的伤害加成,2,"""skilldpspro"":162","{""a"":""attr"",""t"":""jinbi"",""n"":243690}"
5372,米歇尔水晶,4,2,shipin_515,2600,5373,2850,5250,"""hp"":6987","""515214""",+28.8%对辅助的伤害加成,2,"""skilldpspro"":180","{""a"":""attr"",""t"":""jinbi"",""n"":364288}"
5373,米歇尔水晶,4,3,shipin_515,3000,5374,2850,8100,"""hp"":7930","""515314""",+32.7%对辅助的伤害加成,2,"""skilldpspro"":198","{""a"":""attr"",""t"":""jinbi"",""n"":482080}"
5374,米歇尔水晶,4,4,shipin_515,3400,5375,2850,10950,"""hp"":8874","""515414""",+36.6%对辅助的伤害加成,2,"""skilldpspro"":215","{""a"":""attr"",""t"":""jinbi"",""n"":603658}"
5375,米歇尔水晶,4,5,shipin_515,3800,5376,2850,13800,"""hp"":10013","""515514""",+40.6%对辅助的伤害加成,2,"""skilldpspro"":232","{""a"":""attr"",""t"":""jinbi"",""n"":722186}"
5376,米歇尔水晶,4,6,shipin_515,4200,,2850,16650,"""hp"":11058","""515614""",+44.8%对辅助的伤害加成,2,"""skilldpspro"":253","{""a"":""attr"",""t"":""jinbi"",""n"":844569}"
5381,因佩尔耳环,4,1,shipin_516,2300,5382,2850,2400,"""hp"":6060","""516114""",+25.5%对法师的伤害加成,2,"""hppro"":80","{""a"":""attr"",""t"":""jinbi"",""n"":243804}"
5382,因佩尔耳环,4,2,shipin_516,2600,5383,2850,5250,"""hp"":6987","""516214""",+28.8%对法师的伤害加成,2,"""hppro"":88","{""a"":""attr"",""t"":""jinbi"",""n"":364032}"
5383,因佩尔耳环,4,3,shipin_516,3000,5384,2850,8100,"""hp"":7930","""516314""",+32.7%对法师的伤害加成,2,"""hppro"":96","{""a"":""attr"",""t"":""jinbi"",""n"":482760}"
5384,因佩尔耳环,4,4,shipin_516,3400,5385,2850,10950,"""hp"":8874","""516414""",+36.6%对法师的伤害加成,2,"""hppro"":104","{""a"":""attr"",""t"":""jinbi"",""n"":603795}"
5385,因佩尔耳环,4,5,shipin_516,3800,5386,2850,13800,"""hp"":10013","""516514""",+40.6%对法师的伤害加成,2,"""hppro"":112","{""a"":""attr"",""t"":""jinbi"",""n"":722881}"
5386,因佩尔耳环,4,6,shipin_516,4200,,2850,16650,"""hp"":11058","""516614""",+44.8%对法师的伤害加成,2,"""hppro"":121","{""a"":""attr"",""t"":""jinbi"",""n"":843651}"
5391,火焰魔石,4,1,shipin_517,2300,5392,2850,2400,"""hp"":6060","""517114""",+25.5%对游侠的伤害加成,2,"""gedangpro"":53","{""a"":""attr"",""t"":""jinbi"",""n"":242498}"
5392,火焰魔石,4,2,shipin_517,2600,5393,2850,5250,"""hp"":6987","""517214""",+28.5%对游侠的伤害加成,2,"""gedangpro"":65","{""a"":""attr"",""t"":""jinbi"",""n"":363389}"
5393,火焰魔石,4,3,shipin_517,3000,5394,2850,8100,"""hp"":7930","""517314""",+32.5%对游侠的伤害加成,2,"""gedangpro"":77","{""a"":""attr"",""t"":""jinbi"",""n"":482446}"
5394,火焰魔石,4,4,shipin_517,3400,5395,2850,10950,"""hp"":8874","""517414""",+36.5%对游侠的伤害加成,2,"""gedangpro"":85","{""a"":""attr"",""t"":""jinbi"",""n"":604704}"
5395,火焰魔石,4,5,shipin_517,3800,5396,2850,13800,"""hp"":10013","""517514""",+40.5%对游侠的伤害加成,2,"""gedangpro"":97","{""a"":""attr"",""t"":""jinbi"",""n"":724379}"
5396,火焰魔石,4,6,shipin_517,4200,,2850,16650,"""hp"":11058","""517614""",+44.5%对游侠的伤害加成,2,"""gedangpro"":111","{""a"":""attr"",""t"":""jinbi"",""n"":844706}"
5401,光明之圣印,4,1,shipin_518,2300,5402,2850,2400,"""hp"":6060","""518114""",+25.5%对刺客的伤害加成,3,"""atkpro"":35","{""a"":""attr"",""t"":""jinbi"",""n"":244467}"
5402,光明之圣印,4,2,shipin_518,2600,5403,2850,5250,"""hp"":6987","""518214""",+28.5%对刺客的伤害加成,3,"""atkpro"":45","{""a"":""attr"",""t"":""jinbi"",""n"":362564}"
5403,光明之圣印,4,3,shipin_518,3000,5404,2850,8100,"""hp"":7930","""518314""",+32.5%对刺客的伤害加成,3,"""atkpro"":53","{""a"":""attr"",""t"":""jinbi"",""n"":482329}"
5404,光明之圣印,4,4,shipin_518,3400,5405,2850,10950,"""hp"":8874","""518414""",+36.5%对刺客的伤害加成,3,"""atkpro"":63","{""a"":""attr"",""t"":""jinbi"",""n"":603284}"
5405,光明之圣印,4,5,shipin_518,3800,5406,2850,13800,"""hp"":10013","""518514""",+40.5%对刺客的伤害加成,3,"""atkpro"":72","{""a"":""attr"",""t"":""jinbi"",""n"":723998}"
5406,光明之圣印,4,6,shipin_518,4200,,2850,16650,"""hp"":11058","""518614""",+44.5%对刺客的伤害加成,3,"""atkpro"":81","{""a"":""attr"",""t"":""jinbi"",""n"":843842}"
5411,自然之徽章,4,1,shipin_519,2300,5412,2850,2400,"""hp"":6060","""519114""",+25.5%对游侠的伤害加成,3,"""baojipro"":42","{""a"":""attr"",""t"":""jinbi"",""n"":244298}"
5412,自然之徽章,4,2,shipin_519,2600,5413,2850,5250,"""hp"":6987","""519214""",+28.8%对游侠的伤害加成,3,"""baojipro"":51","{""a"":""attr"",""t"":""jinbi"",""n"":362112}"
5413,自然之徽章,4,3,shipin_519,3000,5414,2850,8100,"""hp"":7930","""519314""",+32.7%对游侠的伤害加成,3,"""baojipro"":63","{""a"":""attr"",""t"":""jinbi"",""n"":484258}"
5414,自然之徽章,4,4,shipin_519,3400,5415,2850,10950,"""hp"":8874","""519414""",+36.6%对游侠的伤害加成,3,"""baojipro"":72","{""a"":""attr"",""t"":""jinbi"",""n"":604014}"
