技能id,技能类型,攻击动作,选敌类型,是否存活,位置,排序条件,选敌数量,释放概率,数据,检测条件,额外数据,描述
25076315,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""jingzhundrop"",""round"":2,""pro"":150}}",{},{},减少攻击目标15%精准，持续2回合。
31054213,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""skilldpsdrop"",""round"":3,""pro"":150}}",{},{},降低攻击目标15%技能伤害率，持续3回合。
31054223,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""skilldpspro"",""round"":3,""pro"":150}}",{},{},提升自己15%技能伤害率，持续3回合。
31055213,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""skilldpsdrop"",""round"":3,""pro"":250}}",{},{},降低攻击目标25%技能伤害率，持续3回合。
31055223,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""skilldpspro"",""round"":3,""pro"":150}}",{},{},增加自己15%技能伤害率，持续3回合。
31064213,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""skilldpspro"",""round"":2,""pro"":219}}",{},{},提高自己21.9%技能伤害率，持续2回合。
31065213,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""skilldpspro"",""round"":2,""pro"":350}}",{},{},提高自己35%技能伤害率，持续2回合。
31075013,3,hppro,0,1,0,"_hpper,asc",1,1000,{"pro":1800},{},{},使血量最少的友军回复180%攻击生命。
31075113,3,buff,2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojidrop"",""round"":3,""pro"":90}}",{},{},降低攻击者9%暴击，持续3回合。
31075313,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""defpro"",""round"":3,""pro"":600}}",{},{},增加自己60%护甲，持续3回合。
31076013,3,hppro,0,1,0,"_hpper,asc",1,1000,{"pro":2500},{},{},使血量最少的友军回复250%攻击生命。
31076113,3,buff,2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojidrop"",""round"":3,""pro"":150}}",{},{},降低攻击者15%暴击，持续3回合。
31076313,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""defpro"",""round"":3,""pro"":1000}}",{},{},增加自己100%护甲，持续3回合。
31085013,3,buff,-1,1,,,,240,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},24%几率使攻击目标眩晕，持续2回合。
31086013,3,buff,-1,1,,,,280,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},28%几率使攻击目标眩晕，持续2回合。
31086313,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""undpspro"",""round"":3,""pro"":350}}",{},{},增加自己35%减伤，持续3回合。
32011013,3,dpspro,-1,1,,,,1000,{},{"job":[5]},{"pro":500},如果攻击目标是游侠，则伤害增加50%。
32034113,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":15,""pro"":100}}",{},{},增加自己10%攻击，持续15回合。
32035113,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":15,""pro"":100}}",{},{},增加自己10%攻击，持续15回合。
32035213,3,dpspro,-1,1,,,,1000,{},{"hasbufftype":["zhuoshao"]},{"pro":250},如果攻击目标处于燃烧状态，则伤害增加25%。
32036213,3,dpspro,-1,1,,,,1000,{},{"hasbufftype":["zhuoshao"]},{"pro":350},如果攻击目标处于燃烧状态，则伤害增加35%。
32036313,3,buff,1,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhuoshao"",""round"":3,""pro"":680}}",{},{},被动效果：英雄死亡释放逐日之力，使得全体地方每回合受到68%伤害，持续3回合
32044013,3,dpspro,-1,1,,,,1000,{},{"job":[4]},{"pro":600},如果攻击目标是刺客，则伤害增加60%。
32044113,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkdrop"",""round"":15,""pro"":140}}",{},{},使攻击目标降低14%攻击，持续15回合。
32044123,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":15,""pro"":140}}",{},{},使自己增加14%攻击，持续15回合。
32045013,3,dpspro,-1,1,,,,1000,{},{"job":[4]},{"pro":600},如果攻击目标是刺客，则伤害增加60%。
32045113,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkdrop"",""round"":15,""pro"":180}}",{},{},使攻击目标降低18%攻击，持续15回合。
32045123,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":15,""pro"":180}}",{},{},使自己增加18%攻击，持续15回合。
32045213,3,dpspro,-1,1,,,,1000,{},{"job":[4]},{"pro":200},如果攻击目标是刺客，则伤害增加20%。
32046013,3,dpspro,-1,1,,,,1000,{},{"job":[4]},{"pro":600},如果攻击目标是刺客，则伤害增加60%。
32046113,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkdrop"",""round"":15,""pro"":180}}",{},{},使攻击目标降低18%攻击，持续15回合。
32046123,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":15,""pro"":180}}",{},{},使自己增加18%攻击，持续15回合。
32046213,3,dpspro,-1,1,,,,1000,{},{"job":[4]},{"pro":300},如果攻击目标是刺客，则伤害增加30%。
32046313,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojipro"",""round"":3,""pro"":100}}",{},{},增加自己10%暴击，持续3回合。
32055013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""diaoxue"",""round"":2,""pro"":550}}",{},{},每回合对攻击目标造成55%攻击伤害，持续3回合。
32055113,3,buff,-1,1,,,,700,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":2,""pro"":650}}",{},{},70%几率使攻击目标中毒，每回合对目标造成65%攻击伤害，持续2回合。
32055213,3,buff,1,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":550}}",{},{},使敌方全体中毒，每回合对攻击目标造成55%攻击伤害，持续3回合。
32056013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""diaoxue"",""round"":3,""pro"":600}}",{},{},每回合对攻击目标造成60%攻击伤害，持续3回合。
32056113,3,buff,-1,1,,,,800,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":2,""pro"":700}}",{},{},80%几率使攻击目标中毒，每回合对攻击目标造成70%攻击伤害，持续2回合。
32056213,3,buff,1,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":630}}",{},{},使敌方全体中毒，每回合对攻击目标造成63%攻击伤害，持续3回合。
32056313,3,buff,2,1,,,,600,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":540}}",{},{},60%几率使攻击目标中毒，每回合对攻击目标造成54%攻击伤害，持续3回合。
33024013,3,hppro,0,1,0,"_hpper,asc",1,1000,{"pro":1800},{},{},回复血量最少的友军攻击180%生命。
33024113,3,hppro,0,1,0,"_hpper,asc",1,500,{"pro":500},{},{},50%几率使血量最少的友军恢复50%攻击生命。
33024213,3,hppro,-2,1,,,,1000,{"pro":350},{},{},使自己恢复35%攻击生命。
33025013,3,hppro,0,1,0,"_hpper,asc",1,1000,{"pro":2800},{},{},回复血量最少的友军攻击280%生命。
33025113,3,hppro,0,1,0,"_hpper,asc",1,500,{"pro":900},{},{},50%几率使血量最少的友军恢复90%攻击生命。
33025213,3,hppro,-2,1,,,,1000,{"pro":450},{},{},使自己恢复45%攻击生命。
33026013,3,hppro,0,1,0,"_hpper,asc",1,1000,{"pro":4000},{},{},回复血量最少的友军400%攻击生命。
33026113,3,hppro,0,1,0,"_hpper,asc",1,500,{"pro":1100},{},{},50%几率使血量最少的友军恢复110%攻击生命。
33026213,3,hppro,-2,1,,,,1000,{"pro":500},{},{},使自己恢复50%攻击生命。
34025013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkdrop"",""round"":2,""pro"":200}}",{},{},降低攻击目标20%攻击，持续2回合。
34025023,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":2,""pro"":200}}",{},{},增加自身20%攻击，持续2回合。
34025213,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":15,""pro"":150}}",{},{},增加自己15%攻击，持续15回合。
34026013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkdrop"",""round"":2,""pro"":220}}",{},{},降低攻击目标22%攻击，持续2回合。
34026023,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":2,""pro"":220}}",{},{},增加自身22%攻击，持续2回合。
34026213,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":15,""pro"":200}}",{},{},增加自己20%攻击，持续15回合。
35023213,3,buff,2,1,,,,300,"{""act"":""buff"",""v"":{""buffid"":""zhuoshao"",""round"":2,""pro"":200}}",{},{},30%几率使攻击目标燃烧，每回合造成20%攻击伤害，持续2回合。
35035013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojidrop"",""round"":3,""pro"":170}}",{},{},降低攻击目标17%暴击，持续3回合。
35035113,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojipro"",""round"":3,""pro"":100}}",{},{},增加自己10%暴击，持续3回合。
35035123,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojidrop"",""round"":3,""pro"":100}}",{},{},降低攻击目标10%暴击，持续3回合
35035133,3,buff,-2,1,,,,300,"{""act"":""buff"",""v"":{""buffid"":""baoshangpro"",""round"":2,""pro"":150}}",{},{},30%几率增加自己15%暴击伤害，持续2回合
35036013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojidrop"",""round"":3,""pro"":240}}",{},{},降低攻击目标24%暴击，持续3回合。
35036113,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojipro"",""round"":4,""pro"":150}}",{},{},增加自己15%暴击，持续4回合
35036123,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojidrop"",""round"":4,""pro"":150}}",{},{},降低攻击目标15%暴击，持续4回合
35036133,3,buff,-2,1,,,,400,"{""act"":""buff"",""v"":{""buffid"":""baoshangpro"",""round"":2,""pro"":220}}",{},{},40%几率增加自己22%暴击伤害，持续2回合
35045013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""diaoxue"",""round"":2,""pro"":400}}",{},{},每回合对攻击目标造成40%攻击伤害，持续2回合。
35045213,3,buff,-1,1,,,,350,"{""act"":""buff"",""v"":{""buffid"":""zhuoshao"",""round"":2,""pro"":800}}",{},{},35%几率使攻击目标燃烧，每回合造成80%攻击伤害，持续2回合。
35046013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""diaoxue"",""round"":2,""pro"":420}}",{},{},每回合对攻击目标造成42%攻击伤害，持续2回合。
35046213,3,buff,-1,1,,,,550,"{""act"":""buff"",""v"":{""buffid"":""zhuoshao"",""round"":2,""pro"":900}}",{},{},55%几率使攻击目标燃烧，每回合造成90%攻击伤害，持续2回合。
35046313,3,buff,2,1,,,,800,"{""act"":""buff"",""v"":{""buffid"":""zhuoshao"",""round"":1,""pro"":800}}",{},{},80%几率使攻击目标燃烧，每回合造成80%攻击伤害，持续1回合。
41023113,3,buff,-1,1,,,,500,"{""act"":""buff"",""v"":{""buffid"":""liuxue"",""round"":2,""pro"":240}}",{},{},50%几率使攻击目标流血，每回合造成24%攻击伤害，持续2回合。
41034113,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojipro"",""round"":15,""pro"":100}}",{},{},增加自己10%暴击，持续15回合。
41035113,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojipro"",""round"":15,""pro"":100}}",{},{},增加自己10%暴击，持续15回合。
41055013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""diaoxue"",""round"":3,""pro"":250}}",{},{},每回合对攻击目标造成25%攻击伤害，持续3回合。
41055213,3,hppro,-2,1,,,,1000,{"pro":350},{},{},使自己恢复35%攻击生命。
41055313,3,buff,2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""pojiadrop"",""round"":6,""pro"":100}}",{},{},降低攻击者10%破甲，持续6回合
41055323,3,buff,2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhuoshao"",""round"":6,""pro"":240}}",{},{},使攻击者燃烧，每回合造成24%攻击伤害，持续6回合
41056013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""diaoxue"",""round"":3,""pro"":400}}",{},{},每回合对攻击目标造成40%攻击伤害，持续3回合。
41056213,3,hppro,-2,1,,,,1000,{"pro":450},{},{},使自己恢复45%攻击生命。
41056313,3,buff,2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""pojiadrop"",""round"":6,""pro"":130}}",{},{},降低攻击者13%破甲，持续6回合
41056323,3,buff,2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhuoshao"",""round"":6,""pro"":360}}",{},{},使攻击者燃烧，每回合造成36%攻击伤害，持续6回合
41065013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""defdrop"",""round"":2,""pro"":210}}",{},{},降低攻击目标21%护甲，持续2回合。
41065023,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""defpro"",""round"":2,""pro"":210}}",{},{},增加自己21%护甲，持续2回合。
41065113,3,buff,2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkdrop"",""round"":2,""pro"":80}}",{},{},降低攻击者8%攻击，持续2回合
41065123,3,buff,2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojidrop"",""round"":2,""pro"":100}}",{},{},降低攻击者10%暴击，持续2回合
41066013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""defdrop"",""round"":2,""pro"":280}}",{},{},降低攻击目标28%护甲，持续2回合。
41066023,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""defpro"",""round"":2,""pro"":280}}",{},{},增加自己28%护甲，持续2回合。
41066113,3,buff,2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkdrop"",""round"":2,""pro"":110}}",{},{},降低攻击者11%攻击，持续2回合
41066123,3,buff,2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojidrop"",""round"":2,""pro"":150}}",{},{},降低攻击者15%暴击，持续2回合
42015013,3,buff,-1,1,,,,400,{},{"job":[1]},"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",如果攻击目标是战士，40%几率使目标眩晕，持续2回合。
42015115,3,buff,-1,1,,,,100,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},10%概率使攻击目标眩晕，持续2回合。
42016013,3,buff,-1,1,,,,600,{},{"job":[1]},"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",如果攻击目标是战士，60%几率使目标眩晕，持续2回合。
42016115,3,buff,-1,1,,,,120,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},12%概率使攻击目标眩晕，持续2回合。
42016313,3,addhp,0,1,0,"_hpper,asc",1,1000,{"pro":200},{},{},恢复己方血量最低的单位20%生命上限的血量。
43044013,3,buff,0,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""hpback"",""round"":3,""pro"":420}}",{},{},使我方英雄恢复42%攻击生命，持续3回合。
43045013,3,buff,0,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""hpback"",""round"":3,""pro"":550}}",{},{},使我方英雄恢复55%攻击生命，持续3回合。
43045213,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""skilldpspro"",""round"":15,""pro"":220}}",{},{},增加自己22%技能伤害率，持续15回合。
43046013,3,buff,0,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""hpback"",""round"":3,""pro"":620}}",{},{},使我方英雄恢复62%攻击生命，持续3回合。
43046213,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""skilldpspro"",""round"":15,""pro"":240}}",{},{},增加自己24%技能伤害率，持续15回合。
43046313,3,buff,1,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojisign"",""round"":15,""pro"":560}}",{},{},给敌方全体附加暴击印记，印记暴击后触发对攻击目标造成56%攻击伤害。
43054013,3,hppro,0,1,2,rand,2,1000,{"pro":1600},{},{},回复随机2名后排友军攻击160%生命。
43054113,3,hppro,0,1,1,rand,1,1000,{"pro":350},{},{},使随机1名前排友军恢复35%攻击生命。
43054213,3,hppro,0,1,0,,,1000,{"pro":700},{},{},使己方全体恢复70%攻击生命
43054223,3,buff,0,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojipro"",""round"":3,""pro"":50}}",{},{},使己方全体增加5%暴击，持续3回合
43055013,3,hppro,0,1,2,,,1000,{"pro":1700},{},{},回复后排友军攻击170%生命。
43055113,3,hppro,0,1,1,,,1000,{"pro":550},{},{},使前排友军恢复55%攻击生命。
43055213,3,hppro,0,1,0,,,1000,{"pro":950},{},{},使己方全体恢复95%攻击生命
43055223,3,buff,0,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojipro"",""round"":3,""pro"":80}}",{},{},使己方全体增加8%暴击，持续3回合
43056013,3,hppro,0,1,0,,,1000,{"pro":1850},{},{},使我方英雄恢复185%攻击生命。
43056113,3,hppro,0,1,1,,,1000,{"pro":750},{},{},使前排友军恢复75%攻击生命。
43056213,3,hppro,0,1,0,,,1000,{"pro":1200},{},{},使己方全体恢复120%攻击生命
43056223,3,buff,0,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojipro"",""round"":3,""pro"":110}}",{},{},使己方全体增加11%暴击，持续3回合
44024113,3,buff,-1,1,,,,500,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":2,""pro"":240}}",{},{},50%几率使攻击目标中毒，每回合造成24%攻击伤害，持续2回合。
44025113,3,buff,-1,1,,,,500,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":2,""pro"":540}}",{},{},50%几率使攻击目标中毒，每回合造成54%攻击伤害，持续2回合。
44034013,3,buff,-1,1,,,,1000,{},{"job":[2]},"{""act"":""buff"",""v"":{""buffid"":""diaoxue"",""round"":2,""pro"":460}}",如果攻击目标是法师，每回合额外造成46%攻击伤害，持续2回合。
44034113,3,delnuqi,-1,1,,,,1000,{"value":20},{},{},减少攻击目标20点怒气。
44034123,3,addnuqi,-2,1,,,,1000,{"value":20},{},{},增加自己20点怒气
44034133,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""skilldpspro"",""round"":15,""pro"":200}}",{},{},增加自己20%技能伤害率，持续15回合。
44035013,3,buff,-1,1,,,,1000,{},{"job":[2]},"{""act"":""buff"",""v"":{""buffid"":""diaoxue"",""round"":2,""pro"":620}}",如果攻击目标是法师，每回合额外造成62%攻击伤害，持续2回合。
44035113,3,delnuqi,-1,1,,,,1000,{"value":30},{},{},减少攻击目标30点怒气
44035123,3,addnuqi,-2,1,,,,1000,{"value":30},{},{},增加自己30点怒气
44035133,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""skilldpspro"",""round"":15,""pro"":250}}",{},{},增加自己25%技能伤害率，持续15回合。
44036013,3,buff,-1,1,,,,1000,{},{"job":[2]},"{""act"":""buff"",""v"":{""buffid"":""diaoxue"",""round"":2,""pro"":830}}",如果攻击目标是法师，则每回合造成83%攻击伤害，持续2回合。
44036113,3,delnuqi,-1,1,,,,1000,{"value":40},{},{},减少攻击目标40点怒气
44036123,3,addnuqi,-2,1,,,,1000,{"value":40},{},{},增加自己40点怒气
44036133,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""skilldpspro"",""round"":15,""pro"":300}}",{},{},增加自己30%技能伤害率，持续15回合。
44045013,3,buff,-1,1,,,,1000,{},{"job":[2]},"{""act"":""buff"",""v"":{""buffid"":""diaoxue"",""round"":2,""pro"":300}}",如果攻击目标是法师，每回合额外造成30%攻击伤害，持续2回合。
44045215,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkdrop"",""round"":3,""pro"":100}}",{},{},降低攻击目标10%攻击，持续3回合
44046013,3,buff,-1,1,,,,1000,{},{"job":[2]},"{""act"":""buff"",""v"":{""buffid"":""diaoxue"",""round"":2,""pro"":400}}",如果攻击目标是法师，每回合额外造成40%攻击伤害，持续2回合。
44046215,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkdrop"",""round"":3,""pro"":150}}",{},{},降低攻击目标15%攻击，持续3回合
44046313,3,buff,-1,1,,,,500,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":2,""pro"":800}}",{},{},50%几率使攻击目标中毒，每回合造成80%攻击伤害，持续2回合。
45013213,3,buff,3,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":2,""pro"":180}}",{},{},使攻击目标中毒，每回合造成18%攻击伤害，持续2回合。
45045013,3,buff,-1,1,,,,150,"{""act"":""buff"",""v"":{""buffid"":""jinmo"",""round"":2}}",{},{},15%几率使攻击目标禁魔，持续2回合。
45045213,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baoshangpro"",""round"":15,""pro"":100}}",{},{},增加自己10%暴击伤害，持续15回合。
45045223,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":15,""pro"":100}}",{},{},增加自己10%攻击，持续15回合。
45045313,3,buff,-1,1,,,,450,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":2,""pro"":800}}",{},{},45%几率对攻击目标造成80%伤害
45045323,3,buff,-1,1,,,,100,"{""act"":""buff"",""v"":{""buffid"":""chenmo"",""round"":2}}",{},{},10%几率使攻击目标沉默，持续2回合
45046013,3,buff,-1,1,,,,500,"{""act"":""buff"",""v"":{""buffid"":""jinmo"",""round"":2}}",{},{},50%几率使攻击目标禁魔，持续2回合。
45046213,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baoshangpro"",""round"":15,""pro"":150}}",{},{},增加自己15%暴击伤害，持续15回合。
45046223,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":15,""pro"":120}}",{},{},增加自己12%攻击，持续15回合。
45046313,3,buff,-1,1,,,,600,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":2,""pro"":1400}}",{},{},60%几率对攻击目标造成140%攻击伤害
45046323,3,buff,-1,1,,,,150,"{""act"":""buff"",""v"":{""buffid"":""chenmo"",""round"":2}}",{},{},15%几率使攻击目标沉默，持续2回合
45055013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""diaoxue"",""round"":2,""pro"":200}}",{},{},每回合对攻击目标造成20%攻击伤害，持续2回合。
45055213,3,buff,3,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":2,""pro"":480}}",{},{},使攻击目标中毒，每回合造成48%攻击伤害，持续2回合。
45055313,3,dpspro,-1,1,,,,1000,{},{"hasbufftype":["zhongdu"]},{"pro":350},如果目标处于中毒状态，则伤害增加35%
45056013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""diaoxue"",""round"":2,""pro"":300}}",{},{},每回合对攻击目标造成30%攻击伤害，持续2回合。
45056213,3,buff,3,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":2,""pro"":660}}",{},{},使攻击目标中毒，每回造成66%攻击伤害，持续2回合。
45056313,3,dpspro,-1,1,,,,1000,{},{"hasbufftype":["zhongdu"]},{"pro":500},如果目标处于中毒状态，则伤害增加50%
51015013,3,buff,-1,1,,,,400,"{""act"":""buff"",""v"":{""buffid"":""roundsign"",""round"":2,""isend"":1,""pro"":1200}}",{},{},给攻击目标附加回合印记，回合印记1回合后触发造成180%的攻击伤害。
51015023,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""undpspro"",""round"":3,""pro"":100}}",{},{},增加自身5%免伤率，持续3回合。
51015113,3,buff,-1,1,,,,400,"{""act"":""buff"",""v"":{""buffid"":""roundsign"",""round"":2,""isend"":1,""pro"":650}}",{},{},给攻击目标附加回合印记，回合印记1回合后触发造成95%攻击伤害。
51015123,3,buff,-1,1,,,,200,"{""act"":""buff"",""v"":{""buffid"":""shihua"",""round"":1}}",{},{},20%几率使攻击目标石化，持续1回合。
51015213,3,buff,2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""roundsign"",""round"":2,""isend"":1,""pro"":600}}",{},{},给攻击者附加回合印记，回合印记1回合后触发造成80%攻击伤害
51015223,3,addhp,-2,1,,,,300,{"pro":50},{},{},30%几率恢复自身5%的血量
51016013,3,buff,-1,1,,,,600,"{""act"":""buff"",""v"":{""buffid"":""roundsign"",""round"":2,""isend"":1,""pro"":1600}}",{},{},给攻击目标附加回合印记，回合印记1回合后触发造成250%的攻击伤害
51016023,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""undpspro"",""round"":3,""pro"":175}}",{},{},增加自身10%免伤率，持续3回合
51016113,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""roundsign"",""round"":2,""isend"":1,""pro"":800}}",{},{},给攻击目标附加回合印记，回合印记1回合后触发造成120%攻击伤害。
51016123,3,buff,-1,1,,,,300,"{""act"":""buff"",""v"":{""buffid"":""shihua"",""round"":1}}",{},{},30%几率使攻击目标石化，持续1回合。
51016213,3,buff,2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""roundsign"",""round"":2,""isend"":1,""pro"":800}}",{},{},给攻击者附加回合印记，回合印记1回合后触发造成150%攻击伤害
51016223,3,addhp,-2,1,,,,300,{"pro":70},{},{},30%几率恢复自身7%的血量
52013223,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""defpro"",""round"":3,""pro"":200}}",{},{},提升自己20%护甲，持续3回合。
52024023,3,dpspro,-1,1,,,,1000,{},{"job":[1]},{"pro":500},如果攻击目标是战士，则对目标伤害增加50%。
52025023,3,dpspro,-1,1,,,,1000,{},{"job":[1]},{"pro":500},如果攻击目标是战士，则对目标伤害增加50%。
52045013,3,buff,-1,1,,,,200,"{""act"":""buff"",""v"":{""buffid"":""shihua"",""round"":2}}",{},{},20%几率使攻击目标石化，持续2回合。
52045113,3,buff,-1,1,,,,350,"{""act"":""buff"",""v"":{""buffid"":""shihua"",""round"":1}}",{},{},35%几率使攻击目标石化，持续1回合。
52045313,3,buff,-2,1,,,,500,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":2,""pro"":300}}",{},{},50%几率提升自身30%攻击力，持续2回合
52045323,3,delnuqi,2,1,,,,250,{"value":15},{},{},25%几率降低攻击者15点怒气
52046013,3,buff,-1,1,,,,200,"{""act"":""buff"",""v"":{""buffid"":""shihua"",""round"":2}}",{},{},20%几率使攻击目标石化，持续2回合。
