NPC编号,NPC头像,位置,NPC等级,英雄ID,阶位,属性,放大系数
10124,41055,2,117,43044,4,"""atk"":1.307,""hp"":1.614",1
10124,41055,3,117,43044,4,"""atk"":1.307,""hp"":1.614",1
10124,41055,4,117,45045,4,"""atk"":1.307,""hp"":1.614",1
10124,41055,5,117,45045,4,"""atk"":1.307,""hp"":1.614",1
10124,41055,6,117,45045,4,"""atk"":1.307,""hp"":1.614",1
10125,31075,1,118,31075,4,"""atk"":1.309,""hp"":1.619",1
10125,31075,2,118,34015,4,"""atk"":1.309,""hp"":1.619",1
10125,31075,3,118,34015,4,"""atk"":1.309,""hp"":1.619",1
10125,31075,4,118,32055,4,"""atk"":1.309,""hp"":1.619",1
10125,31075,5,118,32055,4,"""atk"":1.309,""hp"":1.619",1
10125,31075,6,118,32055,4,"""atk"":1.309,""hp"":1.619",1
10126,21045,1,118,21045,4,"""atk"":1.312,""hp"":1.624",1
10126,21045,2,118,25065,4,"""atk"":1.312,""hp"":1.624",1
10126,21045,3,118,25065,4,"""atk"":1.312,""hp"":1.624",1
10126,21045,4,118,25044,4,"""atk"":1.312,""hp"":1.624",1
10126,21045,5,118,25044,4,"""atk"":1.312,""hp"":1.624",1
10126,21045,6,118,25044,4,"""atk"":1.312,""hp"":1.624",1
10127,35045,1,119,35045,4,"""atk"":1.314,""hp"":1.629",1
10127,35045,2,119,52024,4,"""atk"":1.314,""hp"":1.629",1
10127,35045,3,119,25065,4,"""atk"":1.314,""hp"":1.629",1
10127,35045,4,119,45045,4,"""atk"":1.314,""hp"":1.629",1
10127,35045,5,119,13034,4,"""atk"":1.314,""hp"":1.629",1
10127,35045,6,119,63014,4,"""atk"":1.314,""hp"":1.629",1
10128,63025,1,119,63025,4,"""atk"":1.317,""hp"":1.634",1
10128,63025,2,119,31044,4,"""atk"":1.317,""hp"":1.634",1
10128,63025,3,119,15014,4,"""atk"":1.317,""hp"":1.634",1
10128,63025,4,119,52034,4,"""atk"":1.317,""hp"":1.634",1
10128,63025,5,119,24035,4,"""atk"":1.317,""hp"":1.634",1
10128,63025,6,119,45045,4,"""atk"":1.317,""hp"":1.634",1
10129,41065,1,120,41065,4,"""atk"":1.319,""hp"":1.639",1
10129,41065,2,120,41065,4,"""atk"":1.319,""hp"":1.639",1
10129,41065,3,120,43035,4,"""atk"":1.319,""hp"":1.639",1
10129,41065,4,120,43035,4,"""atk"":1.319,""hp"":1.639",1
10129,41065,5,120,43035,4,"""atk"":1.319,""hp"":1.639",1
10129,41065,6,120,43035,4,"""atk"":1.319,""hp"":1.639",1
10130,11075,1,120,11075,4,"""atk"":1.322,""hp"":1.644",1
10130,11075,2,120,15015,4,"""atk"":1.322,""hp"":1.644",1
10130,11075,3,120,15015,4,"""atk"":1.322,""hp"":1.644",1
10130,11075,4,120,15015,4,"""atk"":1.322,""hp"":1.644",1
10130,11075,5,120,14035,4,"""atk"":1.322,""hp"":1.644",1
10130,11075,6,120,14035,4,"""atk"":1.322,""hp"":1.644",1
10131,21045,1,121,21045,4,"""atk"":1.324,""hp"":1.649",1
10131,21045,2,121,21045,4,"""atk"":1.324,""hp"":1.649",1
10131,21045,3,121,24024,4,"""atk"":1.324,""hp"":1.649",1
10131,21045,4,121,24024,4,"""atk"":1.324,""hp"":1.649",1
10131,21045,5,121,25065,4,"""atk"":1.324,""hp"":1.649",1
10131,21045,6,121,25065,4,"""atk"":1.324,""hp"":1.649",1
10132,41065,1,121,41065,4,"""atk"":1.327,""hp"":1.654",1
10132,41065,2,121,15015,4,"""atk"":1.327,""hp"":1.654",1
10132,41065,3,121,52024,4,"""atk"":1.327,""hp"":1.654",1
10132,41065,4,121,63025,4,"""atk"":1.327,""hp"":1.654",1
10132,41065,5,121,32055,4,"""atk"":1.327,""hp"":1.654",1
10132,41065,6,121,15035,4,"""atk"":1.327,""hp"":1.654",1
10133,41035,1,122,41035,4,"""atk"":1.329,""hp"":1.659",1
10133,41035,2,122,22045,4,"""atk"":1.329,""hp"":1.659",1
10133,41035,3,122,52025,4,"""atk"":1.329,""hp"":1.659",1
10133,41035,4,122,63025,4,"""atk"":1.329,""hp"":1.659",1
10133,41035,5,122,32055,4,"""atk"":1.329,""hp"":1.659",1
10133,41035,6,122,15035,4,"""atk"":1.329,""hp"":1.659",1
10134,31085,1,122,31085,4,"""atk"":1.332,""hp"":1.664",1
10134,31085,2,122,31085,4,"""atk"":1.332,""hp"":1.664",1
10134,31085,3,122,32044,4,"""atk"":1.332,""hp"":1.664",1
10134,31085,4,122,32044,4,"""atk"":1.332,""hp"":1.664",1
10134,31085,5,122,35035,4,"""atk"":1.332,""hp"":1.664",1
10134,31085,6,122,35035,4,"""atk"":1.332,""hp"":1.664",1
10135,41055,1,123,41055,4,"""atk"":1.334,""hp"":1.669",1
10135,41055,2,123,41055,4,"""atk"":1.334,""hp"":1.669",1
10135,41055,3,123,45034,4,"""atk"":1.334,""hp"":1.669",1
10135,41055,4,123,45034,4,"""atk"":1.334,""hp"":1.669",1
10135,41055,5,123,45055,4,"""atk"":1.334,""hp"":1.669",1
10135,41055,6,123,45055,4,"""atk"":1.334,""hp"":1.669",1
10136,11054,1,123,11054,4,"""atk"":1.337,""hp"":1.674",1
10136,11054,2,123,11054,4,"""atk"":1.337,""hp"":1.674",1
10136,11054,3,123,11085,4,"""atk"":1.337,""hp"":1.674",1
10136,11054,4,123,11085,4,"""atk"":1.337,""hp"":1.674",1
10136,11054,5,123,11085,4,"""atk"":1.337,""hp"":1.674",1
10136,11054,6,123,11085,4,"""atk"":1.337,""hp"":1.674",1
10137,11075,1,124,11075,4,"""atk"":1.339,""hp"":1.679",1
10137,11075,2,124,21045,4,"""atk"":1.339,""hp"":1.679",1
10137,11075,3,124,32055,4,"""atk"":1.339,""hp"":1.679",1
10137,11075,4,124,52035,4,"""atk"":1.339,""hp"":1.679",1
10137,11075,5,124,42015,4,"""atk"":1.339,""hp"":1.679",1
10137,11075,6,124,63014,4,"""atk"":1.339,""hp"":1.679",1
10138,61014,1,124,61014,4,"""atk"":1.342,""hp"":1.684",1
10138,61014,2,124,31085,4,"""atk"":1.342,""hp"":1.684",1
10138,61014,3,124,45045,4,"""atk"":1.342,""hp"":1.684",1
10138,61014,4,124,12035,4,"""atk"":1.342,""hp"":1.684",1
10138,61014,5,124,52045,4,"""atk"":1.342,""hp"":1.684",1
10138,61014,6,124,22034,4,"""atk"":1.342,""hp"":1.684",1
10139,41035,1,125,41035,4,"""atk"":1.344,""hp"":1.689",1
10139,41035,2,125,41035,4,"""atk"":1.344,""hp"":1.689",1
10139,41035,3,125,41055,4,"""atk"":1.344,""hp"":1.689",1
10139,41035,4,125,41055,4,"""atk"":1.344,""hp"":1.689",1
10139,41035,5,125,41055,4,"""atk"":1.344,""hp"":1.689",1
10139,41035,6,125,41055,4,"""atk"":1.344,""hp"":1.689",1
10140,21045,1,125,21045,4,"""atk"":1.347,""hp"":1.694",1
10140,21045,2,125,21045,4,"""atk"":1.347,""hp"":1.694",1
10140,21045,3,125,22045,4,"""atk"":1.347,""hp"":1.694",1
10140,21045,4,125,22045,4,"""atk"":1.347,""hp"":1.694",1
10140,21045,5,125,22055,4,"""atk"":1.347,""hp"":1.694",1
10140,21045,6,125,22055,4,"""atk"":1.347,""hp"":1.694",1
10141,35045,1,126,35045,4,"""atk"":1.349,""hp"":1.699",1
10141,35045,2,126,35045,4,"""atk"":1.349,""hp"":1.699",1
10141,35045,3,126,32055,4,"""atk"":1.349,""hp"":1.699",1
10141,35045,4,126,32055,4,"""atk"":1.349,""hp"":1.699",1
10141,35045,5,126,32055,4,"""atk"":1.349,""hp"":1.699",1
10141,35045,6,126,32055,4,"""atk"":1.349,""hp"":1.699",1
10142,11075,1,126,11075,4,"""atk"":1.352,""hp"":1.704",1
10142,11075,2,126,41055,4,"""atk"":1.352,""hp"":1.704",1
10142,11075,3,126,63025,4,"""atk"":1.352,""hp"":1.704",1
10142,11075,4,126,25065,4,"""atk"":1.352,""hp"":1.704",1
10142,11075,5,126,34025,4,"""atk"":1.352,""hp"":1.704",1
10142,11075,6,126,52045,4,"""atk"":1.352,""hp"":1.704",1
10143,31075,1,127,31075,4,"""atk"":1.354,""hp"":1.709",1
10143,31075,2,127,21045,4,"""atk"":1.354,""hp"":1.709",1
10143,31075,3,127,63025,4,"""atk"":1.354,""hp"":1.709",1
10143,31075,4,127,12035,4,"""atk"":1.354,""hp"":1.709",1
10143,31075,5,127,52045,4,"""atk"":1.354,""hp"":1.709",1
10143,31075,6,127,45045,4,"""atk"":1.354,""hp"":1.709",1
10144,52024,1,127,52024,4,"""atk"":1.357,""hp"":1.714",1
10144,52024,2,127,52024,4,"""atk"":1.357,""hp"":1.714",1
10144,52024,3,127,52045,4,"""atk"":1.357,""hp"":1.714",1
10144,52024,4,127,52045,4,"""atk"":1.357,""hp"":1.714",1
10144,52024,5,127,52045,4,"""atk"":1.357,""hp"":1.714",1
10144,52024,6,127,52045,4,"""atk"":1.357,""hp"":1.714",1
10145,63025,1,128,63025,4,"""atk"":1.359,""hp"":1.719",1
10145,63025,2,128,63025,4,"""atk"":1.359,""hp"":1.719",1
10145,63025,3,128,63025,4,"""atk"":1.359,""hp"":1.719",1
10145,63025,4,128,63025,4,"""atk"":1.359,""hp"":1.719",1
10145,63025,5,128,63014,4,"""atk"":1.359,""hp"":1.719",1
10145,63025,6,128,63014,4,"""atk"":1.359,""hp"":1.719",1
10146,11085,1,128,11085,4,"""atk"":1.362,""hp"":1.724",1
10146,11085,2,128,11085,4,"""atk"":1.362,""hp"":1.724",1
10146,11085,3,128,13045,4,"""atk"":1.362,""hp"":1.724",1
10146,11085,4,128,13045,4,"""atk"":1.362,""hp"":1.724",1
10146,11085,5,128,12035,4,"""atk"":1.362,""hp"":1.724",1
10146,11085,6,128,12035,4,"""atk"":1.362,""hp"":1.724",1
10147,41065,1,129,41065,4,"""atk"":1.364,""hp"":1.729",1
10147,41065,2,129,11075,4,"""atk"":1.364,""hp"":1.729",1
10147,41065,3,129,22055,4,"""atk"":1.364,""hp"":1.729",1
10147,41065,4,129,31085,4,"""atk"":1.364,""hp"":1.729",1
10147,41065,5,129,63025,4,"""atk"":1.364,""hp"":1.729",1
10147,41065,6,129,52045,4,"""atk"":1.364,""hp"":1.729",1
10148,31075,1,129,31075,4,"""atk"":1.367,""hp"":1.734",1
10148,31075,2,129,31075,4,"""atk"":1.367,""hp"":1.734",1
10148,31075,3,129,35035,4,"""atk"":1.367,""hp"":1.734",1
10148,31075,4,129,35035,4,"""atk"":1.367,""hp"":1.734",1
10148,31075,5,129,35035,4,"""atk"":1.367,""hp"":1.734",1
10148,31075,6,129,35035,4,"""atk"":1.367,""hp"":1.734",1
10149,21045,1,130,21045,4,"""atk"":1.369,""hp"":1.739",1
10149,21045,2,130,21045,4,"""atk"":1.369,""hp"":1.739",1
10149,21045,3,130,25075,4,"""atk"":1.369,""hp"":1.739",1
10149,21045,4,130,25075,4,"""atk"":1.369,""hp"":1.739",1
10149,21045,5,130,25075,4,"""atk"":1.369,""hp"":1.739",1
10149,21045,6,130,25075,4,"""atk"":1.369,""hp"":1.739",1
10150,41055,1,130,41055,4,"""atk"":1.372,""hp"":1.744",1
10150,41055,2,130,41055,4,"""atk"":1.372,""hp"":1.744",1
10150,41055,3,130,45045,4,"""atk"":1.372,""hp"":1.744",1
10150,41055,4,130,45045,4,"""atk"":1.372,""hp"":1.744",1
10150,41055,5,130,45045,4,"""atk"":1.372,""hp"":1.744",1
10150,41055,6,130,45045,4,"""atk"":1.372,""hp"":1.744",1
10151,21015,1,131,21015,5,"""atk"":1.374,""hp"":1.749",1
10151,21015,2,131,21015,4,"""atk"":1.374,""hp"":1.749",1
10151,21015,3,131,24025,4,"""atk"":1.374,""hp"":1.749",1
10151,21015,4,131,24025,4,"""atk"":1.374,""hp"":1.749",1
10151,21015,5,131,25076,4,"""atk"":1.374,""hp"":1.749",1
10151,21015,6,131,25076,4,"""atk"":1.374,""hp"":1.749",1
10152,25055,1,131,25055,5,"""atk"":1.377,""hp"":1.754",1
10152,25055,2,131,25055,5,"""atk"":1.377,""hp"":1.754",1
10152,25055,3,131,22035,4,"""atk"":1.377,""hp"":1.754",1
10152,25055,4,131,22035,4,"""atk"":1.377,""hp"":1.754",1
10152,25055,5,131,22056,4,"""atk"":1.377,""hp"":1.754",1
10152,25055,6,131,22056,4,"""atk"":1.377,""hp"":1.754",1
10153,31086,1,132,31086,5,"""atk"":1.379,""hp"":1.759",1
10153,31086,2,132,31086,5,"""atk"":1.379,""hp"":1.759",1
10153,31086,3,132,35046,5,"""atk"":1.379,""hp"":1.759",1
10153,31086,4,132,31055,4,"""atk"":1.379,""hp"":1.759",1
10153,31086,5,132,31055,4,"""atk"":1.379,""hp"":1.759",1
10153,31086,6,132,31055,4,"""atk"":1.379,""hp"":1.759",1
10154,31076,1,132,31076,5,"""atk"":1.382,""hp"":1.764",1
10154,31076,2,132,31076,5,"""atk"":1.382,""hp"":1.764",1
10154,31076,3,132,32035,5,"""atk"":1.382,""hp"":1.764",1
10154,31076,4,132,32035,5,"""atk"":1.382,""hp"":1.764",1
10154,31076,5,132,32035,4,"""atk"":1.382,""hp"":1.764",1
10154,31076,6,132,35036,4,"""atk"":1.382,""hp"":1.764",1
10155,52035,1,133,52035,5,"""atk"":1.384,""hp"":1.769",1
10155,52035,2,133,52035,5,"""atk"":1.384,""hp"":1.769",1
10155,52035,3,133,52035,5,"""atk"":1.384,""hp"":1.769",1
10155,52035,4,133,52046,5,"""atk"":1.384,""hp"":1.769",1
10155,52035,5,133,52046,5,"""atk"":1.384,""hp"":1.769",1
10155,52035,6,133,52046,5,"""atk"":1.384,""hp"":1.769",1
10156,11076,1,133,11076,4,"""atk"":1.387,""hp"":1.774",1
10156,11076,2,133,14025,5,"""atk"":1.387,""hp"":1.774",1
10156,11076,3,133,14025,5,"""atk"":1.387,""hp"":1.774",1
10156,11076,4,133,14025,5,"""atk"":1.387,""hp"":1.774",1
10156,11076,5,133,13046,5,"""atk"":1.387,""hp"":1.774",1
10156,11076,6,133,13046,5,"""atk"":1.387,""hp"":1.774",1
10157,11086,1,134,11086,5,"""atk"":1.389,""hp"":1.779",1
10157,11086,2,134,15015,5,"""atk"":1.389,""hp"":1.779",1
10157,11086,3,134,15036,5,"""atk"":1.389,""hp"":1.779",1
10157,11086,4,134,15036,5,"""atk"":1.389,""hp"":1.779",1
10157,11086,5,134,15015,5,"""atk"":1.389,""hp"":1.779",1
10157,11086,6,134,15015,5,"""atk"":1.389,""hp"":1.779",1
10158,41066,1,134,41066,5,"""atk"":1.392,""hp"":1.784",1
10158,41066,2,134,43045,5,"""atk"":1.392,""hp"":1.784",1
10158,41066,3,134,43045,5,"""atk"":1.392,""hp"":1.784",1
10158,41066,4,134,43045,5,"""atk"":1.392,""hp"":1.784",1
10158,41066,5,134,42016,5,"""atk"":1.392,""hp"":1.784",1
10158,41066,6,134,42016,5,"""atk"":1.392,""hp"":1.784",1
10159,41056,1,135,41056,5,"""atk"":1.394,""hp"":1.789",1
10159,41056,2,135,41045,5,"""atk"":1.394,""hp"":1.789",1
10159,41056,3,135,41045,5,"""atk"":1.394,""hp"":1.789",1
10159,41056,4,135,41045,5,"""atk"":1.394,""hp"":1.789",1
10159,41056,5,135,45046,5,"""atk"":1.394,""hp"":1.789",1
10159,41056,6,135,45046,5,"""atk"":1.394,""hp"":1.789",1
10160,63026,1,135,63026,5,"""atk"":1.397,""hp"":1.794",1
10160,63026,2,135,63026,5,"""atk"":1.397,""hp"":1.794",1
10160,63026,3,135,63026,5,"""atk"":1.397,""hp"":1.794",1
10160,63026,4,135,61015,5,"""atk"":1.397,""hp"":1.794",1
10160,63026,5,135,63015,5,"""atk"":1.397,""hp"":1.794",1
10160,63026,6,135,63015,5,"""atk"":1.397,""hp"":1.794",1
10161,41066,1,136,41066,5,"""atk"":1.399,""hp"":1.799",1
10161,41066,2,136,15015,5,"""atk"":1.399,""hp"":1.799",1
10161,41066,3,136,32035,5,"""atk"":1.399,""hp"":1.799",1
10161,41066,4,136,22046,5,"""atk"":1.399,""hp"":1.799",1
10161,41066,5,136,52046,5,"""atk"":1.399,""hp"":1.799",1
10161,41066,6,136,63015,5,"""atk"":1.399,""hp"":1.799",1
10162,31086,1,136,31086,5,"""atk"":1.402,""hp"":1.804",1
10162,31086,2,136,61015,5,"""atk"":1.402,""hp"":1.804",1
10162,31086,3,136,22035,5,"""atk"":1.402,""hp"":1.804",1
10162,31086,4,136,52025,5,"""atk"":1.402,""hp"":1.804",1
10162,31086,5,136,15036,5,"""atk"":1.402,""hp"":1.804",1
10162,31086,6,136,45046,5,"""atk"":1.402,""hp"":1.804",1
10163,61015,1,137,61015,5,"""atk"":1.404,""hp"":1.809",1
10163,61015,2,137,11045,5,"""atk"":1.404,""hp"":1.809",1
10163,61015,3,137,52035,5,"""atk"":1.404,""hp"":1.809",1
10163,61015,4,137,32056,5,"""atk"":1.404,""hp"":1.809",1
10163,61015,5,137,24036,5,"""atk"":1.404,""hp"":1.809",1
10163,61015,6,137,42016,5,"""atk"":1.404,""hp"":1.809",1
10164,21046,1,137,21046,5,"""atk"":1.407,""hp"":1.814",1
10164,21046,2,137,31076,5,"""atk"":1.407,""hp"":1.814",1
10164,21046,3,137,52035,5,"""atk"":1.407,""hp"":1.814",1
10164,21046,4,137,13035,5,"""atk"":1.407,""hp"":1.814",1
10164,21046,5,137,63015,5,"""atk"":1.407,""hp"":1.814",1
10164,21046,6,137,42016,5,"""atk"":1.407,""hp"":1.814",1
10165,11045,1,138,11045,5,"""atk"":1.409,""hp"":1.819",1
10165,11045,2,138,41035,5,"""atk"":1.409,""hp"":1.819",1
10165,11045,3,138,63026,5,"""atk"":1.409,""hp"":1.819",1
10165,11045,4,138,52046,5,"""atk"":1.409,""hp"":1.819",1
10165,11045,5,138,35036,5,"""atk"":1.409,""hp"":1.819",1
10165,11045,6,138,22035,5,"""atk"":1.409,""hp"":1.819",1
10166,11076,1,138,11076,5,"""atk"":1.412,""hp"":1.824",1
10166,11076,2,138,11076,5,"""atk"":1.412,""hp"":1.824",1
10166,11076,3,138,11076,5,"""atk"":1.412,""hp"":1.824",1
10166,11076,4,138,11065,5,"""atk"":1.412,""hp"":1.824",1
10166,11076,5,138,11065,5,"""atk"":1.412,""hp"":1.824",1
10166,11076,6,138,11065,5,"""atk"":1.412,""hp"":1.824",1
10167,41066,1,139,41066,5,"""atk"":1.414,""hp"":1.829",1
10167,41066,2,139,41066,5,"""atk"":1.414,""hp"":1.829",1
10167,41066,3,139,41045,5,"""atk"":1.414,""hp"":1.829",1
10167,41066,4,139,41045,5,"""atk"":1.414,""hp"":1.829",1
10167,41066,5,139,41045,5,"""atk"":1.414,""hp"":1.829",1
10167,41066,6,139,41045,5,"""atk"":1.414,""hp"":1.829",1
10168,31086,1,139,31086,5,"""atk"":1.417,""hp"":1.834",1
10168,31086,2,139,31086,5,"""atk"":1.417,""hp"":1.834",1
10168,31086,3,139,31055,5,"""atk"":1.417,""hp"":1.834",1
10168,31086,4,139,31055,5,"""atk"":1.417,""hp"":1.834",1
10168,31086,5,139,31055,5,"""atk"":1.417,""hp"":1.834",1
10168,31086,6,139,31055,5,"""atk"":1.417,""hp"":1.834",1
10169,25055,1,140,25055,5,"""atk"":1.419,""hp"":1.839",1
10169,25055,2,140,25055,5,"""atk"":1.419,""hp"":1.839",1
10169,25055,3,140,25055,5,"""atk"":1.419,""hp"":1.839",1
10169,25055,4,140,25055,5,"""atk"":1.419,""hp"":1.839",1
10169,25055,5,140,22056,5,"""atk"":1.419,""hp"":1.839",1
10169,25055,6,140,22056,5,"""atk"":1.419,""hp"":1.839",1
10170,61015,1,140,61015,5,"""atk"":1.422,""hp"":1.844",1
10170,61015,2,140,52035,5,"""atk"":1.422,""hp"":1.844",1
10170,61015,3,140,31076,5,"""atk"":1.422,""hp"":1.844",1
10170,61015,4,140,24036,5,"""atk"":1.422,""hp"":1.844",1
10170,61015,5,140,45046,5,"""atk"":1.422,""hp"":1.844",1
10170,61015,6,140,14036,5,"""atk"":1.422,""hp"":1.844",1
10171,61015,1,141,61015,5,"""atk"":1.424,""hp"":1.849",1
10171,61015,2,141,41066,5,"""atk"":1.424,""hp"":1.849",1
10171,61015,3,141,35045,5,"""atk"":1.424,""hp"":1.849",1
10171,61015,4,141,11065,5,"""atk"":1.424,""hp"":1.849",1
10171,61015,5,141,25076,5,"""atk"":1.424,""hp"":1.849",1
10171,61015,6,141,52025,5,"""atk"":1.424,""hp"":1.849",1
10172,41035,1,141,41035,5,"""atk"":1.427,""hp"":1.854",1
10172,41035,2,141,31086,5,"""atk"":1.427,""hp"":1.854",1
10172,41035,3,141,25066,5,"""atk"":1.427,""hp"":1.854",1
10172,41035,4,141,63015,5,"""atk"":1.427,""hp"":1.854",1
10172,41035,5,141,13046,5,"""atk"":1.427,""hp"":1.854",1
10172,41035,6,141,52046,5,"""atk"":1.427,""hp"":1.854",1
10173,11045,1,142,11045,5,"""atk"":1.429,""hp"":1.859",1
10173,11045,2,142,11045,5,"""atk"":1.429,""hp"":1.859",1
10173,11045,3,142,15036,5,"""atk"":1.429,""hp"":1.859",1
10173,11045,4,142,15036,5,"""atk"":1.429,""hp"":1.859",1
10173,11045,5,142,12036,5,"""atk"":1.429,""hp"":1.859",1
10173,11045,6,142,12036,5,"""atk"":1.429,""hp"":1.859",1
10174,41056,1,142,41056,5,"""atk"":1.432,""hp"":1.864",1
10174,41056,2,142,43045,5,"""atk"":1.432,""hp"":1.864",1
10174,41056,3,142,43045,5,"""atk"":1.432,""hp"":1.864",1
10174,41056,4,142,45046,5,"""atk"":1.432,""hp"":1.864",1
10174,41056,5,142,45046,5,"""atk"":1.432,""hp"":1.864",1
10174,41056,6,142,45046,5,"""atk"":1.432,""hp"":1.864",1
10175,31076,1,143,31076,5,"""atk"":1.434,""hp"":1.869",1
10175,31076,2,143,34015,5,"""atk"":1.434,""hp"":1.869",1
10175,31076,3,143,34015,5,"""atk"":1.434,""hp"":1.869",1
10175,31076,4,143,32056,5,"""atk"":1.434,""hp"":1.869",1
10175,31076,5,143,32056,5,"""atk"":1.434,""hp"":1.869",1
10175,31076,6,143,32056,5,"""atk"":1.434,""hp"":1.869",1
10176,21046,1,143,21046,5,"""atk"":1.437,""hp"":1.874",1
10176,21046,2,143,25066,5,"""atk"":1.437,""hp"":1.874",1
10176,21046,3,143,25066,5,"""atk"":1.437,""hp"":1.874",1
10176,21046,4,143,25045,5,"""atk"":1.437,""hp"":1.874",1
10176,21046,5,143,25045,5,"""atk"":1.437,""hp"":1.874",1
10176,21046,6,143,25045,5,"""atk"":1.437,""hp"":1.874",1
10177,35045,1,144,35045,5,"""atk"":1.439,""hp"":1.879",1
10177,35045,2,144,52025,5,"""atk"":1.439,""hp"":1.879",1
10177,35045,3,144,25066,5,"""atk"":1.439,""hp"":1.879",1
10177,35045,4,144,45046,5,"""atk"":1.439,""hp"":1.879",1
10177,35045,5,144,13035,5,"""atk"":1.439,""hp"":1.879",1
10177,35045,6,144,63015,5,"""atk"":1.439,""hp"":1.879",1
10178,63026,1,144,63026,5,"""atk"":1.442,""hp"":1.884",1
10178,63026,2,144,31045,5,"""atk"":1.442,""hp"":1.884",1
10178,63026,3,144,15015,5,"""atk"":1.442,""hp"":1.884",1
10178,63026,4,144,52035,5,"""atk"":1.442,""hp"":1.884",1
10178,63026,5,144,24035,5,"""atk"":1.442,""hp"":1.884",1
10178,63026,6,144,45045,5,"""atk"":1.442,""hp"":1.884",1
10179,41066,1,145,41066,5,"""atk"":1.444,""hp"":1.889",1
10179,41066,2,145,41066,5,"""atk"":1.444,""hp"":1.889",1
10179,41066,3,145,43035,5,"""atk"":1.444,""hp"":1.889",1
10179,41066,4,145,43035,5,"""atk"":1.444,""hp"":1.889",1
10179,41066,5,145,43035,5,"""atk"":1.444,""hp"":1.889",1
10179,41066,6,145,43035,5,"""atk"":1.444,""hp"":1.889",1
10180,11076,1,145,11076,5,"""atk"":1.447,""hp"":1.894",1
10180,11076,2,145,11086,5,"""atk"":1.447,""hp"":1.894",1
10180,11076,3,145,11086,5,"""atk"":1.447,""hp"":1.894",1
10180,11076,4,145,11086,5,"""atk"":1.447,""hp"":1.894",1
10180,11076,5,145,14036,5,"""atk"":1.447,""hp"":1.894",1
10180,11076,6,145,14036,5,"""atk"":1.447,""hp"":1.894",1
10181,21046,1,146,21046,5,"""atk"":1.449,""hp"":1.899",1
10181,21046,2,146,21046,5,"""atk"":1.449,""hp"":1.899",1
10181,21046,3,146,24025,5,"""atk"":1.449,""hp"":1.899",1
10181,21046,4,146,24025,5,"""atk"":1.449,""hp"":1.899",1
10181,21046,5,146,25066,5,"""atk"":1.449,""hp"":1.899",1
10181,21046,6,146,25066,5,"""atk"":1.449,""hp"":1.899",1
10182,41066,1,146,41066,5,"""atk"":1.452,""hp"":1.904",1
10182,41066,2,146,11086,5,"""atk"":1.452,""hp"":1.904",1
10182,41066,3,146,52025,5,"""atk"":1.452,""hp"":1.904",1
10182,41066,4,146,63015,5,"""atk"":1.452,""hp"":1.904",1
10182,41066,5,146,25076,5,"""atk"":1.452,""hp"":1.904",1
10182,41066,6,146,34026,5,"""atk"":1.452,""hp"":1.904",1
10183,41035,1,147,41035,5,"""atk"":1.454,""hp"":1.909",1
10183,41035,2,147,22046,5,"""atk"":1.454,""hp"":1.909",1
10183,41035,3,147,52025,5,"""atk"":1.454,""hp"":1.909",1
10183,41035,4,147,63026,5,"""atk"":1.454,""hp"":1.909",1
10183,41035,5,147,32056,5,"""atk"":1.454,""hp"":1.909",1
10183,41035,6,147,15036,5,"""atk"":1.454,""hp"":1.909",1
10184,31086,1,147,31086,5,"""atk"":1.457,""hp"":1.914",1
10184,31086,2,147,31086,5,"""atk"":1.457,""hp"":1.914",1
10184,31086,3,147,32045,5,"""atk"":1.457,""hp"":1.914",1
10184,31086,4,147,32045,5,"""atk"":1.457,""hp"":1.914",1
10184,31086,5,147,35036,5,"""atk"":1.457,""hp"":1.914",1
10184,31086,6,147,35036,5,"""atk"":1.457,""hp"":1.914",1
10185,41056,1,148,41056,5,"""atk"":1.459,""hp"":1.919",1
10185,41056,2,148,41056,5,"""atk"":1.459,""hp"":1.919",1
10185,41056,3,148,45035,5,"""atk"":1.459,""hp"":1.919",1
10185,41056,4,148,45035,5,"""atk"":1.459,""hp"":1.919",1
10185,41056,5,148,45056,5,"""atk"":1.459,""hp"":1.919",1
10185,41056,6,148,45056,5,"""atk"":1.459,""hp"":1.919",1
10186,11055,1,148,11055,5,"""atk"":1.462,""hp"":1.924",1
10186,11055,2,148,11055,5,"""atk"":1.462,""hp"":1.924",1
10186,11055,3,148,11086,5,"""atk"":1.462,""hp"":1.924",1
10186,11055,4,148,11086,5,"""atk"":1.462,""hp"":1.924",1
10186,11055,5,148,11086,5,"""atk"":1.462,""hp"":1.924",1
10186,11055,6,148,11086,5,"""atk"":1.462,""hp"":1.924",1
10187,11076,1,149,11076,5,"""atk"":1.464,""hp"":1.929",1
10187,11076,2,149,21046,5,"""atk"":1.464,""hp"":1.929",1
10187,11076,3,149,32056,5,"""atk"":1.464,""hp"":1.929",1
10187,11076,4,149,52035,5,"""atk"":1.464,""hp"":1.929",1
10187,11076,5,149,42016,5,"""atk"":1.464,""hp"":1.929",1
10187,11076,6,149,63015,5,"""atk"":1.464,""hp"":1.929",1
10188,41035,1,149,41035,5,"""atk"":1.467,""hp"":1.934",1
10188,41035,2,149,41035,5,"""atk"":1.467,""hp"":1.934",1
10188,41035,3,149,41056,5,"""atk"":1.467,""hp"":1.934",1
10188,41035,4,149,41056,5,"""atk"":1.467,""hp"":1.934",1
