¹Ø¿¨±àºÅ,ÄÑ¶È,ÇøÓò,½âËøµÈ¼¶,¹Ø¿¨ÀàÐÍ,¹Ø¿¨BOSS,Î»ÖÃ,Ãû³Æ,¹Ò»ú²úÖµ,¹Ò»úµôÂä,Í¨¹Ø½±Àø,,,,,,,
324,5,1,154,1,324,"""x"":421,""y"":251",É­º£É½Âö(324),"""useexp"":167,""jinbi"":75,""exp"":121,""jifen"":1","""201324"",""202201"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":137942},{""a"":""attr"",""t"":""jinbi"",""n"":57450},{""a"":""attr"",""t"":""exp"",""n"":84700}",,,,,,,
325,5,1,154,2,325,"""x"":522,""y"":261",É­º£É½Âö(325),"""useexp"":167,""jinbi"":75,""exp"":121,""jifen"":1","""201325"",""202201"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":138276},{""a"":""attr"",""t"":""jinbi"",""n"":57600},{""a"":""attr"",""t"":""exp"",""n"":85668}",,,,,,,
326,5,1,156,1,326,"""x"":530,""y"":367",É­º£É½Âö(326),"""useexp"":170,""jinbi"":76,""exp"":123,""jifen"":1","""201326"",""202201"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":141100},{""a"":""attr"",""t"":""jinbi"",""n"":58520},{""a"":""attr"",""t"":""exp"",""n"":85668}",,,,,,,
327,5,1,156,1,327,"""x"":665,""y"":391",É­º£É½Âö(327),"""useexp"":170,""jinbi"":76,""exp"":123,""jifen"":1","""201327"",""202201"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":141440},{""a"":""attr"",""t"":""jinbi"",""n"":58672},{""a"":""attr"",""t"":""exp"",""n"":85668}",,,,,,,
328,5,1,156,1,328,"""x"":677,""y"":283",É­º£É½Âö(328),"""useexp"":170,""jinbi"":76,""exp"":123,""jifen"":1","""201328"",""202201"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":141780},{""a"":""attr"",""t"":""jinbi"",""n"":58824},{""a"":""attr"",""t"":""exp"",""n"":85668}",,,,,,,
329,5,1,156,1,329,"""x"":740,""y"":215",É­º£É½Âö(329),"""useexp"":170,""jinbi"":76,""exp"":123,""jifen"":1","""201329"",""202201"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":142120},{""a"":""attr"",""t"":""jinbi"",""n"":58976},{""a"":""attr"",""t"":""exp"",""n"":88068}",,,,,,,
330,5,1,158,3,330,"""x"":845,""y"":224",É­º£É½Âö(330),"""useexp"":170,""jinbi"":76,""exp"":123,""jifen"":1","""201330"",""202201"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":142460},{""a"":""attr"",""t"":""jinbi"",""n"":59128},{""a"":""attr"",""t"":""exp"",""n"":88068}",,,,,,,
331,5,2,158,1,331,"""x"":168,""y"":427",ºÚ°µÁúÑ¨(331),"""useexp"":173,""jinbi"":77,""exp"":125,""jifen"":1","""201331"",""202331"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":145320},{""a"":""attr"",""t"":""jinbi"",""n"":60060},{""a"":""attr"",""t"":""exp"",""n"":88068}",,,,,,,
332,5,2,158,1,332,"""x"":259,""y"":347",ºÚ°µÁúÑ¨(332),"""useexp"":173,""jinbi"":77,""exp"":125,""jifen"":1","""201332"",""202331"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":145666},{""a"":""attr"",""t"":""jinbi"",""n"":60214},{""a"":""attr"",""t"":""exp"",""n"":88068}",,,,,,,
333,5,2,158,1,333,"""x"":288,""y"":229",ºÚ°µÁúÑ¨(333),"""useexp"":173,""jinbi"":77,""exp"":125,""jifen"":1","""201333"",""202331"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":146012},{""a"":""attr"",""t"":""jinbi"",""n"":60368},{""a"":""attr"",""t"":""exp"",""n"":90500}",,,,,,,
334,5,2,160,1,334,"""x"":405,""y"":231",ºÚ°µÁúÑ¨(334),"""useexp"":173,""jinbi"":77,""exp"":125,""jifen"":1","""201334"",""202331"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":146358},{""a"":""attr"",""t"":""jinbi"",""n"":60522},{""a"":""attr"",""t"":""exp"",""n"":90500}",,,,,,,
335,5,2,160,2,335,"""x"":429,""y"":334",ºÚ°µÁúÑ¨(335),"""useexp"":173,""jinbi"":77,""exp"":125,""jifen"":1","""201335"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":146704},{""a"":""attr"",""t"":""jinbi"",""n"":60676},{""a"":""attr"",""t"":""exp"",""n"":90500}",,,,,,,
336,5,2,160,1,336,"""x"":523,""y"":439",ºÚ°µÁúÑ¨(336),"""useexp"":175,""jinbi"":78,""exp"":127,""jifen"":1","""201336"",""202331"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":148750},{""a"":""attr"",""t"":""jinbi"",""n"":61620},{""a"":""attr"",""t"":""exp"",""n"":90500}",,,,,,,
337,5,2,160,1,337,"""x"":672,""y"":445",ºÚ°µÁúÑ¨(337),"""useexp"":175,""jinbi"":78,""exp"":127,""jifen"":1","""201337"",""202331"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":149100},{""a"":""attr"",""t"":""jinbi"",""n"":61776},{""a"":""attr"",""t"":""exp"",""n"":92964}",,,,,,,
338,5,2,162,1,338,"""x"":786,""y"":412",ºÚ°µÁúÑ¨(338),"""useexp"":175,""jinbi"":78,""exp"":127,""jifen"":1","""201338"",""202331"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":149450},{""a"":""attr"",""t"":""jinbi"",""n"":61932},{""a"":""attr"",""t"":""exp"",""n"":92964}",,,,,,,
339,5,2,162,1,339,"""x"":756,""y"":342",ºÚ°µÁúÑ¨(339),"""useexp"":175,""jinbi"":78,""exp"":127,""jifen"":1","""201339"",""202331"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":149800},{""a"":""attr"",""t"":""jinbi"",""n"":62088},{""a"":""attr"",""t"":""exp"",""n"":92964}",,,,,,,
340,5,2,162,3,340,"""x"":855,""y"":256",ºÚ°µÁúÑ¨(340),"""useexp"":175,""jinbi"":78,""exp"":127,""jifen"":1","""201340"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":150150},{""a"":""attr"",""t"":""jinbi"",""n"":62244},{""a"":""attr"",""t"":""exp"",""n"":92964}",,,,,,,
341,5,3,162,1,341,"""x"":101,""y"":254",ÊØ»¤Ö®Ëþ(341),"""useexp"":178,""jinbi"":79,""exp"":129,""jifen"":1","""201341"",""202331"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":153080},{""a"":""attr"",""t"":""jinbi"",""n"":63200},{""a"":""attr"",""t"":""exp"",""n"":95460}",,,,,,,
342,5,3,164,1,342,"""x"":150,""y"":329",ÊØ»¤Ö®Ëþ(342),"""useexp"":178,""jinbi"":79,""exp"":129,""jifen"":1","""201342"",""202331"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":153436},{""a"":""attr"",""t"":""jinbi"",""n"":63358},{""a"":""attr"",""t"":""exp"",""n"":95460}",,,,,,,
343,5,3,164,1,343,"""x"":287,""y"":362",ÊØ»¤Ö®Ëþ(343),"""useexp"":178,""jinbi"":79,""exp"":129,""jifen"":1","""201343"",""202331"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":153792},{""a"":""attr"",""t"":""jinbi"",""n"":63516},{""a"":""attr"",""t"":""exp"",""n"":95460}",,,,,,,
344,5,3,164,1,344,"""x"":366,""y"":289",ÊØ»¤Ö®Ëþ(344),"""useexp"":178,""jinbi"":79,""exp"":129,""jifen"":1","""201344"",""202331"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":154148},{""a"":""attr"",""t"":""jinbi"",""n"":63674},{""a"":""attr"",""t"":""exp"",""n"":95460}",,,,,,,
345,5,3,164,2,345,"""x"":500,""y"":311",ÊØ»¤Ö®Ëþ(345),"""useexp"":178,""jinbi"":79,""exp"":129,""jifen"":1","""201345"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":154504},{""a"":""attr"",""t"":""jinbi"",""n"":63832},{""a"":""attr"",""t"":""exp"",""n"":96492}",,,,,,,
346,5,3,166,1,346,"""x"":621,""y"":379",ÊØ»¤Ö®Ëþ(346),"""useexp"":181,""jinbi"":80,""exp"":131,""jifen"":1","""201346"",""202331"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":157470},{""a"":""attr"",""t"":""jinbi"",""n"":64800},{""a"":""attr"",""t"":""exp"",""n"":96492}",,,,,,,
347,5,3,166,1,347,"""x"":719,""y"":362",ÊØ»¤Ö®Ëþ(347),"""useexp"":181,""jinbi"":80,""exp"":131,""jifen"":1","""201347"",""202331"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":157832},{""a"":""attr"",""t"":""jinbi"",""n"":64960},{""a"":""attr"",""t"":""exp"",""n"":96492}",,,,,,,
348,5,3,166,1,348,"""x"":641,""y"":260",ÊØ»¤Ö®Ëþ(348),"""useexp"":181,""jinbi"":80,""exp"":131,""jifen"":1","""201348"",""202331"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":158194},{""a"":""attr"",""t"":""jinbi"",""n"":65120},{""a"":""attr"",""t"":""exp"",""n"":96492}",,,,,,,
349,5,3,166,1,349,"""x"":727,""y"":234",ÊØ»¤Ö®Ëþ(349),"""useexp"":181,""jinbi"":80,""exp"":131,""jifen"":1","""201349"",""202331"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":158556},{""a"":""attr"",""t"":""jinbi"",""n"":65280},{""a"":""attr"",""t"":""exp"",""n"":99036}",,,,,,,
350,5,3,168,3,350,"""x"":847,""y"":224",ÊØ»¤Ö®Ëþ(350),"""useexp"":181,""jinbi"":80,""exp"":131,""jifen"":1","""201350"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":158918},{""a"":""attr"",""t"":""jinbi"",""n"":65440},{""a"":""attr"",""t"":""exp"",""n"":99036}",,,,,,,
351,5,4,168,1,351,"""x"":210,""y"":431",¾£¼¬º£°¶(351),"""useexp"":184,""jinbi"":81,""exp"":133,""jifen"":1","""201351"",""202331"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":161920},{""a"":""attr"",""t"":""jinbi"",""n"":66420},{""a"":""attr"",""t"":""exp"",""n"":99036}",,,,,,,
352,5,4,168,1,352,"""x"":128,""y"":362",¾£¼¬º£°¶(352),"""useexp"":184,""jinbi"":81,""exp"":133,""jifen"":1","""201352"",""202331"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":162288},{""a"":""attr"",""t"":""jinbi"",""n"":66582},{""a"":""attr"",""t"":""exp"",""n"":99036}",,,,,,,
353,5,4,168,1,353,"""x"":242,""y"":296",¾£¼¬º£°¶(353),"""useexp"":184,""jinbi"":81,""exp"":133,""jifen"":1","""201353"",""202331"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":162656},{""a"":""attr"",""t"":""jinbi"",""n"":66744},{""a"":""attr"",""t"":""exp"",""n"":101612}",,,,,,,
354,5,4,170,1,354,"""x"":340,""y"":354",¾£¼¬º£°¶(354),"""useexp"":184,""jinbi"":81,""exp"":133,""jifen"":1","""201354"",""202331"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":163024},{""a"":""attr"",""t"":""jinbi"",""n"":66906},{""a"":""attr"",""t"":""exp"",""n"":101612}",,,,,,,
355,5,4,170,2,355,"""x"":424,""y"":226",¾£¼¬º£°¶(355),"""useexp"":184,""jinbi"":81,""exp"":133,""jifen"":1","""201355"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":163392},{""a"":""attr"",""t"":""jinbi"",""n"":67068},{""a"":""attr"",""t"":""exp"",""n"":101612}",,,,,,,
356,5,4,170,1,356,"""x"":625,""y"":304",¾£¼¬º£°¶(356),"""useexp"":186,""jinbi"":81,""exp"":134,""jifen"":1","""201356"",""202331"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":165540},{""a"":""attr"",""t"":""jinbi"",""n"":67230},{""a"":""attr"",""t"":""exp"",""n"":101612}",,,,,,,
357,5,4,170,1,357,"""x"":601,""y"":439",¾£¼¬º£°¶(357),"""useexp"":186,""jinbi"":81,""exp"":134,""jifen"":1","""201357"",""202331"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":165912},{""a"":""attr"",""t"":""jinbi"",""n"":67392},{""a"":""attr"",""t"":""exp"",""n"":103448}",,,,,,,
358,5,4,172,1,358,"""x"":726,""y"":437",¾£¼¬º£°¶(358),"""useexp"":186,""jinbi"":81,""exp"":134,""jifen"":1","""201358"",""202331"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":166284},{""a"":""attr"",""t"":""jinbi"",""n"":67554},{""a"":""attr"",""t"":""exp"",""n"":103448}",,,,,,,
359,5,4,172,1,359,"""x"":803,""y"":383",¾£¼¬º£°¶(359),"""useexp"":186,""jinbi"":81,""exp"":134,""jifen"":1","""201359"",""202331"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":166656},{""a"":""attr"",""t"":""jinbi"",""n"":67716},{""a"":""attr"",""t"":""exp"",""n"":103448}",,,,,,,
360,5,4,172,3,360,"""x"":749,""y"":218",¾£¼¬º£°¶(360),"""useexp"":186,""jinbi"":81,""exp"":134,""jifen"":1","""201360"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":167028},{""a"":""attr"",""t"":""jinbi"",""n"":67878},{""a"":""attr"",""t"":""exp"",""n"":103448}",,,,,,,
361,5,5,172,1,361,"""x"":103,""y"":364",ÁúÒí³²Ñ¨(361),"""useexp"":189,""jinbi"":82,""exp"":136,""jifen"":1","""201361"",""202331"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":170100},{""a"":""attr"",""t"":""jinbi"",""n"":68880},{""a"":""attr"",""t"":""exp"",""n"":106080}",,,,,,,
362,5,5,174,1,362,"""x"":327,""y"":393",ÁúÒí³²Ñ¨(362),"""useexp"":189,""jinbi"":82,""exp"":136,""jifen"":1","""201362"",""202331"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":170478},{""a"":""attr"",""t"":""jinbi"",""n"":69044},{""a"":""attr"",""t"":""exp"",""n"":106080}",,,,,,,
363,5,5,174,1,363,"""x"":296,""y"":262",ÁúÒí³²Ñ¨(363),"""useexp"":189,""jinbi"":82,""exp"":136,""jifen"":1","""201363"",""202331"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":170856},{""a"":""attr"",""t"":""jinbi"",""n"":69208},{""a"":""attr"",""t"":""exp"",""n"":106080}",,,,,,,
364,5,5,174,1,364,"""x"":420,""y"":248",ÁúÒí³²Ñ¨(364),"""useexp"":189,""jinbi"":82,""exp"":136,""jifen"":1","""201364"",""202331"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":171234},{""a"":""attr"",""t"":""jinbi"",""n"":69372},{""a"":""attr"",""t"":""exp"",""n"":106080}",,,,,,,
365,5,5,174,2,365,"""x"":498,""y"":297",ÁúÒí³²Ñ¨(365),"""useexp"":189,""jinbi"":82,""exp"":136,""jifen"":1","""201365"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":171612},{""a"":""attr"",""t"":""jinbi"",""n"":69536},{""a"":""attr"",""t"":""exp"",""n"":107168}",,,,,,,
366,5,5,176,1,366,"""x"":588,""y"":393",ÁúÒí³²Ñ¨(366),"""useexp"":192,""jinbi"":83,""exp"":138,""jifen"":1","""201366"",""202331"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":174720},{""a"":""attr"",""t"":""jinbi"",""n"":70550},{""a"":""attr"",""t"":""exp"",""n"":107168}",,,,,,,
367,5,5,176,1,367,"""x"":715,""y"":447",ÁúÒí³²Ñ¨(367),"""useexp"":192,""jinbi"":83,""exp"":138,""jifen"":1","""201367"",""202331"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":175104},{""a"":""attr"",""t"":""jinbi"",""n"":70716},{""a"":""attr"",""t"":""exp"",""n"":107168}",,,,,,,
368,5,5,176,1,368,"""x"":785,""y"":385",ÁúÒí³²Ñ¨(368),"""useexp"":192,""jinbi"":83,""exp"":138,""jifen"":1","""201368"",""202331"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":175488},{""a"":""attr"",""t"":""jinbi"",""n"":70882},{""a"":""attr"",""t"":""exp"",""n"":107168}",,,,,,,
369,5,5,176,1,369,"""x"":749,""y"":256",ÁúÒí³²Ñ¨(369),"""useexp"":192,""jinbi"":83,""exp"":138,""jifen"":1","""201369"",""202331"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":175872},{""a"":""attr"",""t"":""jinbi"",""n"":71048},{""a"":""attr"",""t"":""exp"",""n"":109848}",,,,,,,
370,5,5,178,3,370,"""x"":866,""y"":319",ÁúÒí³²Ñ¨(370),"""useexp"":192,""jinbi"":83,""exp"":138,""jifen"":1","""201370"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":176256},{""a"":""attr"",""t"":""jinbi"",""n"":71214},{""a"":""attr"",""t"":""exp"",""n"":109848}",,,,,,,
371,5,6,178,1,371,"""x"":99,""y"":213",ÒÅÍü¹ÅµØ(371),"""useexp"":194,""jinbi"":84,""exp"":140,""jifen"":1","""201371"",""202331"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":178480},{""a"":""attr"",""t"":""jinbi"",""n"":72240},{""a"":""attr"",""t"":""exp"",""n"":109848}",,,,,,,
372,5,6,178,1,372,"""x"":111,""y"":323",ÒÅÍü¹ÅµØ(372),"""useexp"":194,""jinbi"":84,""exp"":140,""jifen"":1","""201372"",""202331"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":178868},{""a"":""attr"",""t"":""jinbi"",""n"":72408},{""a"":""attr"",""t"":""exp"",""n"":109848}",,,,,,,
373,5,6,178,1,373,"""x"":242,""y"":384",ÒÅÍü¹ÅµØ(373),"""useexp"":194,""jinbi"":84,""exp"":140,""jifen"":1","""201373"",""202331"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":179256},{""a"":""attr"",""t"":""jinbi"",""n"":72576},{""a"":""attr"",""t"":""exp"",""n"":112560}",,,,,,,
374,5,6,180,1,374,"""x"":305,""y"":283",ÒÅÍü¹ÅµØ(374),"""useexp"":194,""jinbi"":84,""exp"":140,""jifen"":1","""201374"",""202331"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":179644},{""a"":""attr"",""t"":""jinbi"",""n"":72744},{""a"":""attr"",""t"":""exp"",""n"":112560}",,,,,,,
375,5,6,180,2,375,"""x"":379,""y"":212",ÒÅÍü¹ÅµØ(375),"""useexp"":194,""jinbi"":84,""exp"":140,""jifen"":1","""201375"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":180032},{""a"":""attr"",""t"":""jinbi"",""n"":72912},{""a"":""attr"",""t"":""exp"",""n"":112560}",,,,,,,
376,5,6,180,1,376,"""x"":533,""y"":223",ÒÅÍü¹ÅµØ(376),"""useexp"":197,""jinbi"":85,""exp"":142,""jifen"":1","""201376"",""202331"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":183210},{""a"":""attr"",""t"":""jinbi"",""n"":73950},{""a"":""attr"",""t"":""exp"",""n"":112560}",,,,,,,
377,5,6,180,1,377,"""x"":611,""y"":268",ÒÅÍü¹ÅµØ(377),"""useexp"":197,""jinbi"":85,""exp"":142,""jifen"":1","""201377"",""202331"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":183604},{""a"":""attr"",""t"":""jinbi"",""n"":74120},{""a"":""attr"",""t"":""exp"",""n"":115304}",,,,,,,
378,5,6,182,1,378,"""x"":579,""y"":362",ÒÅÍü¹ÅµØ(378),"""useexp"":197,""jinbi"":85,""exp"":142,""jifen"":1","""201378"",""202331"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":183998},{""a"":""attr"",""t"":""jinbi"",""n"":74290},{""a"":""attr"",""t"":""exp"",""n"":115304}",,,,,,,
379,5,6,182,1,379,"""x"":713,""y"":473",ÒÅÍü¹ÅµØ(379),"""useexp"":197,""jinbi"":85,""exp"":142,""jifen"":1","""201379"",""202331"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":184392},{""a"":""attr"",""t"":""jinbi"",""n"":74460},{""a"":""attr"",""t"":""exp"",""n"":115304}",,,,,,,
380,5,6,182,3,380,"""x"":865,""y"":436",ÒÅÍü¹ÅµØ(380),"""useexp"":197,""jinbi"":85,""exp"":142,""jifen"":1","""201380"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":184786},{""a"":""attr"",""t"":""jinbi"",""n"":74630},{""a"":""attr"",""t"":""exp"",""n"":115304}",,,,,,,
381,5,7,182,1,381,"""x"":78,""y"":347",×Ï¾§É­ÁÖ(381),"""useexp"":200,""jinbi"":86,""exp"":144,""jifen"":1","""201381"",""202331"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":188000},{""a"":""attr"",""t"":""jinbi"",""n"":75680},{""a"":""attr"",""t"":""exp"",""n"":118080}",,,,,,,
382,5,7,184,1,382,"""x"":199,""y"":394",×Ï¾§É­ÁÖ(382),"""useexp"":200,""jinbi"":86,""exp"":144,""jifen"":1","""201382"",""202331"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":188400},{""a"":""attr"",""t"":""jinbi"",""n"":75852},{""a"":""attr"",""t"":""exp"",""n"":118080}",,,,,,,
383,5,7,184,1,383,"""x"":184,""y"":244",×Ï¾§É­ÁÖ(383),"""useexp"":200,""jinbi"":86,""exp"":144,""jifen"":1","""201383"",""202331"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":188800},{""a"":""attr"",""t"":""jinbi"",""n"":76024},{""a"":""attr"",""t"":""exp"",""n"":118080}",,,,,,,
384,5,7,184,1,384,"""x"":268,""y"":213",×Ï¾§É­ÁÖ(384),"""useexp"":200,""jinbi"":86,""exp"":144,""jifen"":1","""201384"",""202331"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":189200},{""a"":""attr"",""t"":""jinbi"",""n"":76196},{""a"":""attr"",""t"":""exp"",""n"":118080}",,,,,,,
385,5,7,184,2,385,"""x"":397,""y"":238",×Ï¾§É­ÁÖ(385),"""useexp"":200,""jinbi"":86,""exp"":144,""jifen"":1","""201385"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":189600},{""a"":""attr"",""t"":""jinbi"",""n"":76368},{""a"":""attr"",""t"":""exp"",""n"":119232}",,,,,,,
386,5,7,186,1,386,"""x"":575,""y"":240",×Ï¾§É­ÁÖ(386),"""useexp"":203,""jinbi"":87,""exp"":146,""jifen"":1","""201386"",""202331"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":192850},{""a"":""attr"",""t"":""jinbi"",""n"":77430},{""a"":""attr"",""t"":""exp"",""n"":119232}",,,,,,,
387,5,7,186,1,387,"""x"":651,""y"":286",×Ï¾§É­ÁÖ(387),"""useexp"":203,""jinbi"":87,""exp"":146,""jifen"":1","""201387"",""202331"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":193256},{""a"":""attr"",""t"":""jinbi"",""n"":77604},{""a"":""attr"",""t"":""exp"",""n"":119232}",,,,,,,
388,5,7,186,1,388,"""x"":593,""y"":385",×Ï¾§É­ÁÖ(388),"""useexp"":203,""jinbi"":87,""exp"":146,""jifen"":1","""201388"",""202331"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":193662},{""a"":""attr"",""t"":""jinbi"",""n"":77778},{""a"":""attr"",""t"":""exp"",""n"":119232}",,,,,,,
389,5,7,186,1,389,"""x"":779,""y"":415",×Ï¾§É­ÁÖ(389),"""useexp"":203,""jinbi"":87,""exp"":146,""jifen"":1","""201389"",""202331"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":194068},{""a"":""attr"",""t"":""jinbi"",""n"":77952},{""a"":""attr"",""t"":""exp"",""n"":122056}",,,,,,,
390,5,7,188,3,390,"""x"":813,""y"":252",×Ï¾§É­ÁÖ(390),"""useexp"":203,""jinbi"":87,""exp"":146,""jifen"":1","""201390"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":194474},{""a"":""attr"",""t"":""jinbi"",""n"":78126},{""a"":""attr"",""t"":""exp"",""n"":122056}",,,,,,,
391,5,8,188,1,391,"""x"":235,""y"":482",ÍöÁé±ÚÀÝ(391),"""useexp"":205,""jinbi"":88,""exp"":148,""jifen"":1","""201391"",""202331"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":196800},{""a"":""attr"",""t"":""jinbi"",""n"":79200},{""a"":""attr"",""t"":""exp"",""n"":122056}",,,,,,,
392,5,8,188,1,392,"""x"":229,""y"":396",ÍöÁé±ÚÀÝ(392),"""useexp"":205,""jinbi"":88,""exp"":148,""jifen"":1","""201392"",""202331"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":197210},{""a"":""attr"",""t"":""jinbi"",""n"":79376},{""a"":""attr"",""t"":""exp"",""n"":122056}",,,,,,,
393,5,8,188,1,393,"""x"":342,""y"":404",ÍöÁé±ÚÀÝ(393),"""useexp"":205,""jinbi"":88,""exp"":148,""jifen"":1","""201393"",""202331"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":197620},{""a"":""attr"",""t"":""jinbi"",""n"":79552},{""a"":""attr"",""t"":""exp"",""n"":124912}",,,,,,,
394,5,8,190,1,394,"""x"":390,""y"":274",ÍöÁé±ÚÀÝ(394),"""useexp"":205,""jinbi"":88,""exp"":148,""jifen"":1","""201394"",""202331"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":198030},{""a"":""attr"",""t"":""jinbi"",""n"":79728},{""a"":""attr"",""t"":""exp"",""n"":124912}",,,,,,,
395,5,8,190,2,395,"""x"":541,""y"":248",ÍöÁé±ÚÀÝ(395),"""useexp"":205,""jinbi"":88,""exp"":148,""jifen"":1","""201395"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":198440},{""a"":""attr"",""t"":""jinbi"",""n"":79904},{""a"":""attr"",""t"":""exp"",""n"":124912}",,,,,,,
396,5,8,190,1,396,"""x"":693,""y"":267",ÍöÁé±ÚÀÝ(396),"""useexp"":208,""jinbi"":89,""exp"":150,""jifen"":1","""201396"",""202331"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":201760},{""a"":""attr"",""t"":""jinbi"",""n"":80990},{""a"":""attr"",""t"":""exp"",""n"":124912}",,,,,,,
397,5,8,190,1,397,"""x"":788,""y"":298",ÍöÁé±ÚÀÝ(397),"""useexp"":208,""jinbi"":89,""exp"":150,""jifen"":1","""201397"",""202331"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":202176},{""a"":""attr"",""t"":""jinbi"",""n"":81168},{""a"":""attr"",""t"":""exp"",""n"":127800}",,,,,,,
398,5,8,192,1,398,"""x"":765,""y"":368",ÍöÁé±ÚÀÝ(398),"""useexp"":208,""jinbi"":89,""exp"":150,""jifen"":1","""201398"",""202331"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":202592},{""a"":""attr"",""t"":""jinbi"",""n"":81346},{""a"":""attr"",""t"":""exp"",""n"":127800}",,,,,,,
