英雄ID,英雄名称,英雄星级,攻击系数,防御系数,生命系数,速度系数,雕文插槽,攻击百分比,生命百分比,最大等级,升星材料,额外材料,被动1名称,被动1,被动1描述,被动2名称,被动2,被动2描述,被动3名称,被动3,被动3描述,怒气名称,怒气,怒气描述
32076,荆棘女王,15,3.51,1,8.14,1.6,5,450,700,300,"[{""a"":""item"",""t"":""2004"",""n"":30000},{""a"":""item"",""t"":""2039"",""n"":30}]","[{""sxhero"":1,""num"":2},{""star"":9,""num"":1},{""star"":10,""num"":1}]",自然掌握3,"""3207a201"",""3207a211"",""3207a221"",""3207a231"",""3207a241""",被动效果：生命值增加30%，攻击增加40%，暴击增加35%，免控率增加30%，速度增加60,万千藤蔓3,"""3207a304""",被动效果：普攻变为对随机3名敌人造成250%攻击伤害；额外造成250%伤害，目标身上每有一种不同的负面效果，造成额外伤害提高250%攻击伤害,寄生种子3,"""3207a404""",被动效果：回合结束时，将随机1名敌方英雄身上的3种持续伤害或属性减益效果复制给随机其他2名敌方英雄。（每种效果最多复制3层）,自然恩赐3,3207a012,怒气技能：对随机4名敌人造成400%攻击伤害；额外造成400%伤害，目标身上每有1种不同的负面效果，造成额外伤害提高400%攻击伤害
33026,诺玛,7,2.49,1,3.52,1.6,0,0,0,165,"[{""a"":""item"",""t"":""2004"",""n"":2000}]","[{""jichuzhongzu"":1,""star"":5,""num"":4}]",赋予生机3,"""3302a114""",被动效果：身为术士，拥有各种奇特的攻击手段，普攻有52%概率赋予友军生机，使生命最少的友军恢复151%攻击等量生命,自愈2,"""33026214""",被动效果：在自己身上做的实验太多了，身体已经变异了，受到攻击时100%概率使自己恢复52%攻击等量生命（受控可触发恢复效果）,邪能之力2,"""33026311"",""33026321""",被动效果：掌握了邪能的奥秘，攻击增加21%，生命增加16%,生命虹吸2,33026012,怒气技能：对敌方生命最少的目标造成172%攻击伤害并回复生命最少的友军402%攻击等量生命
33026,诺玛,8,2.78,1,4.84,1.6,0,0,0,185,"[{""a"":""item"",""t"":""2004"",""n"":3000}]","[{""jichuzhongzu"":1,""star"":6,""num"":1},{""jichuzhongzu"":1,""star"":5,""num"":3}]",赋予生机3,"""3302a114""",被动效果：身为术士，拥有各种奇特的攻击手段，普攻有52%概率赋予友军生机，使生命最少的友军恢复151%攻击等量生命,恢复3,"""3302a214""",被动效果：在自己身上做的实验太多了，身体已经变异了，受到攻击时100%概率使自己恢复57%攻击等量生命（受控可触发恢复效果）,邪能之力2,"""33026311"",""33026321""",被动效果：掌握了邪能的奥秘，攻击增加21%，生命增加16%,生命虹吸2,33026012,怒气技能：对敌方生命最少的目标造成172%攻击伤害并回复生命最少的友军402%攻击等量生命
33026,诺玛,9,3.07,1,6.16,1.6,0,0,0,205,"[{""a"":""item"",""t"":""2004"",""n"":4000}]","[{""sxhero"":1,""num"":1},{""jichuzhongzu"":1,""star"":6,""num"":1},{""jichuzhongzu"":1,""star"":5,""num"":2}]",赋予生机3,"""3302a114""",被动效果：身为术士，拥有各种奇特的攻击手段，普攻有52%概率赋予友军生机，使生命最少的友军恢复151%攻击等量生命,恢复3,"""3302a214""",被动效果：在自己身上做的实验太多了，身体已经变异了，受到攻击时100%概率使自己恢复57%攻击等量生命（受控可触发恢复效果）,邪能之力3,"""3302a311"",""3302a321""",被动效果：掌握了邪能的奥秘，攻击增加26%，生命增加19%,生命虹吸2,33026012,怒气技能：对敌方生命最少的目标造成172%攻击伤害并回复生命最少的友军402%攻击等量生命
33036,克罗斯,7,2.6,1,3.65,1.6,0,0,0,165,"[{""a"":""item"",""t"":""2004"",""n"":2000}]","[{""jichuzhongzu"":1,""star"":5,""num"":4}]",地精射线3,"""3303a104""",被动效果：普攻变为攻击后排敌人，造成90%攻击伤害并减少目标15%护甲3回合，同时为我方生命最低2名英雄恢复生命上限20%生命,地精科技2,"""33036201"",""33036211"",""33036221""",被动效果：生命增加25%，速度增加40，减伤率增加15%,紧急脱出2,"""33036304""",被动效果：当生命低于50%时，对所有敌人有40%几率造成眩晕2回合（仅触发一次）,跟踪导弹2,33036012,怒气技能：对随机4名敌人造成128%攻击伤害并虚弱3回合，同时为一名随机己方英雄恢复75点怒气（虚弱会使目标额外受到50%伤害，不可叠加）
33036,克罗斯,8,2.95,1,5.35,1.6,0,0,0,185,"[{""a"":""item"",""t"":""2004"",""n"":3000}]","[{""jichuzhongzu"":1,""star"":6,""num"":1},{""jichuzhongzu"":1,""star"":5,""num"":3}]",地精射线3,"""3303a104""",被动效果：普攻变为攻击后排敌人，造成90%攻击伤害并减少目标15%护甲3回合，同时为我方生命最低2名英雄恢复生命上限20%生命,地精科技3,"""3303a201"",""3303a211"",""3303a221""",被动效果：生命增加30%，速度增加60，减伤率增加20%,紧急脱出2,"""33036304""",被动效果：当生命低于50%时，对所有敌人有40%几率造成眩晕2回合（仅触发一次）,跟踪导弹2,33036012,怒气技能：对随机4名敌人造成128%攻击伤害并虚弱3回合，同时为一名随机己方英雄恢复75点怒气（虚弱会使目标额外受到50%伤害，不可叠加）
33036,克罗斯,9,3.42,1,7.16,1.6,0,0,0,205,"[{""a"":""item"",""t"":""2004"",""n"":4000}]","[{""sxhero"":1,""num"":1},{""jichuzhongzu"":1,""star"":6,""num"":1},{""jichuzhongzu"":1,""star"":5,""num"":2}]",地精射线3,"""3303a104""",被动效果：普攻变为攻击后排敌人，造成90%攻击伤害并减少目标15%护甲3回合，同时为我方生命最低2名英雄恢复生命上限20%生命,地精科技3,"""3303a201"",""3303a211"",""3303a221""",被动效果：生命增加30%，速度增加60，减伤率增加20%,紧急脱出3,"""3303a304""",被动效果：当生命低于50%时，对所有敌人有75%几率造成眩晕2回合（仅触发一次）,跟踪导弹2,33036012,怒气技能：对随机4名敌人造成128%攻击伤害并虚弱3回合，同时为一名随机己方英雄恢复75点怒气（虚弱会使目标额外受到50%伤害，不可叠加）
33036,克罗斯,10,4.21,1,10.1,1.6,0,0,0,255,"[{""a"":""item"",""t"":""2004"",""n"":10000}]","[{""sxhero"":1,""num"":2},{""jichuzhongzu"":1,""star"":6,""num"":1},{""star"":9,""num"":1}]",地精射线3,"""3303a104""",被动效果：普攻变为攻击后排敌人，造成90%攻击伤害并减少目标15%护甲3回合，同时为我方生命最低2名英雄恢复生命上限20%生命,地精科技3,"""3303a201"",""3303a211"",""3303a221""",被动效果：生命增加30%，速度增加60，减伤率增加20%,紧急脱出3,"""3303a304""",被动效果：当生命低于50%时，对所有敌人有75%几率造成眩晕2回合（仅触发一次）,跟踪导弹3,3303a012,怒气技能：对随机4名敌人造成150%攻击伤害并虚弱3回合，同时为一名随机己方英雄恢复100点怒气（虚弱会使目标额外受到50%伤害，不可叠加）
33036,克罗斯,11,4.21,1,10.1,1.6,1,70,100,270,"[{""a"":""item"",""t"":""2004"",""n"":10000}]","[{""sxhero"":1,""num"":1},{""star"":9,""num"":1}]",地精射线3,"""3303a104""",被动效果：普攻变为攻击后排敌人，造成90%攻击伤害并减少目标15%护甲3回合，同时为我方生命最低2名英雄恢复生命上限20%生命,地精科技3,"""3303a201"",""3303a211"",""3303a221""",被动效果：生命增加30%，速度增加60，减伤率增加20%,紧急脱出3,"""3303a304""",被动效果：当生命低于50%时，对所有敌人有75%几率造成眩晕2回合（仅触发一次）,跟踪导弹3,3303a012,怒气技能：对随机4名敌人造成150%攻击伤害并虚弱3回合，同时为一名随机己方英雄恢复100点怒气（虚弱会使目标额外受到50%伤害，不可叠加）
33036,克罗斯,12,4.21,1,10.1,1.6,2,140,200,285,"[{""a"":""item"",""t"":""2004"",""n"":15000}]","[{""sxhero"":1,""num"":1},{""jichuzhongzu"":1,""star"":6,""num"":1},{""star"":9,""num"":1}]",地精射线3,"""3303a104""",被动效果：普攻变为攻击后排敌人，造成90%攻击伤害并减少目标15%护甲3回合，同时为我方生命最低2名英雄恢复生命上限20%生命,地精科技3,"""3303a201"",""3303a211"",""3303a221""",被动效果：生命增加30%，速度增加60，减伤率增加20%,紧急脱出3,"""3303a304""",被动效果：当生命低于50%时，对所有敌人有75%几率造成眩晕2回合（仅触发一次）,跟踪导弹3,3303a012,怒气技能：对随机4名敌人造成150%攻击伤害并虚弱3回合，同时为一名随机己方英雄恢复100点怒气（虚弱会使目标额外受到50%伤害，不可叠加）
33036,克罗斯,13,4.21,1,10.1,1.6,3,210,300,300,"[{""a"":""item"",""t"":""2004"",""n"":20000},{""a"":""item"",""t"":""2039"",""n"":10}]","[{""sxhero"":1,""num"":2},{""jichuzhongzu"":1,""star"":6,""num"":1},{""star"":10,""num"":1}]",地精射线3,"""3303a104""",被动效果：普攻变为攻击后排敌人，造成90%攻击伤害并减少目标15%护甲3回合，同时为我方生命最低2名英雄恢复生命上限20%生命,地精科技3,"""3303a201"",""3303a211"",""3303a221""",被动效果：生命增加30%，速度增加60，减伤率增加20%,紧急脱出3,"""3303a304""",被动效果：当生命低于50%时，对所有敌人有75%几率造成眩晕2回合（仅触发一次）,跟踪导弹3,3303a012,怒气技能：对随机4名敌人造成150%攻击伤害并虚弱3回合，同时为一名随机己方英雄恢复100点怒气（虚弱会使目标额外受到50%伤害，不可叠加）
33036,克罗斯,14,4.21,1,10.1,1.6,4,330,500,300,"[{""a"":""item"",""t"":""2004"",""n"":25000},{""a"":""item"",""t"":""2039"",""n"":20}]","[{""sxhero"":1,""num"":2},{""star"":9,""num"":1},{""star"":10,""num"":1}]",地精射线3,"""3303a104""",被动效果：普攻变为攻击后排敌人，造成90%攻击伤害并减少目标15%护甲3回合，同时为我方生命最低2名英雄恢复生命上限20%生命,地精科技3,"""3303a201"",""3303a211"",""3303a221""",被动效果：生命增加30%，速度增加60，减伤率增加20%,紧急脱出3,"""3303a304""",被动效果：当生命低于50%时，对所有敌人有75%几率造成眩晕2回合（仅触发一次）,跟踪导弹3,3303a012,怒气技能：对随机4名敌人造成150%攻击伤害并虚弱3回合，同时为一名随机己方英雄恢复100点怒气（虚弱会使目标额外受到50%伤害，不可叠加）
33036,克罗斯,15,4.21,1,10.1,1.6,5,450,700,300,"[{""a"":""item"",""t"":""2004"",""n"":30000},{""a"":""item"",""t"":""2039"",""n"":30}]","[{""sxhero"":1,""num"":2},{""star"":9,""num"":1},{""star"":10,""num"":1}]",地精射线3,"""3303a104""",被动效果：普攻变为攻击后排敌人，造成90%攻击伤害并减少目标15%护甲3回合，同时为我方生命最低2名英雄恢复生命上限20%生命,地精科技3,"""3303a201"",""3303a211"",""3303a221""",被动效果：生命增加30%，速度增加60，减伤率增加20%,紧急脱出3,"""3303a304""",被动效果：当生命低于50%时，对所有敌人有75%几率造成眩晕2回合（仅触发一次）,跟踪导弹3,3303a012,怒气技能：对随机4名敌人造成150%攻击伤害并虚弱3回合，同时为一名随机己方英雄恢复100点怒气（虚弱会使目标额外受到50%伤害，不可叠加）
34026,克里姆,7,2.49,1,3.52,1.6,0,0,0,165,"[{""a"":""item"",""t"":""2004"",""n"":2000}]","[{""jichuzhongzu"":1,""star"":5,""num"":4}]",魔王之力3,"""3402a111"",""3402a121"",""3402a131""",被动效果：身体里隐藏着强大的魔王之力，攻击增加36%，暴击增加30%，生命增加60%,力量窃取2,"""34026214""",被动效果：恶魔刺客最喜欢敌人的鲜血，敌方英雄死亡时，吸收其力量增加自己21%攻击,虚弱打击2,"""34026314""",被动效果：专门欺负弱小，普通攻击变成攻击敌方生命最少的英雄，效果为113%,噬魂斩击2,34026012,怒气技能：对敌方随机2名后排目标造成182%攻击伤害并吸取其22%攻击2回合
34026,克里姆,8,2.78,1,4.84,1.6,0,0,0,185,"[{""a"":""item"",""t"":""2004"",""n"":3000}]","[{""jichuzhongzu"":1,""star"":6,""num"":1},{""jichuzhongzu"":1,""star"":5,""num"":3}]",魔王之力3,"""3402a111"",""3402a121"",""3402a131""",被动效果：身体里隐藏着强大的魔王之力，攻击增加36%，暴击增加30%，生命增加60%,力量窃取3,"""3402a214""",被动效果：恶魔刺客最喜欢敌人的鲜血，敌方英雄死亡时，吸收其力量增加自己32%攻击,虚弱打击2,"""34026314""",被动效果：专门欺负弱小，普通攻击变成攻击敌方生命最少的英雄，效果为113%,噬魂斩击2,34026012,怒气技能：对敌方随机2名后排目标造成182%攻击伤害并吸取其22%攻击2回合
34026,克里姆,9,3.07,1,6.16,1.6,0,0,0,205,"[{""a"":""item"",""t"":""2004"",""n"":4000}]","[{""sxhero"":1,""num"":1},{""jichuzhongzu"":1,""star"":6,""num"":1},{""jichuzhongzu"":1,""star"":5,""num"":2}]",魔王之力3,"""3402a111"",""3402a121"",""3402a131""",被动效果：身体里隐藏着强大的魔王之力，攻击增加36%，暴击增加30%，生命增加60%,力量窃取3,"""3402a214""",被动效果：恶魔刺客最喜欢敌人的鲜血，敌方英雄死亡时，吸收其力量增加自己32%攻击,致命3,"""3402a314""",被动效果：专门欺负弱小，普通攻击变成攻击敌方生命最少的英雄，造成132%攻击伤害，并回复80%攻击的等量生命,噬魂斩击2,34026012,怒气技能：对敌方随机2名后排目标造成182%攻击伤害并吸取其22%攻击2回合
34026,克里姆,10,3.51,1,8.14,1.6,0,0,0,255,"[{""a"":""item"",""t"":""2004"",""n"":10000}]","[{""sxhero"":1,""num"":2},{""jichuzhongzu"":1,""star"":6,""num"":1},{""star"":9,""num"":1}]",魔王之力3,"""3402a111"",""3402a121"",""3402a131""",被动效果：身体里隐藏着强大的魔王之力，攻击增加36%，暴击增加30%，生命增加60%,力量窃取3,"""3402a214""",被动效果：恶魔刺客最喜欢敌人的鲜血，敌方英雄死亡时，吸收其力量增加自己32%攻击,致命3,"""3402a314""",被动效果：专门欺负弱小，普通攻击变成攻击敌方生命最少的英雄，造成132%攻击伤害，并回复80%攻击的等量生命,噬魂斩击3,3402a012,怒气技能：对敌方随机2名后排目标造成192%攻击伤害，并恢复150%攻击的生命，并吸取目标31%攻击3回合，增加自己42%的暴击伤害3回合
34026,克里姆,11,3.51,1,8.14,1.6,1,70,100,270,"[{""a"":""item"",""t"":""2004"",""n"":10000}]","[{""sxhero"":1,""num"":1},{""star"":9,""num"":1}]",魔王之力3,"""3402a111"",""3402a121"",""3402a131""",被动效果：身体里隐藏着强大的魔王之力，攻击增加36%，暴击增加30%，生命增加60%,力量窃取3,"""3402a214""",被动效果：恶魔刺客最喜欢敌人的鲜血，敌方英雄死亡时，吸收其力量增加自己32%攻击,致命3,"""3402a314""",被动效果：专门欺负弱小，普通攻击变成攻击敌方生命最少的英雄，造成132%攻击伤害，并回复80%攻击的等量生命,噬魂斩击3,3402a012,怒气技能：对敌方随机2名后排目标造成192%攻击伤害，并恢复150%攻击的生命，并吸取目标31%攻击3回合，增加自己42%的暴击伤害3回合
34026,克里姆,12,3.51,1,8.14,1.6,2,140,200,285,"[{""a"":""item"",""t"":""2004"",""n"":15000}]","[{""sxhero"":1,""num"":1},{""jichuzhongzu"":1,""star"":6,""num"":1},{""star"":9,""num"":1}]",魔王之力3,"""3402a111"",""3402a121"",""3402a131""",被动效果：身体里隐藏着强大的魔王之力，攻击增加36%，暴击增加30%，生命增加60%,力量窃取3,"""3402a214""",被动效果：恶魔刺客最喜欢敌人的鲜血，敌方英雄死亡时，吸收其力量增加自己32%攻击,致命3,"""3402a314""",被动效果：专门欺负弱小，普通攻击变成攻击敌方生命最少的英雄，造成132%攻击伤害，并回复80%攻击的等量生命,噬魂斩击3,3402a012,怒气技能：对敌方随机2名后排目标造成192%攻击伤害，并恢复150%攻击的生命，并吸取目标31%攻击3回合，增加自己42%的暴击伤害3回合
34026,克里姆,13,3.51,1,8.14,1.6,3,210,300,300,"[{""a"":""item"",""t"":""2004"",""n"":20000},{""a"":""item"",""t"":""2039"",""n"":10}]","[{""sxhero"":1,""num"":2},{""jichuzhongzu"":1,""star"":6,""num"":1},{""star"":10,""num"":1}]",魔王之力3,"""3402a111"",""3402a121"",""3402a131""",被动效果：身体里隐藏着强大的魔王之力，攻击增加36%，暴击增加30%，生命增加60%,力量窃取3,"""3402a214""",被动效果：恶魔刺客最喜欢敌人的鲜血，敌方英雄死亡时，吸收其力量增加自己32%攻击,致命3,"""3402a314""",被动效果：专门欺负弱小，普通攻击变成攻击敌方生命最少的英雄，造成132%攻击伤害，并回复80%攻击的等量生命,噬魂斩击3,3402a012,怒气技能：对敌方随机2名后排目标造成192%攻击伤害，并恢复150%攻击的生命，并吸取目标31%攻击3回合，增加自己42%的暴击伤害3回合
34026,克里姆,14,3.51,1,8.14,1.6,4,330,500,300,"[{""a"":""item"",""t"":""2004"",""n"":25000},{""a"":""item"",""t"":""2039"",""n"":20}]","[{""sxhero"":1,""num"":2},{""star"":9,""num"":1},{""star"":10,""num"":1}]",魔王之力3,"""3402a111"",""3402a121"",""3402a131""",被动效果：身体里隐藏着强大的魔王之力，攻击增加36%，暴击增加30%，生命增加60%,力量窃取3,"""3402a214""",被动效果：恶魔刺客最喜欢敌人的鲜血，敌方英雄死亡时，吸收其力量增加自己32%攻击,致命3,"""3402a314""",被动效果：专门欺负弱小，普通攻击变成攻击敌方生命最少的英雄，造成132%攻击伤害，并回复80%攻击的等量生命,噬魂斩击3,3402a012,怒气技能：对敌方随机2名后排目标造成192%攻击伤害，并恢复150%攻击的生命，并吸取目标31%攻击3回合，增加自己42%的暴击伤害3回合
34026,克里姆,15,3.51,1,8.14,1.6,5,450,700,300,"[{""a"":""item"",""t"":""2004"",""n"":30000},{""a"":""item"",""t"":""2039"",""n"":30}]","[{""sxhero"":1,""num"":2},{""star"":9,""num"":1},{""star"":10,""num"":1}]",魔王之力3,"""3402a111"",""3402a121"",""3402a131""",被动效果：身体里隐藏着强大的魔王之力，攻击增加36%，暴击增加30%，生命增加60%,力量窃取3,"""3402a214""",被动效果：恶魔刺客最喜欢敌人的鲜血，敌方英雄死亡时，吸收其力量增加自己32%攻击,致命3,"""3402a314""",被动效果：专门欺负弱小，普通攻击变成攻击敌方生命最少的英雄，造成132%攻击伤害，并回复80%攻击的等量生命,噬魂斩击3,3402a012,怒气技能：对敌方随机2名后排目标造成192%攻击伤害，并恢复150%攻击的生命，并吸取目标31%攻击3回合，增加自己42%的暴击伤害3回合
34036,刃拳卡维尔,7,2.84,1,5.24,1.6,0,0,0,165,"[{""a"":""item"",""t"":""2004"",""n"":2000}]","[{""jichuzhongzu"":1,""star"":5,""num"":4}]",勇气之躯3,"""3403a101"",""3403a111"",""3403a121"",""3403a131"",""3403a104""",被动效果：攻击增加35%，暴击增加15%，免控增加30%，速度增加30，对流血目标造成伤害提高80%,旺盛血气2,"""34036204""",被动效果：普攻攻击时额外对所有后排敌人造成60%流血伤害3回合，并减少20点速度,狂怒血煞2,"""34036304"",""34036404""",被动效果：技能或普通攻击时，对所有处于流血状态下的敌人造成60%流血伤害3回合；如果暴击则额外对所有处于流血状态下的敌人造成60%流血伤害3回合，并降低敌方后排英雄5点怒气,怒火金刚2,34036012,怒气技能：对随机2名后排敌人造成140%攻击伤害，每回合额外造成100%流血伤害，持续15回合。对速度降低的目标额外造成100%流血伤害15回合。
34036,刃拳卡维尔,8,3.18,1,7.21,1.6,0,0,0,185,"[{""a"":""item"",""t"":""2004"",""n"":3000}]","[{""jichuzhongzu"":1,""star"":6,""num"":1},{""jichuzhongzu"":1,""star"":5,""num"":3}]",勇气之躯3,"""3403a101"",""3403a111"",""3403a121"",""3403a131"",""3403a104""",被动效果：攻击增加35%，暴击增加15%，免控增加30%，速度增加30，对流血目标造成伤害提高80%,旺盛血气3,"""3403a204""",被动效果：普攻攻击时额外对所有后排敌人造成100%流血伤害3回合，并减少30点速度,狂怒血煞2,"""34036304"",""34036404""",被动效果：技能或普通攻击时，对所有处于流血状态下的敌人造成60%流血伤害3回合；如果暴击则额外对所有处于流血状态下的敌人造成60%流血伤害3回合，并降低敌方后排英雄5点怒气,怒火金刚2,34036012,怒气技能：对随机2名后排敌人造成140%攻击伤害，每回合额外造成100%流血伤害，持续15回合。对速度降低的目标额外造成100%流血伤害15回合。
34036,刃拳卡维尔,9,3.51,1,9.17,1.6,0,0,0,205,"[{""a"":""item"",""t"":""2004"",""n"":4000}]","[{""sxhero"":1,""num"":1},{""jichuzhongzu"":1,""star"":6,""num"":1},{""jichuzhongzu"":1,""star"":5,""num"":2}]",勇气之躯3,"""3403a101"",""3403a111"",""3403a121"",""3403a131"",""3403a104""",被动效果：攻击增加35%，暴击增加15%，免控增加30%，速度增加30，对流血目标造成伤害提高80%,旺盛血气3,"""3403a204""",被动效果：普攻攻击时额外对所有后排敌人造成100%流血伤害3回合，并减少30点速度,狂怒血煞3,"""3403a304"",""3403a404""",被动效果：技能或普通攻击时，对所有处于流血状态下的敌人造成100%流血伤害3回合，如果暴击则额外对所有处于流血状态下的敌人造成100%流血伤害3回合，并降低敌方后排英雄10点怒气,怒火金刚2,34036012,怒气技能：对随机2名后排敌人造成140%攻击伤害，每回合额外造成100%流血伤害，持续15回合。对速度降低的目标额外造成100%流血伤害15回合。
34036,刃拳卡维尔,10,4.01,1,12.1,1.6,0,0,0,255,"[{""a"":""item"",""t"":""2004"",""n"":10000}]","[{""sxhero"":1,""num"":2},{""jichuzhongzu"":1,""star"":6,""num"":1},{""star"":9,""num"":1}]",勇气之躯3,"""3403a101"",""3403a111"",""3403a121"",""3403a131"",""3403a104""",被动效果：攻击增加35%，暴击增加15%，免控增加30%，速度增加30，对流血目标造成伤害提高80%,旺盛血气3,"""3403a204""",被动效果：普攻攻击时额外对所有后排敌人造成100%流血伤害3回合，并减少30点速度,狂怒血煞3,"""3403a304"",""3403a404""",被动效果：技能或普通攻击时，对所有处于流血状态下的敌人造成100%流血伤害3回合，如果暴击则额外对所有处于流血状态下的敌人造成100%流血伤害3回合，并降低敌方后排英雄10点怒气,怒火金刚3,3403a012,怒气技能：对随机2名后排敌人造成230%攻击伤害，每回合额外造成198%流血伤害，持续15回合。对速度降低的目标额外造成198%流血伤害15回合。
34036,刃拳卡维尔,11,4.01,1,12.1,1.6,1,70,100,270,"[{""a"":""item"",""t"":""2004"",""n"":10000}]","[{""sxhero"":1,""num"":1},{""star"":9,""num"":1}]",勇气之躯3,"""3403a101"",""3403a111"",""3403a121"",""3403a131"",""3403a104""",被动效果：攻击增加35%，暴击增加15%，免控增加30%，速度增加30，对流血目标造成伤害提高80%,旺盛血气3,"""3403a204""",被动效果：普攻攻击时额外对所有后排敌人造成100%流血伤害3回合，并减少30点速度,狂怒血煞3,"""3403a304"",""3403a404""",被动效果：技能或普通攻击时，对所有处于流血状态下的敌人造成100%流血伤害3回合，如果暴击则额外对所有处于流血状态下的敌人造成100%流血伤害3回合，并降低敌方后排英雄10点怒气,怒火金刚3,3403a012,怒气技能：对随机2名后排敌人造成230%攻击伤害，每回合额外造成198%流血伤害，持续15回合。对速度降低的目标额外造成198%流血伤害15回合。
34036,刃拳卡维尔,12,4.01,1,12.1,1.6,2,140,200,285,"[{""a"":""item"",""t"":""2004"",""n"":15000}]","[{""sxhero"":1,""num"":1},{""jichuzhongzu"":1,""star"":6,""num"":1},{""star"":9,""num"":1}]",勇气之躯3,"""3403a101"",""3403a111"",""3403a121"",""3403a131"",""3403a104""",被动效果：攻击增加35%，暴击增加15%，免控增加30%，速度增加30，对流血目标造成伤害提高80%,旺盛血气3,"""3403a204""",被动效果：普攻攻击时额外对所有后排敌人造成100%流血伤害3回合，并减少30点速度,狂怒血煞3,"""3403a304"",""3403a404""",被动效果：技能或普通攻击时，对所有处于流血状态下的敌人造成100%流血伤害3回合，如果暴击则额外对所有处于流血状态下的敌人造成100%流血伤害3回合，并降低敌方后排英雄10点怒气,怒火金刚3,3403a012,怒气技能：对随机2名后排敌人造成230%攻击伤害，每回合额外造成198%流血伤害，持续15回合。对速度降低的目标额外造成198%流血伤害15回合。
34036,刃拳卡维尔,13,4.01,1,12.1,1.6,3,210,300,300,"[{""a"":""item"",""t"":""2004"",""n"":20000},{""a"":""item"",""t"":""2039"",""n"":10}]","[{""sxhero"":1,""num"":2},{""jichuzhongzu"":1,""star"":6,""num"":1},{""star"":10,""num"":1}]",勇气之躯3,"""3403a101"",""3403a111"",""3403a121"",""3403a131"",""3403a104""",被动效果：攻击增加35%，暴击增加15%，免控增加30%，速度增加30，对流血目标造成伤害提高80%,旺盛血气3,"""3403a204""",被动效果：普攻攻击时额外对所有后排敌人造成100%流血伤害3回合，并减少30点速度,狂怒血煞3,"""3403a304"",""3403a404""",被动效果：技能或普通攻击时，对所有处于流血状态下的敌人造成100%流血伤害3回合，如果暴击则额外对所有处于流血状态下的敌人造成100%流血伤害3回合，并降低敌方后排英雄10点怒气,怒火金刚3,3403a012,怒气技能：对随机2名后排敌人造成230%攻击伤害，每回合额外造成198%流血伤害，持续15回合。对速度降低的目标额外造成198%流血伤害15回合。
34036,刃拳卡维尔,14,4.01,1,12.1,1.6,4,330,500,300,"[{""a"":""item"",""t"":""2004"",""n"":25000},{""a"":""item"",""t"":""2039"",""n"":20}]","[{""sxhero"":1,""num"":2},{""star"":9,""num"":1},{""star"":10,""num"":1}]",勇气之躯3,"""3403a101"",""3403a111"",""3403a121"",""3403a131"",""3403a104""",被动效果：攻击增加35%，暴击增加15%，免控增加30%，速度增加30，对流血目标造成伤害提高80%,旺盛血气3,"""3403a204""",被动效果：普攻攻击时额外对所有后排敌人造成100%流血伤害3回合，并减少30点速度,狂怒血煞3,"""3403a304"",""3403a404""",被动效果：技能或普通攻击时，对所有处于流血状态下的敌人造成100%流血伤害3回合，如果暴击则额外对所有处于流血状态下的敌人造成100%流血伤害3回合，并降低敌方后排英雄10点怒气,怒火金刚3,3403a012,怒气技能：对随机2名后排敌人造成230%攻击伤害，每回合额外造成198%流血伤害，持续15回合。对速度降低的目标额外造成198%流血伤害15回合。
34036,刃拳卡维尔,15,4.01,1,12.1,1.6,5,450,700,300,"[{""a"":""item"",""t"":""2004"",""n"":30000},{""a"":""item"",""t"":""2039"",""n"":30}]","[{""sxhero"":1,""num"":2},{""star"":9,""num"":1},{""star"":10,""num"":1}]",勇气之躯3,"""3403a101"",""3403a111"",""3403a121"",""3403a131"",""3403a104""",被动效果：攻击增加35%，暴击增加15%，免控增加30%，速度增加30，对流血目标造成伤害提高80%,旺盛血气3,"""3403a204""",被动效果：普攻攻击时额外对所有后排敌人造成100%流血伤害3回合，并减少30点速度,狂怒血煞3,"""3403a304"",""3403a404""",被动效果：技能或普通攻击时，对所有处于流血状态下的敌人造成100%流血伤害3回合，如果暴击则额外对所有处于流血状态下的敌人造成100%流血伤害3回合，并降低敌方后排英雄10点怒气,怒火金刚3,3403a012,怒气技能：对随机2名后排敌人造成230%攻击伤害，每回合额外造成198%流血伤害，持续15回合。对速度降低的目标额外造成198%流血伤害15回合。
35036,女王,7,2.49,1,3.52,1.6,0,0,0,165,"[{""a"":""item"",""t"":""2004"",""n"":2000}]","[{""jichuzhongzu"":1,""star"":5,""num"":4}]",战斗大师3,"""3503a114"",""3503a124"",""3503a134""",被动效果：酷爱以暴制暴，每次普攻提升自己22%暴击，降低目标21%暴击，持续4回合，并有51%概率提升自己31%暴击伤害，持续2回合,射手之心2,"""35036211"",""35036221"",""35036231""",被动效果：天生的猎手，攻击增加41.5%，暴击伤害增加20%，生命增加11%,反击2,"""35036314""",被动效果：来打我呀！受到攻击时100%概率发动一次反击造成83%的攻击伤害,死亡激射2,35036012,怒气技能：对敌方全体造成103%攻击伤害并降低其25%暴击，持续3回合
