道具ID,是否叠加,道具名称,道具类型,描述类型,背包分类,道具品质,品质等级,途径,道具图标,小图标,道具星级,种族,道具描述,特殊字段,掉落组,使用等级,合成数量,合成指定英雄ID,稀有,使用跳转,活动类型
2031,1,噬龙长枪碎片,7,1,2,4,0,"40,41",item_2031,token_slcq,,,考古队新发掘的噬龙长枪的失落碎片，可以让噬龙长枪觉醒,,,,,,0,,
2032,1,剧毒之刺碎片,7,1,2,5,0,"40,41",item_2032,token_jdzc,,,考古队新发掘的剧毒之刺的失落碎片，可以让剧毒之刺觉醒,,,,,,0,,
2033,1,神器之魂,10,1,2,3,0,40,item_2033,token_sqzh,,,蕴含着上古神器的灵魂，可以激发神器的潜能，让神器觉醒,,,,,,0,34,
2034,1,战场徽章,2,1,2,3,0,40,item_2034,token_zchz,,,风暴战场的徽章，可以购买风暴商店的商品,,,,,,0,,
2035,1,9星傀儡羊,2,1,2,5,0,,item_2035,token_tzy,9,,9星傀儡羊，英雄升星时可以用来代替9星英雄素材,,,,,,0,,
2036,1,战旗币,2,1,2,5,0,43,item_2036,token_zqb,,,战旗币，可以在战旗商店中购买商品,,,,,,0,,
2037,1,迷宫币,2,1,2,4,0,44,item_2037,token_mgb,,,迷宫币，可以在迷宫商店购买商品,,,,,,0,,
2038,1,女神之泪,2,1,2,5,0,44,item_2038,token_nszl,,,女神之泪，可以在神殿迷宫中让全员复活并回复怒气,,,,,,0,,
2039,1,神威结晶,2,1,2,5,0,44,item_2039,token_swjj,,,神威结晶，蕴含巨大的能量，可以让英雄突破极限，升到更高的星级,,,,,,1,,
2040,1,6星傀儡羊,2,1,2,5,0,,item_2035,token_tzy,6,,6星傀儡羊，英雄升星时可以用来代替6星英雄素材,,,,,,0,,
2041,1,10星傀儡羊,2,1,2,5,0,,item_2035,token_tzy,10,,10星傀儡羊，英雄升星时可以用来代替10星英雄素材,,,,,,0,,
2042,1,活动挑战券,2,1,2,4,0,,item_2042,token_lqtzq,,,活动挑战券，用来参加挑战活动的入场券,,,,,,0,,
2043,1,大鲨鱼,8,1,2,5,0,,item_2043,token_dsy,,,海滩渔场捕获的稀有海洋生物,,,,,,0,,
2044,1,金枪鱼,8,1,2,4,0,,item_2044,token_jqy,,,海滩渔场捕获的稀有海洋生物,,,,,,0,,
2045,1,大海龟,8,1,2,3,0,,item_2045,token_dhg,,,海滩渔场捕获的稀有海洋生物,,,,,,0,,
2046,1,海星,8,1,2,2,0,,item_2046,token_hx,,,海滩渔场捕获的普通海洋生物,,,,,,0,,
2047,1,沙丁鱼,8,1,2,1,0,,item_2047,token_sdy,,,海滩渔场捕获的普通海洋生物,,,,,,0,,
2048,1,贝壳,8,1,2,0,0,,item_2048,token_bk,,,海滩渔场捕获的普通海洋生物,,,,,,0,,
2049,1,极品鱼饵,8,1,2,4,0,,item_2049,token_jpye,,,钓鱼用的高档鱼饵,,,,,,0,,
2050,1,美味鱼饵,8,1,2,3,0,,item_2050,token_mwye,,,钓鱼用的中档鱼饵,,,,,,0,,
2051,1,普通鱼饵,8,1,2,2,0,,item_2051,token_ptye,,,钓鱼用的低档鱼饵,,,,,,0,,
2052,1,矿工积分,5,1,2,3,0,,item_2052,token_kgjf,,,矿工之间互相兑换物品的货币，可在矿工商店兑换稀有奖励,,,,,,0,,47
2053,1,王权勋章,2,1,2,4,0,"4,14",item_2053,token_wqxz,,,代表威望的勋章，可以用来提升爵位,,,,,,1,,
2054,1,矿工铲子,2,1,2,4,0,,item_2054,token_kgcz,,,矿工挖矿用的铲子，用于黄金矿工玩法,,,,,,0,,
2055,1,神宠粉尘,2,1,2,3,0,,item_2055,token_2055,,,神宠分解后残留的粉尘，可以用来升级水晶或者强化神宠,,,,,,0,,
2056,1,普通神宠蛋,2,1,2,2,0,,item_2056,token_2056,,,普通的神宠蛋，有极低的几率孵化出橙色宠物,,,,,,0,,
2057,1,稀有神宠蛋,2,1,2,3,0,,item_2057,token_2057,,,稀有的神宠蛋，有几率孵化出橙色宠物,,,,,,0,,
2058,1,特级神宠蛋,2,1,2,4,0,,item_2058,token_2058,,,特级的神宠蛋，有较大几率孵化出橙色宠物,,,,,,1,,
2059,1,幻之神宠蛋,2,1,2,5,0,,item_2059,token_2059,,,极其稀少的神宠蛋，有几率孵化出红色宠物,,,,,,1,,
2060,1,皮肤精华,2,1,2,4,0,,item_2060,token_2060,,,拥有英雄皮肤的力量的精华，收集可以兑换皮肤,,,,,,1,,
2063,1,2小时金币卡,14,1,2,2,0,,item_2063,token_jbk,,,立即获得挂机2小时的金币收益,"""jinbi"",7200",,,,,0,,
2064,1,2小时英雄经验卡,14,1,2,3,0,,item_2064,token_jyk,,,立即获得挂机2小时的英雄经验,"""useexp"",7200",,,,,0,,
2065,1,天梯积分,2,1,2,3,0,,item_2065,token_2065,,,跨服天梯的积分，可以用于天梯商店中购买专属神器,,,,,,0,,
2066,1,专属神器之魂,2,1,2,4,0,,item_2066,token_2066,,,可以替代任意专属神器，用来专属神器等级,,,,,,0,,
2068,1,考古队秒表,2,1,2,4,0,,item_2068,token_kgjsdj,,,用它制定出精确到秒的考古计划书，愿上天保佑我们的队友可以认真执行，可以用于激活考古加速,,,,,,0,,
2069,1,考古金币,2,1,2,4,0,,item_2069,token_kgjb,,,黄金铸造而成，似乎属于上一个时代的神秘金币，可以在地精商人兑换传说文物,,,,,,0,,
2070,1,考古银币,2,1,2,3,0,,item_2070,token_kgyb,,,白银铸造而成，似乎属于上一个时代的神秘银币，可以在地精商人兑换随机文物,,,,,,0,,
2071,1,圣器之魂,2,1,2,3,0,,item_2071,token_2072,,,圣器分解后残留的能量，可以替代任意圣器作为材料对圣器进行强化,,,,,,0,,
2072,1,天梯币,2,1,2,4,0,47,item_2072,token_2071,,,在天梯战斗后获得的天梯币，可在天梯商店中购买英雄的专属圣器,,,,,,0,,
2073,1,星魂币,10,1,2,4,0,29,item_2073,token_2073,,,开启星魂礼包获取，可以用于购买星魂商店商品,,,,,,0,29,
2074,1,5星亡灵傀儡羊,2,1,2,4,0,,item_2035,token_tzy,5,1,5星亡灵傀儡羊，英雄升星时可以用来代替5星亡灵素材,,,,,,0,,
2075,1,5星奥术傀儡羊,2,1,2,4,0,,item_2035,token_tzy,5,2,5星奥术傀儡羊，英雄升星时可以用来代替5星奥术素材,,,,,,0,,
2076,1,5星邪能傀儡羊,2,1,2,4,0,,item_2035,token_tzy,5,3,5星邪能傀儡羊，英雄升星时可以用来代替5星邪能素材,,,,,,0,,
2077,1,5星自然傀儡羊,2,1,2,4,0,,item_2035,token_tzy,5,4,5星自然傀儡羊，英雄升星时可以用来代替5星自然素材,,,,,,0,,
2078,1,5星黑暗傀儡羊,2,1,2,4,0,,item_2035,token_tzy,5,5,5星黑暗傀儡羊，英雄升星时可以用来代替5星黑暗素材,,,,,,0,,
2079,1,5星光明傀儡羊,2,1,2,4,0,,item_2035,token_tzy,5,6,5星光明傀儡羊，英雄升星时可以用来代替5星光明素材,,,,,,0,,
2080,1,6星亡灵傀儡羊,2,1,2,5,0,,item_2035,token_tzy,6,1,6星亡灵傀儡羊，英雄升星时可以用来代替6星亡灵素材,,,,,,0,,
2081,1,6星奥术傀儡羊,2,1,2,5,0,,item_2035,token_tzy,6,2,6星奥术傀儡羊，英雄升星时可以用来代替6星奥术素材,,,,,,0,,
2082,1,6星邪能傀儡羊,2,1,2,5,0,,item_2035,token_tzy,6,3,6星邪能傀儡羊，英雄升星时可以用来代替6星邪能素材,,,,,,0,,
2083,1,6星自然傀儡羊,2,1,2,5,0,,item_2035,token_tzy,6,4,6星自然傀儡羊，英雄升星时可以用来代替6星自然素材,,,,,,0,,
2084,1,6星黑暗傀儡羊,2,1,2,5,0,,item_2035,token_tzy,6,5,6星黑暗傀儡羊，英雄升星时可以用来代替6星黑暗素材,,,,,,0,,
2085,1,6星光明傀儡羊,2,1,2,5,0,,item_2035,token_tzy,6,6,6星光明傀儡羊，英雄升星时可以用来代替6星光明素材,,,,,,0,,
2086,1,战场勋章,2,1,2,3,0,,item_2086,token_2086,,,阿拉希战场中的荣誉象征，可以用于抽取战场转盘奖励,,,,,,0,,
2087,1,返利津贴,2,1,2,3,0,,item_2087,token_2087,,,节日的返利津贴，在双十一活动中可以获得返利的机会,,,,,,0,,
2088,1,决斗币,2,1,2,3,0,,item_2088,token_2088,,,参加决斗盛典获得的货币，可以在决斗商店中购买商品,,,,,,0,,
2089,1,饰品觉醒石,2,1,2,5,0,,item_2089,token_2089,,,用于饰品觉醒，可以在决斗商店中购买,,,,,,1,,
2090,1,皮肤碎片,2,1,2,5,0,,item_2090,token_2090,,,重复皮肤分解获得，可以在皮肤商店中购买商品,,,,,,1,,
2091,1,泰坦神铁矿,2,1,2,5,0,,item_2091,token_2091,,,通过传说大厅兑换获得，可以用于传说英雄锻造,,,,,,1,,
2092,1,传说精粹,2,1,2,5,0,,item_2092,token_2092,,,通过传说大厅兑换获得,,,,,,1,,
2093,1,灵魂灰烬,2,1,2,5,0,,item_2093,token_2093,,,用于传说大厅兑换成传说精粹和泰坦神铁矿，可通过噬渊战场获得,,,,,,1,,
3001,1,蓝色饰品碎片,3,1,4,2,0,,item_3001,token_yhsp,,,筹齐20个碎片可合成随机蓝色饰品,,"""3001""",,20,,0,,
3002,1,紫色饰品碎片,3,1,4,3,0,"1,16",item_3002,token_yhsp,,,筹齐30个碎片可合成随机紫色饰品,,"""3002""",,30,,0,,
3003,1,橙色饰品碎片,3,1,4,4,0,"3,16",item_3003,token_yhsp,,,筹齐50个碎片可合成随机橙色饰品,,"""3003""",,50,,0,,
3004,1,红色饰品碎片,3,1,4,5,0,26,item_3004,token_yhsp,,,筹齐100个碎片可合成随机红色饰品,,"""3004""",,100,,1,,
3005,1,橙色专属饰品碎片,3,1,4,4,0,"16,28",item_3005,token_yhsp,,,筹齐50个碎片可合成随机橙色种族专属饰品,,"""3005""",,50,,0,,
3006,1,红色专属饰品碎片,3,1,4,5,0,,item_3006,token_yhsp,,,筹齐100个碎片可合成随机红色种族专属饰品,,"""3006""",,100,,1,,
3501,1,特级神宠蛋碎片,3,1,2,4,0,,item_3051,token_3501,,,筹齐50个碎片可合成特级神宠蛋,,"""3501""",,50,,0,,
3502,1,幻之神宠蛋碎片,3,1,2,5,0,,item_3052,token_3502,,,筹齐100个碎片可合成幻之神宠蛋,,"""3502""",,100,,1,,
4001,1,三星英雄碎片,12,1,3,2,0,"4,9",hero_3,token_yhsp,3,,集齐20个碎片可召唤三星英雄,,"""4001""",,20,,0,,
4002,1,四星英雄碎片,12,1,3,3,0,"4,9,6",hero_4,token_yhsp,4,,集齐30个碎片可召唤四星英雄,,"""4002""",,30,,0,,
4003,1,四星亡灵碎片,12,1,3,3,0,6,hero_4,token_yhsp,4,1,集齐30个碎片可召唤亡灵阵营四星英雄,,"""4003""",,30,,0,,
4004,1,四星奥术碎片,12,1,3,3,0,6,hero_4,token_yhsp,4,2,集齐30个碎片可召唤奥术阵营四星英雄,,"""4004""",,30,,0,,
4005,1,四星邪能碎片,12,1,3,3,0,6,hero_4,token_yhsp,4,3,集齐30个碎片可召唤邪能阵营四星英雄,,"""4005""",,30,,0,,
4006,1,四星自然碎片,12,1,3,3,0,6,hero_4,token_yhsp,4,4,集齐30个碎片可召唤自然阵营四星英雄,,"""4006""",,30,,0,,
4007,1,四星暗影碎片,12,1,3,3,0,6,hero_4,token_yhsp,4,5,集齐30个碎片可召唤暗影阵营四星英雄,,"""4007""",,30,,0,,
4008,1,四星光明碎片,12,1,3,3,0,6,hero_4,token_yhsp,4,6,集齐30个碎片可召唤神圣阵营四星英雄,,"""4008""",,30,,0,,
4009,1,五星英雄碎片,12,1,3,4,0,"1,15,6,8,26",hero_5,token_yhsp,5,,集齐50个碎片可召唤五星英雄,,"""4009""",,50,,1,,
4010,1,五星亡灵碎片,12,1,3,4,0,6,hero_5,token_yhsp,5,1,集齐50个碎片可召唤亡灵阵营五星英雄,,"""4010""",,50,,0,,
4011,1,五星奥术碎片,12,1,3,4,0,6,hero_5,token_yhsp,5,2,集齐50个碎片可召唤奥术阵营五星英雄,,"""4011""",,50,,0,,
4012,1,五星邪能碎片,12,1,3,4,0,6,hero_5,token_yhsp,5,3,集齐50个碎片可召唤邪能阵营五星英雄,,"""4012""",,50,,0,,
4013,1,五星自然碎片,12,1,3,4,0,6,hero_5,token_yhsp,5,4,集齐50个碎片可召唤自然阵营五星英雄,,"""4013""",,50,,0,,
4014,1,五星暗影碎片,12,1,3,4,0,"8,6",hero_5,token_yhsp,5,5,集齐50个碎片可召唤暗影阵营五星英雄,,"""4014""",,50,,0,,
4015,1,五星光明碎片,12,1,3,4,0,"8,6",hero_5,token_yhsp,5,6,集齐50个碎片可召唤神圣阵营五星英雄,,"""4015""",,50,,0,,
4016,1,六星英雄碎片(内网),12,1,3,5,0,,hero_6,,6,,集齐100个碎片可召唤六星英雄,,"""4016""",,100,,0,,
4017,1,六星亡灵碎片(内网),12,1,3,5,0,,hero_6,,6,1,集齐100个碎片可召唤亡灵阵营六星英雄,,"""4017""",,100,,0,,
4018,1,六星奥术碎片(内网),12,1,3,5,0,,hero_6,,6,2,集齐100个碎片可召唤奥术阵营六星英雄,,"""4018""",,100,,0,,
4019,1,六星邪能碎片(内网),12,1,3,5,0,,hero_6,,6,3,集齐100个碎片可召唤邪能阵营六星英雄,,"""4019""",,100,,0,,
4020,1,六星自然碎片(内网),12,1,3,5,0,,hero_6,,6,4,集齐100个碎片可召唤自然阵营六星英雄,,"""4020""",,100,,0,,
4021,1,六星暗影碎片(内网),12,1,3,5,0,,hero_6,,6,5,集齐100个碎片可召唤暗影阵营六星英雄,,"""4021""",,100,,0,,
4022,1,六星光明碎片(内网),12,1,3,5,0,,hero_6,,6,6,集齐100个碎片可召唤神圣阵营六星英雄,,"""4022""",,100,,0,,
4023,1,五星光暗碎片,12,1,3,4,0,,hero_7,,5,,集齐50个碎片可随机召唤一名神圣或暗影英雄,,"""4023""",,50,,0,,
4025,1,亡灵精英碎片,12,1,3,4,0,,hero_8,token_yhsp,5,1,集齐50个碎片可召唤亡灵精英五星英雄,,"""4025""",,50,,1,,
4026,1,奥术精英碎片,12,1,3,4,0,,hero_8,token_yhsp,5,2,集齐50个碎片可召唤奥术精英五星英雄,,"""4026""",,50,,1,,
4027,1,邪能精英碎片,12,1,3,4,0,,hero_8,token_yhsp,5,3,集齐50个碎片可召唤邪能精英五星英雄,,"""4027""",,50,,1,,
4028,1,自然精英碎片,12,1,3,4,0,,hero_8,token_yhsp,5,4,集齐50个碎片可召唤自然精英五星英雄,,"""4028""",,50,,1,,
5000,1,探宝铲,5,1,2,4,0,,item_5000,token_5000,,,用于考古探宝的铲子，说不定能挖到神秘宝藏哦。,,,,,,0,,0
5001,1,台历,5,1,2,3,0,,item_5001,token_5001,,,用于记载日期等当天相关信息的日常出版物。,,,,,,0,,0
5002,1,玫瑰花,5,1,2,3,0,,item_5002,token_5002,,,玫瑰有约，爱情永驻，一束玫瑰，一生钟情！,,,,,,0,,0
5003,1,康乃馨,5,1,2,3,0,,item_5003,token_5003,,,妇女节赠予妇女们的美丽鲜花。,,,,,,0,,0
5004,1,树苗,5,1,2,3,0,,item_5004,token_5004,,,要想富，少生孩子多种树。,,,,,,0,,0
5005,1,玩偶,5,1,2,3,0,,item_5005,token_5005,,,通过各种方式互相欺骗和捉弄一下。,,,,,,0,,0
5006,1,风筝,5,1,2,3,0,,item_5006,token_5006,,,放飞风筝，意喻求福、长寿和喜庆。,,,,,,0,,0
5007,1,铁锹,5,1,2,3,0,,item_5007,token_5007,,,热爱劳动，从我做起，劳动最光荣。,,,,,,0,,0
5008,1,棒棒糖,5,1,2,3,0,,item_5008,token_5008,,,从小到大都很喜欢吃的食用糖果。,,,,,,0,,0
5012,1,奖章,5,1,2,3,0,,item_5012,token_5012,,,卓越的贡献而获得的充满荣耀的功章。,,,,,,0,,0
5013,1,粉笔,5,1,2,3,0,,item_5013,token_5013,,,辛勤的园丁用它来给学生传输知识。,,,,,,0,,0
5014,1,纪念币,5,1,2,3,0,,item_5014,token_5014,,,祖国生日非常有纪念意义的收藏品。,,,,,,0,,0
5015,1,烟火,5,1,2,3,0,,item_5015,token_5015,,,美丽的烟花，非常的好看。,,,,,,0,,0
5016,1,南瓜灯,5,1,2,3,0,,item_5016,token_5016,,,它不单是一个南瓜，还是庆祝万圣节的标志物,,,,,,0,,0
5017,1,糖果,5,1,2,3,0,,item_5017,token_5017,,,不给糖果就捣蛋。,,,,,,0,,0
5018,1,魔法扫帚,5,1,2,3,0,,item_5018,token_5018,,,巫师们最常使用的交通工具，也被用于魔法世界的运动比赛。,,,,,,0,,0
5019,1,T恤,5,1,2,3,0,,item_5019,token_5019,,,作为一名单身贵族，一人吃饱，全家不饿。,,,,,,0,,0
5020,1,证书,5,1,2,3,0,,item_5020,token_5020,,,我是光棍，我骄傲。,,,,,,0,,0
5021,1,优惠券,5,1,2,3,0,,item_5021,token_5021,,,领到就是赚到，热销商品超值入手,,,,,,0,,0
5022,1,圣诞树,5,1,2,3,0,,item_5022,token_5022,,,圣诞树是圣诞节庆祝中最有名的传统，在常青树上进行装扮。,,,,,,0,,0
5023,1,火鸡,5,1,2,3,0,,item_5023,token_5023,,,相传养火鸡可消除火灾，是节日的美味佳肴。,,,,,,0,,0
5024,1,圣诞袜,5,1,2,3,0,,item_5024,token_5024,,,用来装圣诞礼物，晚上挂于床边，次日早上收礼。,,,,,,0,,0
5025,1,饺子,5,1,2,3,0,,item_5025,token_5025,,,形如元宝，意喻招财进宝，寄托人们对新一年的祈望。,,,,,,0,,0
5026,1,鞭炮,5,1,2,3,0,,item_5026,token_5026,,,春节燃放爆竹，以噼里啪啦的爆竹声辞旧迎新，烘托气氛。,,,,,,0,,0
5027,1,春联,5,1,2,3,0,,item_5027,token_5027,,,每逢春节，贴春联，抒发对新年的美好愿望。,,,,,,0,,0
5028,1,汤圆,5,1,2,3,0,,item_5028,token_5028,,,元宵节这天吃汤圆，意喻团团圆圆、平平安安。,,,,,,0,,0
5029,1,舞狮子,5,1,2,3,0,,item_5029,token_5029,,,节日舞狮，祈望生活吉祥如意，事事平安。,,,,,,0,,0
5030,1,花灯,5,1,2,3,0,,item_5030,token_5030,,,花灯高挂，寓意着一片光明，代代相袭。,,,,,,0,,0
5031,1,粽子,5,1,2,3,0,,item_5031,token_5031,,,民间有端午节吃粽子的习惯，是为了纪念楚国大臣屈原。,,,,,,0,,0
5032,1,龙舟,5,1,2,3,0,,item_5032,token_5032,,,端午节赛龙舟历史悠久，是我国民间传统的水上娱乐项目。,,,,,,0,,0
5033,1,巧果,5,1,2,3,0,,item_5033,token_5033,,,爱是巧克力，是融化的心，是对恋人浓厚的情谊。,,,,,,0,,0
5034,1,月饼,5,1,2,3,0,,item_5034,token_5034,,,月圆之夜吃月饼，寓意家人团圆，寄托思念。,,,,,,0,,0
5035,1,桂花酒,5,1,2,3,0,,item_5035,token_5035,,,中秋之夜，喝上一杯桂花蜜酒，欢庆合家甜蜜。,,,,,,0,,0
5036,1,重阳糕,5,1,2,3,0,,item_5036,token_5036,,,又称桂花糕，重阳节这天吃糕代替“登高”的意思。,,,,,,0,,0
5037,1,菊花,5,1,2,3,0,,item_5037,token_5037,,,重阳日，历来就有赏菊花的风俗，在中国古俗中，菊花象征着长寿。,,,,,,0,,0
5038,1,腊八粥,5,1,2,3,0,,item_5038,token_5038,,,腊八节这一天，民间流传着吃“腊八粥”，以庆祝丰收，流传至今。,,,,,,0,,0
5039,1,游泳圈,5,1,2,3,0,,item_5039,token_5039,,,夏日戏水必备，安全第一哦！,,,,,,0,,0
5040,1,冰阔乐,5,1,2,3,0,,item_5040,token_5040,,,红色的标志色，代表着真正的快乐。,,,,,,0,,0
5041,1,冰激凌,5,1,2,3,0,,item_5041,token_5041,,,又冰又甜的冰激凌，炎热夏天，老幼妇孺都爱它。,,,,,,0,,0
5042,1,草帽,5,1,2,3,0,,item_5042,token_5042,,,草帽上面不知道为什么可以闻到海的味道。,,,,,,0,,0
5043,1,太阳眼镜,5,1,2,3,0,,item_5043,token_5043,,,就算戴了太阳眼镜，也不可以直视太阳哦。,,,,,,0,,0
5044,1,西瓜,5,1,2,3,0,,item_5044,token_5044,,,冰镇西瓜，夏日佳品，水超多的！,,,,,,0,,0
5045,1,枫叶,5,1,2,3,0,,item_5045,token_5045,,,落下的枫叶，代表了对故里的思念。,,,,,,0,,0
5046,1,雪花,5,1,2,3,0,,item_5046,token_5046,,,冬天的精灵，最完美的形状。,,,,,,0,,0
5047,1,果篮,5,1,2,3,0,,item_5047,token_5047,,,新鲜的水果搭出的漂亮的果篮，走亲访友最佳礼品。,,,,,,0,,0
5048,1,鲜花,5,1,2,3,0,,item_5048,token_5048,,,可以完美配合任何节日的礼物，送出一份心意，收获一份温情。,,,,,,0,,0
5049,1,传说招募卡,5,1,2,5,0,,item_5049,token_5049,,,用于在传说招募活动中抽取英雄，活动结束后清除,,,,,,0,,63
5050,1,传说兑换积分,5,1,2,4,0,,item_5050,token_5050,,,可以用来在传说招募活动的兑换商店中兑换道具，活动结束后清除,,,,,,0,,63
5051,1,幸运骰子,5,1,2,4,0,,item_5051,token_5051,,,用来参与庆典活动的幸运骰子，走到终点有机会拿到大奖哦,,,,,,0,,60
5052,1,锦鲤,5,1,2,4,0,,item_5052,token_5052,,,带来好运的锦鲤，看到了赶紧吸一吸！,,,,,,0,,0
5053,1,高档面粉,5,1,2,2,0,,item_5053,token_5053,,,高档面粉，是做节日美食的必备材料,,,,,,0,,62
5054,1,山泉水,5,1,2,2,0,,item_5054,token_5054,,,纯净山泉水，是做节日美食的必备材料,,,,,,0,,62
5055,1,五仁馅料,5,1,2,1,0,,item_5055,token_5055,,,五仁馅料，可以做出五仁月饼,,,,,,0,,0
5056,1,火腿馅料,5,1,2,2,0,,item_5056,token_5056,,,火腿馅料，可以做出火腿月饼,,,,,,0,,0
5057,1,莲蓉馅料,5,1,2,3,0,,item_5057,token_5057,,,莲蓉馅料，可以做出莲蓉月饼,,,,,,0,,0
5058,1,蛋黄馅料,5,1,2,4,0,,item_5058,token_5058,,,蛋黄馅料，可以做出蛋黄月饼,,,,,,0,,0
5059,1,奶黄流心馅料,5,1,2,5,0,,item_5059,token_5059,,,奶黄流心馅料，可以做出奶黄流心月饼,,,,,,0,,0
5060,1,莲蓉双黄馅料,5,1,2,5,0,,item_5060,token_5060,,,莲蓉双黄馅料，可以做出莲蓉双黄月饼,,,,,,0,,0
5061,1,满月,5,1,2,5,0,,item_5061,token_5061,,,代表中秋的满月，收集可以兑换豪华礼品,,,,,,0,,62
5062,1,狂欢抽奖券,5,1,2,5,0,,item_5062,token_5062,,,参加狂欢奖池的必须品，说不定可以获得豪华大奖哦！,,,,,,0,,66
5063,1,狂欢兑换券,5,1,2,5,0,,item_5063,token_5063,,,参加狂欢兑换的必需品，可以兑换到豪华大奖！,,,,,,0,,66
5064,1,饺子皮,5,1,2,2,0,,item_5064,token_5064,,,饺子皮，是做饺子的必备材料,,,,,,0,,0
5065,1,大白菜,5,1,2,2,0,,item_5065,token_5065,,,大白菜，是做饺子的底料,,,,,,0,,0
5066,1,韭菜馅料,5,1,2,1,0,,item_5066,token_5066,,,韭菜馅料，可以做出韭菜饺子,,,,,,0,,0
5067,1,香菇馅料,5,1,2,2,0,,item_5067,token_5067,,,香菇馅料，可以做出香菇饺子,,,,,,0,,0
5068,1,莲藕馅料,5,1,2,3,0,,item_5068,token_5068,,,莲藕馅料，可以做出莲藕饺子,,,,,,0,,0
5069,1,海鲜馅料,5,1,2,4,0,,item_5069,token_5069,,,海鲜馅料，可以做出海鲜饺子,,,,,,0,,0
5070,1,牛肉馅料,5,1,2,5,0,,item_5070,token_5070,,,牛肉馅料，可以做出牛肉饺子,,,,,,0,,0
5071,1,猪肉馅料,5,1,2,5,0,,item_5071,token_5071,,,猪肉馅料，可以做出猪肉饺子,,,,,,0,,0
5072,1,元旦,5,1,2,5,0,,item_5072,token_5072,,,元旦的象征，收集可以兑换豪华礼品,,,,,,0,,0
5073,1,人气应援券,5,1,2,5,0,,item_5073,token_5073,,,用来为心仪英雄打榜的应援券，如果支持的英雄拿到前四可以瓜分大奖池哦！,,,,,,0,,0
5074,1,人气兑换券,5,1,2,5,0,,item_5074,token_5074,,,为英雄打榜后获得的兑换券，可以兑换豪华奖励！,,,,,,0,,0
5075,1,元宵券,5,1,2,2,0,,item_5075,token_5075,,,元宵券，可以在元宵商市中兑换元宵,,,,,,0,,0
5076,1,元宵快乐,5,1,2,5,0,,item_5076,token_5076,,,元宵的象征，收集可以兑换豪华礼品,,,,,,0,,0
5077,1,苹果的种子,5,1,2,5,0,,item_5077,token_5077,,,苹果的种子，收集可以兑换豪华礼品,,,,,,0,,0
5078,1,愚人节兑换券,5,1,2,5,0,,item_5078,token_5078,,,愚人节兑换券，收集可以兑换豪华礼品,,,,,,0,,0
5079,1,派对狂欢券,5,1,2,5,0,,item_5079,token_5079,,,派对狂欢券，收集可以参与欢乐抽奖,,,,,,0,,0
5080,1,虚空硬币,5,1,2,5,0,,item_5080,token_5080,,,虚空硬币，收集后可用于挑战劳动试炼,,,,,,0,,0
5081,1,五一之星,5,1,2,5,0,,item_5081,token_5081,,,五一之星，收集可以兑换豪华礼品,,,,,,0,,0
5082,1,助威战鼓,5,1,2,5,0,,item_5082,token_5082,,,助威战鼓，收集后可以给龙舟来助威,,,,,,0,,0
5083,1,五花肉粽,5,1,2,5,0,,item_5083,token_5083,,,五花肉粽，收集可以兑换豪华礼品,,,,,,0,,0
5084,1,西瓜兑换券,5,1,2,5,0,,item_5084,token_5084,,,西瓜兑换券，收集可以兑换豪华礼品,,,,,,0,,0
5085,1,西瓜入场券,5,1,2,5,0,,item_5085,token_5085,,,西瓜入场券，收集可以参与剑圣砍西瓜,,,,,,0,,0
5086,1,夏日冷饮,5,1,2,5,0,,item_5086,token_5086,,,夏日冷饮，收集可以兑换豪华礼品,,,,,,0,,0
5087,1,红头绳结,5,1,2,5,0,,item_5087,token_5087,,,红头绳结，收集可以为鹊桥助力,,,,,,0,,0
5088,1,七夕巧果,5,1,2,5,0,,item_5088,token_5088,,,七夕巧果，收集可以兑换豪华礼品,,,,,,0,,0
5089,1,3周年庆典积分,5,1,2,5,0,,item_5089,token_5089,,,3周年庆典积分，收集可以参与庆典活跃,,,,,,0,,77
5090,1,3周年狂欢券,5,1,2,5,0,,item_5090,token_5090,,,3周年狂欢券，收集可以参与庆典宝藏,,,,,,0,,77
5091,1,3周年奖章,5,1,2,5,0,,item_5091,token_5091,,,3周年奖章，收集可以兑换豪华礼品,,,,,,0,,77
5092,1,豆沙馅料,5,1,2,1,0,,item_5092,token_5092,,,豆沙馅料，可以做出豆沙月饼,,,,,,0,,62
5093,1,桂花馅料,5,1,2,2,0,,item_5093,token_5093,,,桂花馅料，可以做出桂花月饼,,,,,,0,,62
5094,1,梅干馅料,5,1,2,3,0,,item_5094,token_5094,,,梅干馅料，可以做出梅干月饼,,,,,,0,,62
5095,1,山楂馅料,5,1,2,4,0,,item_5095,token_5095,,,山楂馅料，可以做出山楂月饼,,,,,,0,,62
5096,1,酥皮杏仁馅料,5,1,2,5,0,,item_5096,token_5096,,,酥皮杏仁馅料，可以做出酥皮杏仁月饼,,,,,,0,,62
5097,1,冰皮枣泥馅料,5,1,2,5,0,,item_5097,token_5097,,,冰皮枣泥馅料，可以做出冰皮枣泥月饼,,,,,,0,,62
5098,1,金秋抽奖卷,5,1,2,5,0,,item_5098,token_5098,,,金秋抽奖卷，收集可参加金秋奖池,,,,,,0,,0
5099,1,枫叶,5,1,2,5,0,,item_5099,token_5099,,,金秋枫叶，收集可兑换豪华礼品,,,,,,0,,0
