英雄ID,英雄名称,放置名称,评论ID,英雄种族,品质星级,圣器,卷轴类型,职业,品质,定位,模型,头像,十星模型,十星头像,升星材料,成长编号,被动开启等级,普攻,怒气,怒气名称,怒气描述,被动1,被动1名称,被动1描述,被动2,被动2名称,被动2描述,被动3,被动3名称,被动3描述,怒气图标,被动1图标,被动2图标,被动3图标,配音,是否有独立的施法动画,攻击频率,塔防攻击
33015,魅影女妖,罗格,3301,3,5,,1,3,4,hpzl,33015,33015,,,,33015,"[3,5]",5,33015012,痛苦流星,怒气技能：对敌方随机3个目标130%攻击伤害，并恢复我方前排英雄85%攻击生命,"""33015114"",""33014124""",伤害增加,被动效果：拥有美丽的外表，每次普攻增加10%攻击，10%暴击，持续6回合,"""33015214""",魅惑,被动效果：魅影女妖魅惑敌人，普攻有50%概率降低对方攻击20%，持续2回合,,,,skillico_005,skillico_215,skillico_056,,"""33014"",""33015""",0,500,85
33024,邪灵术士,诺玛,3302,3,4,,0,3,3,,33024,33024,,,,33024,"[2,4]",6,33024012,生命虹吸,怒气技能：对敌方生命最少的目标造成145%攻击伤害并回复生命最少的友军攻击181%生命,"""33024114""",赋予生机,被动效果：身为术士，拥有各种奇特的攻击手段，普攻有51%概率赋予友军生机，使生命最少的友军恢复49%攻击等量生命,"""33024214""",恢复,被动效果：在自己身上做的实验太多了，身体已经变异了，受到攻击时100%概率使自己恢复36%攻击等量生命（受控可触发恢复效果）,,,,skillico_042,skillico_223,skillico_223,,"""33024"",""33025"",""33026""",0,500,70
33025,邪灵术士,诺玛,3302,3,5,,2,3,4,qpzl,33025,33025,,,,33025,"[3,5]",6,33025012,生命虹吸,怒气技能：对敌方生命最少的目标造成154%攻击伤害并回复生命最少的友军攻击281%生命,"""33025114""",赋予生机,被动效果：身为术士，拥有各种奇特的攻击手段，普攻有51%概率赋予友军生机，使生命最少的友军恢复91%攻击等量生命,"""33025214""",恢复,被动效果：在自己身上做的实验太多了，身体已经变异了，受到攻击时100%概率使自己恢复44%攻击等量生命（受控可触发恢复效果）,,,,skillico_042,skillico_223,skillico_223,,"""33024"",""33025"",""33026""",0,500,90
33026,邪灵术士,诺玛,3302,3,6,33026,0,3,5,,33026,33026,,,33025,33026,"[2,4,6]",6,33026012,生命虹吸2,怒气技能：对敌方生命最少的目标造成172%攻击伤害并回复生命最少的友军402%攻击等量生命,"""33026114""",赋予生机2,被动效果：身为术士，拥有各种奇特的攻击手段，普攻有51%概率赋予友军生机，使生命最少的友军恢复112%攻击等量生命,"""33026214""",恢复2,被动效果：在自己身上做的实验太多了，身体已经变异了，受到攻击时100%概率使自己恢复52%攻击等量生命（受控可触发恢复效果）,"""33026311"",""33026321""",邪能之力2,被动效果：掌握了邪能的奥秘，攻击增加21%，生命增加16%,skillico_042,skillico_223,skillico_223,skillico_268,"""33024"",""33025"",""33026""",0,500,105
33035,王牌地精,克罗斯,3303,3,5,,4,3,4,qtkz,33035,33035,,,,33035,"[2,3,5]",33035002,33035012,跟踪导弹,怒气技能：对随机4名敌人造成110%攻击伤害并虚弱3回合，同时为一名随机己方英雄恢复50点怒气（虚弱会使目标额外受到50%伤害，不可叠加）,"""33035104""",地精射线,被动效果：普攻变为攻击后排敌人，造成75%攻击伤害并减少目标5%护甲3回合，同时为我方生命最低2名英雄恢复生命上限10%生命,"""33035201"",""33035211"",""33035221""",地精科技,被动效果：生命增加20%，速度增加20，减伤率增加10%,"""33035304""",紧急脱出,被动效果：当生命低于50%时，对所有敌人有25%几率造成眩晕2回合（仅触发一次）,skillico_3303_1,skillico_3303_2,skillico_3303_3,skillico_3303_4,"""33035"",""33036"",""3303a""",1,500,105
33036,王牌地精,克罗斯,3303,3,6,33036,0,3,5,qtkz,33036,33036,3303a,3303a,33035,33036,"[2,4,6]",33036002,33036012,跟踪导弹2,怒气技能：对随机4名敌人造成128%攻击伤害并虚弱3回合，同时为一名随机己方英雄恢复75点怒气（虚弱会使目标额外受到50%伤害，不可叠加）,"""33036104""",地精射线2,被动效果：普攻变为攻击后排敌人，造成80%攻击伤害并减少目标10%护甲3回合，同时为我方生命最低2名英雄恢复生命上限15%生命,"""33036201"",""33036211"",""33036221""",地精科技2,被动效果：生命增加25%，速度增加40，减伤率增加15%,"""33036304""",紧急脱出2,被动效果：当生命低于50%时，对所有敌人有40%几率造成眩晕2回合（仅触发一次）,skillico_3303_1,skillico_3303_2,skillico_3303_3,skillico_3303_4,"""33035"",""33036"",""3303a""",1,500,120
33045,邪龙妖姬,依格妮斯,3304,3,5,,4,3,4,qpzl,33045,33045,,,,33045,"[2,3,5]",33045002,33045012,邪龙之灵,怒气技能：对前排敌人造成120%攻击伤害，使血量最低的我方英雄恢复邪龙妖姬生命上限25%的生命；并增加相邻位置的我方英雄（优先选择位置靠前的我方英雄）10%伤减率3回合和30点怒气。,"""33045201"",""33045211"",""33045221"",""33045104""",邪龙血脉,被动效果：生命增加20%，伤减率增加10%，造成治疗量提高15%，速度增加20。,"""33045304""",邪龙之息,被动效果：普通攻击时，消耗自身10%当前生命值，使血量最低的3名我方英雄恢复邪龙妖姬生命上限10%的生命，并增加5%伤减率2回合。,"""33045404""",龙吟,被动效果：死亡后，使位置相邻的我方英雄（优先选择位置靠前的我方英雄）恢复生命上限30%的生命，并增加30怒气和20%免控率,skillico_3304_1,skillico_3304_2,skillico_3304_3,skillico_3304_4,"""33045"",""33046"",""3304a""",1,500,105
33046,邪龙妖姬,依格妮斯,3304,3,6,33046,0,3,5,qpzl,33046,33046,3304a,3304a,33045,33046,"[2,4,6]",33046002,33046012,邪龙之灵2,怒气技能：对前排敌人造成160%攻击伤害，使血量最低的我方英雄恢复邪龙妖姬生命上限35%的生命；并增加相邻位置的我方英雄（优先选择位置靠前的我方英雄）20%伤减率3回合和50点怒气。,"""33046201"",""33046211"",""33046221"",""33046104""",邪龙血脉2,被动效果：生命增加30%，伤减率增加20%，造成治疗量提高20%，速度增加40。,"""33046304""",邪龙之息2,被动效果：普通攻击时，消耗自身15%当前生命值，使血量最低的3名我方英雄恢复邪龙妖姬生命上限15%的生命，并增加10%伤减率2回合。,"""33046404""",龙吟,被动效果：死亡后，使位置相邻的我方英雄（优先选择位置靠前的我方英雄）恢复生命上限50%的生命，并增加50怒气和40%免控率,skillico_3304_1,skillico_3304_2,skillico_3304_3,skillico_3304_4,"""33045"",""33046"",""3304a""",1,500,120
34014,莎拉夫人,阿卡莎,3401,3,4,,0,4,3,,34014,34014,,,,34014,"[2,4]",5,34014012,暗影腐蚀,怒气技能：对随机1名敌人造成220%攻击伤害，并使敌人防御降低30%，持续2回合,"""34014111""",恶魔力量,被动效果：身体里有恶魔的力量，技能伤害增加25%,"""34014214""",弱点袭击,被动效果：每次普攻增加自身破防10%，持续5回合,,,,skillico_006,skillico_268,skillico_276,,"""34014"",""34015""",0,500,65
34015,莎拉夫人,阿卡莎,3401,3,5,,1,4,4,hpzy,34015,34015,,,,34015,"[3,5]",5,34015012,暗影腐蚀,怒气技能：对随机2名敌人造成150%攻击伤害，并使敌人防御降低35%，持续2回合,"""34015111""",恶魔力量,被动效果：身体里有恶魔的力量，技能伤害增加30%,"""34015214""",弱点袭击,被动效果：每次普攻增加自身破防10%，持续5回合,,,,skillico_006,skillico_268,skillico_276,,"""34014"",""34015""",0,500,85
34025,恶魔刺客,克里姆,3402,3,5,,3,4,4,dtsc,34025,34025,,,,34025,"[3,5]",7,34025012,噬魂斩击,怒气技能：对敌方生命最少的目标造成202%攻击伤害并吸取其21%攻击2回合,"""34025111"",""34025121"",""34025131""",魔王之力,被动效果：身体里隐藏着强大的魔王之力，攻击增加21%，暴击增加20%，生命增加30%,"""34025214""",力量窃取,被动效果：恶魔刺客最喜欢敌人的鲜血，敌方英雄死亡时，吸收其力量增加自己16%攻击,,,,skillico_3402_1,skillico_3402_2,skillico_3402_3,,"""34025"",""34026"",""3402a""",0,500,100
34026,恶魔刺客,克里姆,3402,3,6,34026,0,4,5,,34026,34026,3402a,3402a,34025,34026,"[2,4,6]",7,34026012,噬魂斩击2,怒气技能：对敌方随机2名后排目标造成182%攻击伤害并吸取其22%攻击2回合,"""34026111"",""34026121"",""34026131""",魔王之力2,被动效果：身体里隐藏着强大的魔王之力，攻击增加26%，暴击增加30%，生命增加40%,"""34026214""",力量窃取2,被动效果：恶魔刺客最喜欢敌人的鲜血，敌方英雄死亡时，吸收其力量增加自己21%攻击,"""34026314""",致命2,被动效果：专门欺负弱小，普通攻击变成攻击敌方生命最少的英雄，效果为113%,skillico_3402_1,skillico_3402_2,skillico_3402_3,skillico_3402_4,"""34025"",""34026"",""3402a""",0,500,115
34035,刃拳卡维尔,娜可娅,3403,3,5,,4,4,4,qtsc,34035,34035,,,,34035,"[2,3,5]",34035002,34035012,怒火金刚,怒气技能：对随机2名后排敌人造成100%攻击伤害，每回合额外造成50%流血伤害，持续15回合。对速度降低的目标额外造成50%流血伤害15回合。,"""34035101"",""34035111"",""34035121"",""34035131"",""34035104""",勇气之躯,被动效果：攻击增加15%，暴击增加5%，免控增加10%，速度增加10，对流血目标造成伤害提高20%,"""34035204""",旺盛血气,被动效果：普攻攻击时额外对所有后排敌人造成30%流血伤害3回合，并减少10点速度,"""34035304"",""34035404""",狂怒血煞,被动效果：技能或普通攻击时，对所有处于流血状态下的敌人造成30%流血伤害3回合，如果暴击则额外对所有处于流血状态下的敌人造成30%流血伤害3回合,skillico_3403_1,skillico_3403_2,skillico_3403_3,skillico_3403_4,"""34035"",""34036"",""3403a""",1,500,105
34036,刃拳卡维尔,娜可娅,3403,3,6,34036,0,4,5,qtsc,34036,34036,3403a,3403a,34035,34036,"[2,4,6]",34036002,34036012,怒火金刚2,怒气技能：对随机2名后排敌人造成140%攻击伤害，每回合额外造成100%流血伤害，持续15回合。对速度降低的目标额外造成100%流血伤害15回合。,"""34036101"",""34036111"",""34036121"",""34036131"",""34036104""",勇气之躯2,被动效果：攻击增加25%，暴击增加10%，免控增加20%，速度增加20，对流血目标造成伤害提高40%,"""34036204""",旺盛血气2,被动效果：普攻攻击时额外对所有后排敌人造成60%流血伤害3回合，并减少20点速度,"""34036304"",""34036404""",狂怒血煞2,被动效果：技能或普通攻击时，对所有处于流血状态下的敌人造成60%流血伤害3回合；如果暴击则额外对所有处于流血状态下的敌人造成60%流血伤害3回合，并降低敌方后排英雄5点怒气,skillico_3403_1,skillico_3403_2,skillico_3403_3,skillico_3403_4,"""34035"",""34036"",""3403a""",1,500,120
35013,独眼魔,魅魔,3501,3,3,,0,5,2,,35013,35013,,,,35013,"[2,3]",2,35013012,邪能黑球,怒气技能：对随机3名敌人造成80%攻击伤害，并有20%概率眩晕目标1回合,"""35013111"",""35013121""",恶魔之力,被动效果：血量提升10%，格挡提升10%,"""35013214""",恐惧之眼,被动效果：普攻有60%概率沉默目标1回合,,,,skillico_043,skillico_215,skillico_280,,"""35013""",0,500,45
35023,火焰守卫,米尔科,3502,3,3,,0,5,2,,35023,35023,,,,35023,[2],2,35023012,烈焰焚烧,怒气技能：对敌方全体造成45%伤害，使自己防御提升20%，持续1回合,"""35023114""",烈焰焚甲,被动效果：普攻有100%概率降低敌方防御20%，持续1回合,,,,,,,skillico_024,skillico_207,,,"""35023""",0,500,45
35035,深渊猎手,女王,3503,3,5,,3,5,4,qtsc,35035,35035,,,,35035,"[2,3,5]",8,35035012,死亡激射,怒气技能：对敌方全体造成92%攻击伤害并降低目标19%暴击，持续3回合,"""35035114"",""35035124"",""35035134""",战斗大师,被动效果：酷爱以暴制暴，每次普攻提升自己12%暴击，降低目标9%暴击，持续3回合，并有32%概率提升自己16%暴击伤害，持续2回合,"""35035211"",""35035221"",""35035231""",射手之心,被动效果：天生的猎手，攻击增加31%，暴击伤害增加10%，生命增加7.5%,"""35035314""",以牙还牙,被动效果：来打我呀！受到攻击时36%概率发动一次反击，造成72%的攻击伤害,skillico_031,skillico_270,skillico_232,skillico_201,"""35035"",""35036"",""3503a""",0,500,100
35036,深渊猎手,女王,3503,3,6,35036,0,5,5,,35036,35036,3503a,3503a,35035,35036,"[2,4,6]",8,35036012,死亡激射2,怒气技能：对敌方全体造成103%攻击伤害并降低其25%暴击，持续3回合,"""35036114"",""35036124"",""35036134""",战斗大师2,被动效果：酷爱以暴制暴，每次普攻提升自己18%暴击，降低目标13%暴击，持续4回合，并有39%概率提升自己21%暴击伤害，持续2回合,"""35036211"",""35036221"",""35036231""",射手之心2,被动效果：天生的猎手，攻击增加41.5%，暴击伤害增加20%，生命增加11%,"""35036314""",以牙还牙2,被动效果：来打我呀！受到攻击时100%概率发动一次反击造成83%的攻击伤害,skillico_031,skillico_270,skillico_232,skillico_201,"""35035"",""35036"",""3503a""",0,500,115
35045,黑暗阿西卡,肥姆,3504,3,5,,3,5,4,hpsc,35045,35045,,,,35045,"[3,5]",7,35045012,深渊咆哮,怒气技能：对敌方前排造成141%攻击伤害，每回合额外造成43%攻击伤害，持续2回合,"""35045111"",""35045121""",恶魔力量,被动效果：身体里有恶魔的力量，攻击增加21%，生命增加14%,"""35045214""",燃烧,被动效果：操控火焰的恶魔，普攻有36%概率点燃目标，使目标燃烧，每回合造成79%攻击伤害，持续2回合,,,,skillico_044,skillico_268,skillico_267,,"""35045"",""35046"",""3504a""",0,500,100
35046,黑暗阿西卡,肥姆,3504,3,6,35046,0,5,5,,35046,35046,3504a,3504a,35045,35046,"[2,4,6]",7,35046012,深渊咆哮2,怒气技能：对敌方随机3名目标造成154%攻击伤害，每回合额外造成43%攻击伤害，持续2回合,"""35046111"",""35046121""",恶魔力量2,被动效果：身体里有恶魔的力量，攻击增加26%，生命增加19%,"""35046214""",燃烧2,被动效果：操控火焰的恶魔，普攻有56%概率点燃目标，使目标燃烧，每回合造成91%攻击伤害，持续2回合,"""35046314""",灼热躯壳2,被动效果：皮肤上附着火焰，受到攻击时82%概率使目标燃烧，每回合造成81%攻击伤害，持续1回合,skillico_044,skillico_268,skillico_267,skillico_217,"""35045"",""35046"",""3504a""",0,500,115
35055,伊芙丽亚,克图格亚,3505,3,5,,4,5,4,qtsc,35055,35055,,,,35055,"[2,3,5]",35055002,35055012,影袭利刃,怒气技能：对随机3个敌人造成104%攻击伤害，并催化所有燃烧和流血，造成被催化效果剩余总伤害的100%伤害（被催化的燃烧和流血会消失，催化伤害上限不超过伊芙丽亚攻击的2000%）,"""35055101"",""35055111"",""35055121"",""35055104""",毒血铠甲,被动效果：攻击增加15%，生命增加10%，减伤增加10%，免疫燃烧和流血（神器和神宠造成的除外）,"""35055204""",反击领域,被动效果：受到攻击时，对随机3个敌人造成自身攻击10%的燃烧和10%的流血3回合,"""35055304"",""35055314""",锁敌分析,被动效果：受到燃烧目标攻击时，增加自身5%攻击3回合；受到流血目标攻击时，恢复自身攻击力20%等量生命3回合,skillico_3505_1,skillico_3505_2,skillico_3505_3,skillico_3505_4,"""35055"",""35056"",""3505a""",1,500,105
35056,伊芙丽亚,克图格亚,3505,3,6,35056,0,5,5,qtsc,35056,35056,3505a,3505a,35055,35056,"[2,4,6]",35056002,35056012,影袭利刃2,怒气技能：对随机3个敌人造成169%攻击伤害，并催化所有燃烧和流血，造成被催化效果剩余总伤害的110%伤害（被催化的燃烧和流血会消失，催化伤害上限不超过伊芙丽亚攻击的2000%）,"""35056101"",""35056111"",""35056121"",""35056104""",毒血铠甲2,被动效果：攻击增加20%，生命增加15%，减伤增加15%，免疫燃烧和流血（神器和神宠造成的除外）,"""35056204""",反击领域2,被动效果：受到攻击时，对随机3个敌人造成自身攻击30%的燃烧和30%的流血3回合,"""35056304"",""35056314""",锁敌分析2,被动效果：受到燃烧目标攻击时，增加自身7%攻击3回合；受到流血目标攻击时，恢复自身攻击力40%等量生命3回合,skillico_3505_1,skillico_3505_2,skillico_3505_3,skillico_3505_4,"""35055"",""35056"",""3505a""",1,500,120
41013,豺狼人战士,安多米尔,4101,4,3,,0,1,2,,41013,41013,,,,41013,[2],5,41013012,火焰打击,怒气技能：对后排敌人造成70%攻击伤害，并使其技能伤害降低5%,"""41013111"",""41013121""",狼人血统,被动效果：狡诈的狼人，生命永久提升15%，速度提升10点,,,,,,,skillico_005,skillico_211,,,"""41013""",0,500,45
41023,半人马护卫,弗雷,4102,4,3,,0,1,2,,41023,41023,,,,41023,[2],4,41023012,致命打击,怒气技能：对随机3名敌人造成80%攻击伤害，并恢复英雄50%攻击生命,"""41023111""",高原血统,被动效果：血量永久提升20%,,,,,,,skillico_045,skillico_231,,,"""41023""",0,500,45
41034,武僧,酋长,4103,4,4,,0,1,3,,41034,41034,,,,41034,"[2,4]",7,41034012,爆破流星,怒气技能：对血量最少的敌人造成180%攻击伤害，并使敌人流血3回合，每回合造成45%攻击伤害,"""41034111"",""41034121""",武道,被动效果：血量提升15%，防御提升15%,"""41034214""",不动如山,被动效果：经过艰苦的修炼，武僧能轻易看破对方弱点，每次受到伤害使得敌人攻击降低15%，持续2回合,,,,skillico_027,skillico_270,skillico_248,,"""41034"",""41035""",0,500,65
41035,武僧,酋长,4103,4,5,,1,1,4,dtsc,41035,41035,,,,41035,"[3,5]",7,41035012,爆破流星,怒气技能：对血量最少的敌人造成200%击伤害，并使敌人流血3回合，每回合造成60%攻击伤害,"""41035111"",""41035121""",武道,被动效果：血量提升15%，防御提升15%,"""41034214""",不动如山,被动效果：经过艰苦的修炼，武僧能轻易看破对方弱点，每次受到伤害使得敌人攻击降低15%，持续2回合,,,,skillico_027,skillico_270,skillico_248,,"""41034"",""41035""",0,500,85
41044,岩石祖母,卡加斯,4104,4,4,,0,1,3,,41044,41044,,,,41044,"[2,4]",2,41044012,岩石爆破,怒气技能：对敌方前排造成130%攻击伤害，如果敌人是战士，则有30%概率石化目标1回合,"""41044111"",""41044121""",岩石体质,被动效果：破防提升20%，血量提升20%,"""41044214""",岩石突击,被动效果：普攻使敌人防御降低35%，持续2回合,,,,skillico_019,skillico_002,skillico_234,,"""41044"",""41045""",0,500,65
41045,岩石祖母,卡加斯,4104,4,5,,1,1,4,qpzy,41045,41045,,,,41045,"[3,5]",2,41045012,岩石爆破,怒气技能：对敌方前排造成150%攻击伤害，如果敌人是战士，则有20%概率石化目标2回合,"""41045111"",""41045121""",岩石体质,被动效果：破防提升20%，血量提升20%,"""41045214""",岩石突击,被动效果：普攻使敌人防御降低45%，持续2回合,,,,skillico_019,skillico_002,skillico_234,,"""41044"",""41045""",0,500,85
41055,火焰女王,屠龙者,4105,4,5,,3,1,4,bsctk,41055,41055,,,,41055,"[2,3,5]",5,41055012,烈焰流星雨,怒气技能：对敌方全体造成72%攻击伤害，每回合额外造成26%攻击伤害，持续3回合,"""41055111"",""41055121""",女王防御,被动效果：女王穿着专属防御，自身生命增加21%，防御增加23%,"""41055214""",备受鼓舞,被动效果：我方英雄暴击时，受到鼓舞，使自己恢复36%攻击等量生命,"""41055314"",""41055324""",禁忌领域,被动效果：创造出禁忌领域，受到攻击降低目标12%破防并燃烧，每回合造成25%攻击伤害，持续6回合,skillico_4105_1,skillico_4105_2,skillico_4105_3,skillico_4105_4,"""41055"",""41056"",""4105a""",0,500,100
41056,火焰女王,屠龙者,4105,4,6,41056,0,1,5,,41056,41056,4105a,4105a,41055,41056,"[2,4,6]",5,41056012,烈焰流星雨2,怒气技能：对敌方全体造成89%攻击伤害，每回合额外造成38%攻击伤害，持续3回合,"""41056111"",""41056121""",女王防御2,被动效果：女王穿着专属防御，自身生命增加32%，防御增加32%,"""41056214""",备受鼓舞2,被动效果：我方英雄暴击时，受到鼓舞，使自己恢复47%攻击等量生命,"""41056314"",""41056324""",禁忌领域2,被动效果：创造出禁忌领域，受到攻击降低目标14%破防并燃烧，每回合造成34%攻击伤害，持续6回合,skillico_4105_1,skillico_4105_2,skillico_4105_3,skillico_4105_4,"""41055"",""41056"",""4105a""",0,500,115
41065,牛头人酋长,格鲁,4106,4,5,,3,1,4,fytk,41065,41065,,,,41065,"[2,3,5]",7,41065012,图腾爆裂,怒气技能：对敌方前排造成118%攻击伤害并吸取目标22%防御2回合,"""41065114"",""41065124""",牛头意志,被动效果：身为酋长，拥有上位者的威严，受到攻击时降低目标9%攻击，11%暴击，持续2回合,"""41065211"",""41065221""",自然坚韧,被动效果：自然坚韧的品性，使得自身生命增加26%，防御增加33%,"""41065314""",以牙还牙,被动效果：来打我呀！受到攻击时59%概率发动一次反击，造成102%的攻击伤害,skillico_4106_1,skillico_4106_2,skillico_4106_3,skillico_4106_4,"""41065"",""41066"",""4106a""",0,500,100
41066,牛头人酋长,格鲁,4106,4,6,41066,0,1,5,,41066,41066,4106a,4106a,41065,41066,"[2,4,6]",7,41066012,图腾爆裂2,怒气技能：对敌方前排造成150%攻击伤害并吸取目标27%防御2回合,"""41066114"",""41066124""",牛头意志2,被动效果：身为酋长，拥有上位者的威严，受到攻击时降低目标12%攻击，16%暴击，持续2回合,"""41066211"",""41066221""",自然坚韧2,被动效果：自然坚韧的品性，使得自身生命增加33%，伤害减免增加20%,"""41066314""",以牙还牙2,被动效果：来打我呀！受到攻击时72%概率发动一次反击，造成143%的攻击伤害,skillico_4106_1,skillico_4106_2,skillico_4106_3,skillico_4106_4,"""41065"",""41066"",""4106a""",0,500,115
41075,潮汐行者,迦楼罗,4107,4,5,,4,1,4,bsctk,41075,41075,,,,41075,"[2,3,5]",41075002,41075012,无情海啸,怒气技能：对随机3名敌方英雄造成120%攻击伤害，并释放所有潮汐逆鳞（每层潮汐逆鳞额外提高1%减伤率，怒气技能消耗潮汐逆鳞造成额外伤害），每层潮汐逆鳞对随机1名受击者造成80%攻击伤害，释放后潮汐逆鳞层数清空,"""41075101"",""41075111"",""41075121"",""41075131""",娜迦血统,被动效果：生命值增加10%，暴击伤害增加20%，攻击增加10%，免控率增加10%,"""41075204""",顺水推舟,被动效果：我方英雄释放怒气技能或普通攻击时，对受击者进行追击，造成30%攻击伤害，自身获得一层潮汐逆鳞（每层潮汐逆鳞额外提高1%减伤率，怒气技能消耗潮汐逆鳞造成额外伤害），并增加自身1%暴击率2回合,"""41075304"",""41075404""",神海秘法,被动效果：战场上有英雄死亡，恢复自身生命值上限8%等量生命值，自身获得1层潮汐逆鳞（每层潮汐逆鳞额外提高1%减伤率，怒气技能消耗潮汐逆鳞造成额外伤害）,skillico_4107_1,skillico_4107_2,skillico_4107_3,skillico_4107_4,"""41075"",""41076"",""4107a""",1,500,105
41076,潮汐行者,迦楼罗,4107,4,6,41076,0,1,5,bsctk,41076,41076,4107a,4107a,41075,41076,"[2,4,6]",41076002,41076012,无情海啸2,怒气技能：对随机3名敌方英雄造成240%攻击伤害，并释放所有潮汐逆鳞（每层潮汐逆鳞额外提高2%减伤率，怒气技能消耗潮汐逆鳞造成额外伤害），每层潮汐逆鳞对随机1名受击者造成120%攻击伤害，释放后潮汐逆鳞层数清空,"""41076101"",""41076111"",""41076121"",""41076131""",娜迦血统2,被动效果：生命值增加20%，暴击伤害增加30%，攻击增加15%，免控率增加20%,"""41076204""",顺水推舟2,被动效果：我方英雄释放怒气技能或普通攻击时，对受击者进行追击，造成50%攻击伤害，自身获得一层潮汐逆鳞（每层潮汐逆鳞额外提高2%减伤率，怒气技能消耗潮汐逆鳞造成额外伤害），并增加自身2%暴击率2回合,"""41076304"",""4107a404""",神海秘法2,被动效果：战场上有英雄死亡，恢复自身生命值上限12%等量生命值，自身获得1层潮汐逆鳞（每层潮汐逆鳞额外提高2%减伤率，怒气技能消耗潮汐逆鳞造成额外伤害）,skillico_4107_1,skillico_4107_2,skillico_4107_3,skillico_4107_4,"""41075"",""41076"",""4107a""",1,500,120
42015,元素萨满,星光,4201,4,5,,3,2,4,hpkz,42015,42015,,,,42015,"[3,5]",5,42015012,闪电链,怒气技能：对敌方后排造成124%攻击伤害并有41%概率使战士类目标眩晕2回合,"""42015114""",电流打击,被动效果：用电流打击敌人，普攻攻击变为对敌方随机2名目标造成81%攻击伤害，并有12%概率眩晕目标2回合,"""42015211"",""42015221"",""42015231""",兽族天赋,被动效果：身为兽族，暴击增加30%，攻击增加31%，生命增加9.5%,,,,skillico_4201_1,skillico_4201_2,skillico_4201_3,,"""42015"",""42016"",""4201a""",0,500,100
42016,元素萨满,星光,4201,4,6,42016,0,2,5,,42016,42016,4201a,4201a,42015,42016,"[2,4,6]",5,42016012,闪电链2,怒气技能：对敌方后排造成125%攻击伤害并有62%概率使战士类目标眩晕2回合,"""42016114""",电流打击2,被动效果：用电流打击敌人，普攻攻击变为对敌方随机2名目标造成97%攻击伤害，并有13%概率眩晕目标2回合,"""42016211"",""42016221"",""42016231""",兽族天赋2,被动效果：身为兽族，暴击增加30%，攻击增加36.5%，生命增加14.5%,"""42016314""",人与自然2,被动效果：萨满掌握了灵魂的奥秘，当敌方英雄死亡时，恢复己方生命最低的单位19%生命上限的生命,skillico_4201_1,skillico_4201_2,skillico_4201_3,skillico_4201_4,"""42015"",""42016"",""4201a""",0,500,115
42025,塞西亚,奥伯隆,4202,4,5,,4,2,4,qtkz,42025,42025,,,,42025,"[2,3,5]",42025002,42025012,死亡藤蔓,怒气技能：随机攻击3个目标，对第一个目标造成105%攻击伤害，并缠绕两2回合；对第二个目标造成135%攻击伤害并种下种子，1回合后发芽并缠绕目标2回合；对第三个目标造成155%攻击伤害并种下种子，2回合后发芽并缠绕目标2回合,"""42025101"",""42025111"",""42025121"",""42025131""",植被蔽体,被动效果：生命增加15%，攻击增加10%，速度增加10点，受治疗量增加10%,"""42025204""",拘束之力,被动效果：普攻有50%几率给随机1名敌人种下种子，1回合后发芽并缠绕目标1回合,"""42025304""",生命洪流,被动效果：有敌人受到缠绕时，恢复自身50%攻击等量生命，提高自身5%技能伤害6回合，并对随机3名敌人造成自身攻击80%的中毒伤害3回合,skillico_4202_1,skillico_4202_2,skillico_4202_3,skillico_4202_4,"""42025"",""42026"",""4202a""",1,500,105
42026,塞西亚,奥伯隆,4202,4,6,42026,0,2,5,qtkz,42026,42026,4202a,4202a,42025,42026,"[2,4,6]",42026002,42026012,死亡藤蔓2,怒气技能：随机攻击3个目标，对第一个目标造成145%攻击伤害，并缠绕两2回合；对第二个目标造成175%攻击伤害并种下种子，1回合后发芽并缠绕目标2回合；对第三个目标造成205%攻击伤害并种下种子，2回合后发芽并缠绕目标2回合,"""42026101"",""42026111"",""42026121"",""42026131""",植被蔽体2,被动效果：生命增加25%，攻击增加20%，速度增加15点，受治疗量增加20%,"""42026204""",拘束之力2,被动效果：普攻有70%几率给随机1名敌人种下种子，1回合后发芽并缠绕目标1回合,"""42026304""",生命洪流2,被动效果：有敌人受到缠绕时，恢复自身90%攻击等量生命，提高自身10%技能伤害6回合，并对随机3名敌人造成自身攻击110%的中毒伤害3回合,skillico_4202_1,skillico_4202_2,skillico_4202_3,skillico_4202_4,"""42025"",""42026"",""4202a""",1,500,120
43012,鱼人先知,树精,4301,4,2,,0,3,1,,43012,43012,,,,43012,[2],2,43012012,雷电冲击,怒气技能：对前排敌人造成110%伤害，并回复英雄80%攻击血量,"""43012114""",大地震击,被动效果：普攻有20%概率沉默对手2回合,,,,,,,skillico_018,skillico_020,,,"""43012""",0,500,30
43023,深林贤者,蓝萨满,4302,4,3,,0,3,2,,43023,43023,,,,43023,[2],5,43023012,生命祝福,怒气技能：对敌方血量最少的目标造成120%攻击伤害，并恢复我方随机3个目标35%攻击生命，持续2回合,"""43023114""",恢复,被动效果：受到大自然的眷顾，每次普攻恢复自己25%攻击生命,,,,,,,skillico_047,skillico_211,,,"""43023""",0,500,45
