饰品ID,饰品名称,饰品品质,饰品星级,饰品图标,战力,分数,升星饰品ID,突破饰品ID,升星经验,分解经验,分解碎片数量,饰品属性,饰品技能,技能描述,专属种族,专属属性,出售,突破需求,突破数量需求,突破属性,回退消耗,回退奖励
619605,神秘印记+5,5,6,shipin_619,10000,15110,,,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":480},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""619614""",+95.1%对法师的伤害加成,2,"""hppro"":182","{""a"":""attr"",""t"":""jinbi"",""n"":844151}",,0,"""pvpdpspro"":150,""pvpundpspro"":150","{""a"":""attr"",""t"":""rmbmoney"",""n"":1600}","{""a"":""shipin"",""t"":""6191"",""n"":16},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
6201,火焰纹石,5,1,shipin_620,4000,15010,6202,,5200,5200,"{""a"":""item"",""t"":""3004"",""n"":30}","""atk"":1322","""620114""",+42.7%对辅助的伤害加成,2,"""atkpro"":118","{""a"":""attr"",""t"":""jinbi"",""n"":243250}",,0,,,
6202,火焰纹石,5,2,shipin_620,5000,15020,6203,,5200,10400,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":520}","""atk"":1588","""620214""",+53.3%对辅助的伤害加成,2,"""atkpro"":128","{""a"":""attr"",""t"":""jinbi"",""n"":364077}",,0,,,
6203,火焰纹石,5,3,shipin_620,6000,15030,6204,,5200,15600,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1040}","""atk"":1868","""620314""",+63.9%对辅助的伤害加成,2,"""atkpro"":134","{""a"":""attr"",""t"":""jinbi"",""n"":483865}",,0,,,
6204,火焰纹石,5,4,shipin_620,7000,15040,6205,,5200,20800,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1560}","""atk"":2124","""620414""",+74.3%对辅助的伤害加成,2,"""atkpro"":151","{""a"":""attr"",""t"":""jinbi"",""n"":604298}",,0,,,
6205,火焰纹石,5,5,shipin_620,8000,15050,6206,,5200,26000,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2080}","""atk"":2446","""620514""",+84.7%对辅助的伤害加成,2,"""atkpro"":166","{""a"":""attr"",""t"":""jinbi"",""n"":724781}",,0,,,
6206,火焰纹石,5,6,shipin_620,9000,15060,,620601,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""620614""",+95.1%对辅助的伤害加成,2,"""atkpro"":181","{""a"":""attr"",""t"":""jinbi"",""n"":844983}","""6201"",""6202"",""6203"",""6204"",""6205"",""6206"",""6411"",""6412"",""6413"",""6414"",""6415"",""6416""",1,,,
620601,火焰纹石+1,5,6,shipin_620,9200,15070,,620602,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":60},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""620614""",+95.1%对辅助的伤害加成,2,"""atkpro"":181","{""a"":""attr"",""t"":""jinbi"",""n"":844983}","""6201"",""6202"",""6203"",""6204"",""6205"",""6206"",""6411"",""6412"",""6413"",""6414"",""6415"",""6416""",2,"""pvpdpspro"":20,""pvpundpspro"":20","{""a"":""attr"",""t"":""rmbmoney"",""n"":200}","{""a"":""shipin"",""t"":""6201"",""n"":2},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
620602,火焰纹石+2,5,6,shipin_620,9400,15080,,620603,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":120},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""620614""",+95.1%对辅助的伤害加成,2,"""atkpro"":181","{""a"":""attr"",""t"":""jinbi"",""n"":844983}","""6201"",""6202"",""6203"",""6204"",""6205"",""6206"",""6411"",""6412"",""6413"",""6414"",""6415"",""6416""",3,"""pvpdpspro"":40,""pvpundpspro"":40","{""a"":""attr"",""t"":""rmbmoney"",""n"":400}","{""a"":""shipin"",""t"":""6201"",""n"":4},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
620603,火焰纹石+3,5,6,shipin_620,9600,15090,,620604,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":210},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""620614""",+95.1%对辅助的伤害加成,2,"""atkpro"":181","{""a"":""attr"",""t"":""jinbi"",""n"":844983}","""6201"",""6202"",""6203"",""6204"",""6205"",""6206"",""6411"",""6412"",""6413"",""6414"",""6415"",""6416""",4,"""pvpdpspro"":70,""pvpundpspro"":70","{""a"":""attr"",""t"":""rmbmoney"",""n"":700}","{""a"":""shipin"",""t"":""6201"",""n"":7},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
620604,火焰纹石+4,5,6,shipin_620,9800,15100,,620605,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":330},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""620614""",+95.1%对辅助的伤害加成,2,"""atkpro"":181","{""a"":""attr"",""t"":""jinbi"",""n"":844983}","""6201"",""6202"",""6203"",""6204"",""6205"",""6206"",""6411"",""6412"",""6413"",""6414"",""6415"",""6416""",5,"""pvpdpspro"":110,""pvpundpspro"":110","{""a"":""attr"",""t"":""rmbmoney"",""n"":1100}","{""a"":""shipin"",""t"":""6201"",""n"":11},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
620605,火焰纹石+5,5,6,shipin_620,10000,15110,,,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":480},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""620614""",+95.1%对辅助的伤害加成,2,"""atkpro"":181","{""a"":""attr"",""t"":""jinbi"",""n"":844983}",,0,"""pvpdpspro"":150,""pvpundpspro"":150","{""a"":""attr"",""t"":""rmbmoney"",""n"":1600}","{""a"":""shipin"",""t"":""6201"",""n"":16},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
6211,美杜莎之眼,5,1,shipin_621,4000,15010,6212,,5200,5200,"{""a"":""item"",""t"":""3004"",""n"":30}","""atk"":1322","""621114""",+42.7%对辅助的伤害加成,2,"""skilldpspro"":265","{""a"":""attr"",""t"":""jinbi"",""n"":242744}",,0,,,
6212,美杜莎之眼,5,2,shipin_621,5000,15020,6213,,5200,10400,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":520}","""atk"":1588","""621214""",+53.3%对辅助的伤害加成,2,"""skilldpspro"":300","{""a"":""attr"",""t"":""jinbi"",""n"":363063}",,0,,,
6213,美杜莎之眼,5,3,shipin_621,6000,15030,6214,,5200,15600,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1040}","""atk"":1868","""621314""",+63.9%对辅助的伤害加成,2,"""skilldpspro"":325","{""a"":""attr"",""t"":""jinbi"",""n"":484907}",,0,,,
6214,美杜莎之眼,5,4,shipin_621,7000,15040,6215,,5200,20800,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1560}","""atk"":2124","""621414""",+74.3%对辅助的伤害加成,2,"""skilldpspro"":348","{""a"":""attr"",""t"":""jinbi"",""n"":604691}",,0,,,
6215,美杜莎之眼,5,5,shipin_621,8000,15050,6216,,5200,26000,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2080}","""atk"":2446","""621514""",+84.7%对辅助的伤害加成,2,"""skilldpspro"":380","{""a"":""attr"",""t"":""jinbi"",""n"":723946}",,0,,,
6216,美杜莎之眼,5,6,shipin_621,9000,15060,,621601,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""621614""",+95.1%对辅助的伤害加成,2,"""skilldpspro"":412","{""a"":""attr"",""t"":""jinbi"",""n"":842713}","""6211"",""6212"",""6213"",""6214"",""6215"",""6216"",""6421"",""6422"",""6423"",""6424"",""6425"",""6426""",1,,,
621601,美杜莎之眼+1,5,6,shipin_621,9200,15070,,621602,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":60},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""621614""",+95.1%对辅助的伤害加成,2,"""skilldpspro"":412","{""a"":""attr"",""t"":""jinbi"",""n"":842713}","""6211"",""6212"",""6213"",""6214"",""6215"",""6216"",""6421"",""6422"",""6423"",""6424"",""6425"",""6426""",2,"""pvpdpspro"":20,""pvpundpspro"":20","{""a"":""attr"",""t"":""rmbmoney"",""n"":200}","{""a"":""shipin"",""t"":""6211"",""n"":2},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
621602,美杜莎之眼+2,5,6,shipin_621,9400,15080,,621603,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":120},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""621614""",+95.1%对辅助的伤害加成,2,"""skilldpspro"":412","{""a"":""attr"",""t"":""jinbi"",""n"":842713}","""6211"",""6212"",""6213"",""6214"",""6215"",""6216"",""6421"",""6422"",""6423"",""6424"",""6425"",""6426""",3,"""pvpdpspro"":40,""pvpundpspro"":40","{""a"":""attr"",""t"":""rmbmoney"",""n"":400}","{""a"":""shipin"",""t"":""6211"",""n"":4},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
621603,美杜莎之眼+3,5,6,shipin_621,9600,15090,,621604,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":210},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""621614""",+95.1%对辅助的伤害加成,2,"""skilldpspro"":412","{""a"":""attr"",""t"":""jinbi"",""n"":842713}","""6211"",""6212"",""6213"",""6214"",""6215"",""6216"",""6421"",""6422"",""6423"",""6424"",""6425"",""6426""",4,"""pvpdpspro"":70,""pvpundpspro"":70","{""a"":""attr"",""t"":""rmbmoney"",""n"":700}","{""a"":""shipin"",""t"":""6211"",""n"":7},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
621604,美杜莎之眼+4,5,6,shipin_621,9800,15100,,621605,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":330},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""621614""",+95.1%对辅助的伤害加成,2,"""skilldpspro"":412","{""a"":""attr"",""t"":""jinbi"",""n"":842713}","""6211"",""6212"",""6213"",""6214"",""6215"",""6216"",""6421"",""6422"",""6423"",""6424"",""6425"",""6426""",5,"""pvpdpspro"":110,""pvpundpspro"":110","{""a"":""attr"",""t"":""rmbmoney"",""n"":1100}","{""a"":""shipin"",""t"":""6211"",""n"":11},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
621605,美杜莎之眼+5,5,6,shipin_621,10000,15110,,,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":480},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""621614""",+95.1%对辅助的伤害加成,2,"""skilldpspro"":412","{""a"":""attr"",""t"":""jinbi"",""n"":842713}",,0,"""pvpdpspro"":150,""pvpundpspro"":150","{""a"":""attr"",""t"":""rmbmoney"",""n"":1600}","{""a"":""shipin"",""t"":""6211"",""n"":16},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
6221,千年之秘法,5,1,shipin_622,4000,15010,6222,,5200,5200,"{""a"":""item"",""t"":""3004"",""n"":30}","""atk"":1322","""622114""",+42.7%对游侠的伤害加成,3,"""baojipro"":103","{""a"":""attr"",""t"":""jinbi"",""n"":244296}",,0,,,
6222,千年之秘法,5,2,shipin_622,5000,15020,6223,,5200,10400,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":520}","""atk"":1588","""622214""",+53.3%对游侠的伤害加成,3,"""baojipro"":114","{""a"":""attr"",""t"":""jinbi"",""n"":362301}",,0,,,
6223,千年之秘法,5,3,shipin_622,6000,15030,6224,,5200,15600,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1040}","""atk"":1868","""622314""",+63.9%对游侠的伤害加成,3,"""baojipro"":124","{""a"":""attr"",""t"":""jinbi"",""n"":483255}",,0,,,
6224,千年之秘法,5,4,shipin_622,7000,15040,6225,,5200,20800,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1560}","""atk"":2124","""622414""",+74.3%对游侠的伤害加成,3,"""baojipro"":132","{""a"":""attr"",""t"":""jinbi"",""n"":604559}",,0,,,
6225,千年之秘法,5,5,shipin_622,8000,15050,6226,,5200,26000,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2080}","""atk"":2446","""622514""",+84.7%对游侠的伤害加成,3,"""baojipro"":141","{""a"":""attr"",""t"":""jinbi"",""n"":724449}",,0,,,
6226,千年之秘法,5,6,shipin_622,9000,15060,,622601,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""622614""",+95.1%对游侠的伤害加成,3,"""baojipro"":152","{""a"":""attr"",""t"":""jinbi"",""n"":843980}","""6221"",""6222"",""6223"",""6224"",""6225"",""6226"",""6431"",""6432"",""6433"",""6434"",""6435"",""6436""",1,,,
622601,千年之秘法+1,5,6,shipin_622,9200,15070,,622602,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":60},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""622614""",+95.1%对游侠的伤害加成,3,"""baojipro"":152","{""a"":""attr"",""t"":""jinbi"",""n"":843980}","""6221"",""6222"",""6223"",""6224"",""6225"",""6226"",""6431"",""6432"",""6433"",""6434"",""6435"",""6436""",2,"""pvpdpspro"":20,""pvpundpspro"":20","{""a"":""attr"",""t"":""rmbmoney"",""n"":200}","{""a"":""shipin"",""t"":""6221"",""n"":2},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
622602,千年之秘法+2,5,6,shipin_622,9400,15080,,622603,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":120},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""622614""",+95.1%对游侠的伤害加成,3,"""baojipro"":152","{""a"":""attr"",""t"":""jinbi"",""n"":843980}","""6221"",""6222"",""6223"",""6224"",""6225"",""6226"",""6431"",""6432"",""6433"",""6434"",""6435"",""6436""",3,"""pvpdpspro"":40,""pvpundpspro"":40","{""a"":""attr"",""t"":""rmbmoney"",""n"":400}","{""a"":""shipin"",""t"":""6221"",""n"":4},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
622603,千年之秘法+3,5,6,shipin_622,9600,15090,,622604,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":210},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""622614""",+95.1%对游侠的伤害加成,3,"""baojipro"":152","{""a"":""attr"",""t"":""jinbi"",""n"":843980}","""6221"",""6222"",""6223"",""6224"",""6225"",""6226"",""6431"",""6432"",""6433"",""6434"",""6435"",""6436""",4,"""pvpdpspro"":70,""pvpundpspro"":70","{""a"":""attr"",""t"":""rmbmoney"",""n"":700}","{""a"":""shipin"",""t"":""6221"",""n"":7},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
622604,千年之秘法+4,5,6,shipin_622,9800,15100,,622605,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":330},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""622614""",+95.1%对游侠的伤害加成,3,"""baojipro"":152","{""a"":""attr"",""t"":""jinbi"",""n"":843980}","""6221"",""6222"",""6223"",""6224"",""6225"",""6226"",""6431"",""6432"",""6433"",""6434"",""6435"",""6436""",5,"""pvpdpspro"":110,""pvpundpspro"":110","{""a"":""attr"",""t"":""rmbmoney"",""n"":1100}","{""a"":""shipin"",""t"":""6221"",""n"":11},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
622605,千年之秘法+5,5,6,shipin_622,10000,15110,,,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":480},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""622614""",+95.1%对游侠的伤害加成,3,"""baojipro"":152","{""a"":""attr"",""t"":""jinbi"",""n"":843980}",,0,"""pvpdpspro"":150,""pvpundpspro"":150","{""a"":""attr"",""t"":""rmbmoney"",""n"":1600}","{""a"":""shipin"",""t"":""6221"",""n"":16},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
6231,石像鬼的雕像,5,1,shipin_623,4000,15010,6232,,5200,5200,"{""a"":""item"",""t"":""3004"",""n"":30}","""atk"":1322","""623114""",+42.7%对刺客的伤害加成,3,"""atkpro"":93","{""a"":""attr"",""t"":""jinbi"",""n"":243346}",,0,,,
6232,石像鬼的雕像,5,2,shipin_623,5000,15020,6233,,5200,10400,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":520}","""atk"":1588","""623214""",+53.3%对刺客的伤害加成,3,"""atkpro"":107","{""a"":""attr"",""t"":""jinbi"",""n"":362369}",,0,,,
6233,石像鬼的雕像,5,3,shipin_623,6000,15030,6234,,5200,15600,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1040}","""atk"":1868","""623314""",+63.9%对刺客的伤害加成,3,"""atkpro"":114","{""a"":""attr"",""t"":""jinbi"",""n"":483514}",,0,,,
6234,石像鬼的雕像,5,4,shipin_623,7000,15040,6235,,5200,20800,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1560}","""atk"":2124","""623414""",+74.3%对刺客的伤害加成,3,"""atkpro"":125","{""a"":""attr"",""t"":""jinbi"",""n"":603796}",,0,,,
6235,石像鬼的雕像,5,5,shipin_623,8000,15050,6236,,5200,26000,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2080}","""atk"":2446","""623514""",+84.7%对刺客的伤害加成,3,"""atkpro"":133","{""a"":""attr"",""t"":""jinbi"",""n"":723725}",,0,,,
6236,石像鬼的雕像,5,6,shipin_623,9000,15060,,623601,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""623614""",+95.1%对刺客的伤害加成,3,"""atkpro"":142","{""a"":""attr"",""t"":""jinbi"",""n"":844683}","""6231"",""6232"",""6233"",""6234"",""6235"",""6236"",""6441"",""6442"",""6443"",""6444"",""6445"",""6446""",1,,,
623601,石像鬼的雕像+1,5,6,shipin_623,9200,15070,,623602,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":60},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""623614""",+95.1%对刺客的伤害加成,3,"""atkpro"":142","{""a"":""attr"",""t"":""jinbi"",""n"":844683}","""6231"",""6232"",""6233"",""6234"",""6235"",""6236"",""6441"",""6442"",""6443"",""6444"",""6445"",""6446""",2,"""pvpdpspro"":20,""pvpundpspro"":20","{""a"":""attr"",""t"":""rmbmoney"",""n"":200}","{""a"":""shipin"",""t"":""6231"",""n"":2},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
623602,石像鬼的雕像+2,5,6,shipin_623,9400,15080,,623603,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":120},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""623614""",+95.1%对刺客的伤害加成,3,"""atkpro"":142","{""a"":""attr"",""t"":""jinbi"",""n"":844683}","""6231"",""6232"",""6233"",""6234"",""6235"",""6236"",""6441"",""6442"",""6443"",""6444"",""6445"",""6446""",3,"""pvpdpspro"":40,""pvpundpspro"":40","{""a"":""attr"",""t"":""rmbmoney"",""n"":400}","{""a"":""shipin"",""t"":""6231"",""n"":4},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
623603,石像鬼的雕像+3,5,6,shipin_623,9600,15090,,623604,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":210},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""623614""",+95.1%对刺客的伤害加成,3,"""atkpro"":142","{""a"":""attr"",""t"":""jinbi"",""n"":844683}","""6231"",""6232"",""6233"",""6234"",""6235"",""6236"",""6441"",""6442"",""6443"",""6444"",""6445"",""6446""",4,"""pvpdpspro"":70,""pvpundpspro"":70","{""a"":""attr"",""t"":""rmbmoney"",""n"":700}","{""a"":""shipin"",""t"":""6231"",""n"":7},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
623604,石像鬼的雕像+4,5,6,shipin_623,9800,15100,,623605,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":330},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""623614""",+95.1%对刺客的伤害加成,3,"""atkpro"":142","{""a"":""attr"",""t"":""jinbi"",""n"":844683}","""6231"",""6232"",""6233"",""6234"",""6235"",""6236"",""6441"",""6442"",""6443"",""6444"",""6445"",""6446""",5,"""pvpdpspro"":110,""pvpundpspro"":110","{""a"":""attr"",""t"":""rmbmoney"",""n"":1100}","{""a"":""shipin"",""t"":""6231"",""n"":11},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
623605,石像鬼的雕像+5,5,6,shipin_623,10000,15110,,,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":480},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""623614""",+95.1%对刺客的伤害加成,3,"""atkpro"":142","{""a"":""attr"",""t"":""jinbi"",""n"":844683}",,0,"""pvpdpspro"":150,""pvpundpspro"":150","{""a"":""attr"",""t"":""rmbmoney"",""n"":1600}","{""a"":""shipin"",""t"":""6231"",""n"":16},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
6241,凯瑟琳的秘宝,5,1,shipin_624,4000,15010,6242,,5200,5200,"{""a"":""item"",""t"":""3004"",""n"":30}","""atk"":1322","""624114""",+42.7%对法师的伤害加成,4,"""baoshangpro"":262","{""a"":""attr"",""t"":""jinbi"",""n"":243864}",,0,,,
6242,凯瑟琳的秘宝,5,2,shipin_624,5000,15020,6243,,5200,10400,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":520}","""atk"":1588","""624214""",+53.3%对法师的伤害加成,4,"""baoshangpro"":287","{""a"":""attr"",""t"":""jinbi"",""n"":362322}",,0,,,
6243,凯瑟琳的秘宝,5,3,shipin_624,6000,15030,6244,,5200,15600,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1040}","""atk"":1868","""624314""",+63.9%对法师的伤害加成,4,"""baoshangpro"":317","{""a"":""attr"",""t"":""jinbi"",""n"":483645}",,0,,,
6244,凯瑟琳的秘宝,5,4,shipin_624,7000,15040,6245,,5200,20800,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1560}","""atk"":2124","""624414""",+74.3%对法师的伤害加成,4,"""baoshangpro"":345","{""a"":""attr"",""t"":""jinbi"",""n"":602105}",,0,,,
6245,凯瑟琳的秘宝,5,5,shipin_624,8000,15050,6246,,5200,26000,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2080}","""atk"":2446","""624514""",+84.7%对法师的伤害加成,4,"""baoshangpro"":379","{""a"":""attr"",""t"":""jinbi"",""n"":723579}",,0,,,
6246,凯瑟琳的秘宝,5,6,shipin_624,9000,15060,,624601,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""624614""",+95.1%对法师的伤害加成,4,"""baoshangpro"":412","{""a"":""attr"",""t"":""jinbi"",""n"":844189}","""6241"",""6242"",""6243"",""6244"",""6245"",""6246"",""6451"",""6452"",""6453"",""6454"",""6455"",""6456""",1,,,
624601,凯瑟琳的秘宝+1,5,6,shipin_624,9200,15070,,624602,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":60},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""624614""",+95.1%对法师的伤害加成,4,"""baoshangpro"":412","{""a"":""attr"",""t"":""jinbi"",""n"":844189}","""6241"",""6242"",""6243"",""6244"",""6245"",""6246"",""6451"",""6452"",""6453"",""6454"",""6455"",""6456""",2,"""pvpdpspro"":20,""pvpundpspro"":20","{""a"":""attr"",""t"":""rmbmoney"",""n"":200}","{""a"":""shipin"",""t"":""6241"",""n"":2},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
624602,凯瑟琳的秘宝+2,5,6,shipin_624,9400,15080,,624603,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":120},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""624614""",+95.1%对法师的伤害加成,4,"""baoshangpro"":412","{""a"":""attr"",""t"":""jinbi"",""n"":844189}","""6241"",""6242"",""6243"",""6244"",""6245"",""6246"",""6451"",""6452"",""6453"",""6454"",""6455"",""6456""",3,"""pvpdpspro"":40,""pvpundpspro"":40","{""a"":""attr"",""t"":""rmbmoney"",""n"":400}","{""a"":""shipin"",""t"":""6241"",""n"":4},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
624603,凯瑟琳的秘宝+3,5,6,shipin_624,9600,15090,,624604,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":210},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""624614""",+95.1%对法师的伤害加成,4,"""baoshangpro"":412","{""a"":""attr"",""t"":""jinbi"",""n"":844189}","""6241"",""6242"",""6243"",""6244"",""6245"",""6246"",""6451"",""6452"",""6453"",""6454"",""6455"",""6456""",4,"""pvpdpspro"":70,""pvpundpspro"":70","{""a"":""attr"",""t"":""rmbmoney"",""n"":700}","{""a"":""shipin"",""t"":""6241"",""n"":7},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
624604,凯瑟琳的秘宝+4,5,6,shipin_624,9800,15100,,624605,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":330},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""624614""",+95.1%对法师的伤害加成,4,"""baoshangpro"":412","{""a"":""attr"",""t"":""jinbi"",""n"":844189}","""6241"",""6242"",""6243"",""6244"",""6245"",""6246"",""6451"",""6452"",""6453"",""6454"",""6455"",""6456""",5,"""pvpdpspro"":110,""pvpundpspro"":110","{""a"":""attr"",""t"":""rmbmoney"",""n"":1100}","{""a"":""shipin"",""t"":""6241"",""n"":11},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
624605,凯瑟琳的秘宝+5,5,6,shipin_624,10000,15110,,,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":480},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""624614""",+95.1%对法师的伤害加成,4,"""baoshangpro"":412","{""a"":""attr"",""t"":""jinbi"",""n"":844189}",,0,"""pvpdpspro"":150,""pvpundpspro"":150","{""a"":""attr"",""t"":""rmbmoney"",""n"":1600}","{""a"":""shipin"",""t"":""6241"",""n"":16},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
6251,烈焰毁灭秘法,5,1,shipin_625,4000,25010,6252,,5200,5200,"{""a"":""item"",""t"":""3004"",""n"":30}","""undpspro"":186,""hppro"":104",,,4,"""hppro"":120","{""a"":""attr"",""t"":""jinbi"",""n"":243092}",,0,,,
6252,烈焰毁灭秘法,5,2,shipin_625,5000,25020,6253,,5200,10400,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":520}","""undpspro"":212,""hppro"":115",,,4,"""hppro"":133","{""a"":""attr"",""t"":""jinbi"",""n"":362802}",,0,,,
