技能id,技能类型,被动id,受控不触发,数据,检测条件,描述,
6302a114,4,runskill,1,"{""runskill"":[""6302a113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：每次普攻恢复自己115%攻击等量生命,
6302a124,4,runskill,1,"{""runskill"":[""6302a123""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：每次普攻增加自己伤增率20%持续4回合,
6302a314,4,runskill,0,"{""runskill"":[""6302a313""]}","{""when"":""byatk"",""side"":""-2""}",被动技能：受到攻击恢复自己40%攻击等量生命,
6302a324,4,runskill,0,"{""runskill"":[""6302a323""]}","{""when"":""byatk"",""side"":""-2""}",被动技能：受到攻击增加自己伤增率20%持续3回合,
31095124,4,addafterskill,1,"{""runskill"":[""31095123""]}",{},任何攻击对战士的伤害增加95%,
31096124,4,addafterskill,1,"{""runskill"":[""31096123""]}",{},任何攻击对战士的伤害增加135%,
3109a124,4,addafterskill,1,"{""runskill"":[""3109a123""]}",{},对战士的伤害增加175%,
31095214,4,runskill,1,"{""runskill"":[""31095213""]}","{""when"":""doatk"",""side"":""-2""}",每次出手伤害增加10%，持续6回合,
31096214,4,runskill,1,"{""runskill"":[""31096213""]}","{""when"":""doatk"",""side"":""-2""}",每次出手伤害增加20%，持续6回合,
3109a214,4,runskill,1,"{""runskill"":[""3109a213""]}","{""when"":""doatk"",""side"":""-2""}",每次出手伤害增加30%，持续6回合,
31095314,4,runskill,1,"{""runskill"":[""31095313""]}","{""when"":""byatk"",""side"":""-2""}",受到任何攻击恢复生命上限1%生命,
31096314,4,runskill,1,"{""runskill"":[""31096313""]}","{""when"":""byatk"",""side"":""-2""}",受到任何攻击恢复生命上限1.5%生命,
3109a314,4,runskill,1,"{""runskill"":[""3109a313""]}","{""when"":""byatk"",""side"":""-2""}",受到任何攻击恢复生命上限2%生命,
11023114,4,runskill,0,"{""runskill"":[""11023113""]}","{""when"":""byatk"",""side"":""-2""}",受到攻击防御提升5%，持续1回合,
11033114,4,fanji,0,"{""randnum"":300,""pro"":600}","{""when"":""byatk""}",受到攻击时30%概率反击，造成60%攻击伤害,
11033214,4,runskill,0,"{""runskill"":[""11033213""]}","{""when"":""bybaoji"",""side"":""-2""}",暴击伤害时恢复英雄50%攻击的生命,
13012114,4,runskill,1,"{""runskill"":[""13012113""]}","{""when"":""doatk"",""atktype"":""xpskill"",""side"":""-2""}",释放怒气技能时使我方所有英雄恢复35%攻击的生命,
13023114,4,runskill,1,"{""runskill"":[""13023113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",普攻释放时有15%概率使目标眩晕，持续1回合,
11044114,4,runskill,0,"{""runskill"":[""11044113""]}","{""when"":""byatk"",""side"":""-2""}",受到伤害提升英雄10%格挡，持续1回合,
11045114,4,runskill,0,"{""runskill"":[""11045113""]}","{""when"":""byatk"",""side"":""-2""}",受到伤害，提升英雄15%格挡，持续1回合,
11054214,4,fanji,0,"{""randnum"":250,""pro"":500}","{""when"":""byatk""}",被动效果：受到伤害时25%概率反击，造成50%攻击伤害,
11055214,4,fanji,0,"{""randnum"":300,""pro"":600}","{""when"":""byatk""}",被动效果：受到伤害时30%概率反击，造成60%攻击伤害,
11064214,4,runskill,0,"{""runskill"":[""11064213""]}","{""when"":""dead"",""side"":""0""}",每当我方英雄死亡伤害减免增加7%,
11065214,4,runskill,0,"{""runskill"":[""11065213""]}","{""when"":""dead"",""side"":""0""}",每当我方英雄死亡伤害减免增加10%,
15014214,4,runskill,0,"{""runskill"":[""15014213""]}","{""when"":""dead"",""side"":""0""}",每当我方英雄死亡英雄技能伤害提升15%,
15015214,4,runskill,0,"{""runskill"":[""15015213""]}","{""when"":""dead"",""side"":""0""}",每当我方英雄死亡英雄技能伤害提升25%,
15024114,4,runskill,1,"{""runskill"":[""15024113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",普攻有20%概率眩晕目标1回合,
15025114,4,runskill,1,"{""runskill"":[""15025113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",普攻有30%概率眩晕目标1回合,
23013114,4,runskill,1,"{""runskill"":[""23013113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",每次普攻恢复0.25倍攻击的生命,
23023114,4,runskill,1,"{""runskill"":[""23023113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",每次普攻恢复0.3倍攻击的生命,
25033114,4,runskill,0,"{""runskill"":[""25033113""]}","{""when"":""byatk"",""side"":""-2""}",受到伤害有50%概率恢复英雄30%攻击的生命,
21014214,4,runskill,1,"{""runskill"":[""21014213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",每次普攻有40%概率眩晕目标1回合,
21015214,4,runskill,1,"{""runskill"":[""21015213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",每次普攻有30%概率眩晕目标2回合,
21024214,4,runskill,1,"{""runskill"":[""21024213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",每次普攻提升自身护甲20%，持续2回合,
21025214,4,runskill,1,"{""runskill"":[""21025213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",每次普攻提升自身护甲40%，持续2回合,
22024214,4,runskill,0,"{""runskill"":[""22024213""]}","{""when"":""dead"",""side"":""-2""}",英雄死亡时使得全体敌人燃烧2回合，造成45%攻击伤害,
22025214,4,runskill,0,"{""runskill"":[""22025213""]}","{""when"":""dead"",""side"":""-2""}",英雄死亡时使得全体敌人燃烧2回合，造成60%攻击伤害,
25054214,4,runskill,0,"{""runskill"":[""25054213""]}","{""when"":""dead"",""side"":""0""}",每当我方英雄死亡增加10%格挡概率,
25055214,4,runskill,0,"{""runskill"":[""25055213""]}","{""when"":""dead"",""side"":""0""}",每当我方英雄死亡增加15%格挡概率,
32023114,4,runskill,1,"{""runskill"":[""32023113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",每次普攻恢复自身0.3倍攻击的生命,
35013214,4,runskill,1,"{""runskill"":[""35013213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",普攻有60%概率沉默目标1回合,
35023114,4,runskill,1,"{""runskill"":[""35023113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",普攻有100%概率降低地方护甲20%，持续1回合,
31044214,4,runskill,0,"{""runskill"":[""31044213""]}","{""when"":""byatk"",""side"":""-2""}",受到伤害有50%几率恢复0.7倍攻击的生命,
31045214,4,runskill,0,"{""runskill"":[""31045213""]}","{""when"":""byatk"",""side"":""-2""}",受到伤害有50%几率恢复1.2倍攻击的生命,
31054114,4,runskill,1,"{""runskill"":[""31054113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",每次普攻提升自己10%暴击率,
31055114,4,runskill,1,"{""runskill"":[""31055113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",每次普攻提升自己15%暴击率,
31064114,4,runskill,0,"{""runskill"":[""31064113""]}","{""when"":""gedang"",""atktype"":""normalskill""}",普攻的目标格挡，则对目标造成0.6倍流血伤害，持续2回合,
31065114,4,runskill,0,"{""runskill"":[""31065113""]}","{""when"":""gedang"",""atktype"":""normalskill""}",普攻的目标格挡，则对目标造成0.8倍流血伤害，持续2回合,
33014114,4,runskill,1,"{""runskill"":[""33014113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",每次普攻增加5%攻击，5%暴击，持续6回合,
33014124,4,runskill,1,"{""runskill"":[""33014123""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",每次普攻增加5%攻击，5%暴击，持续6回合,
33014214,4,runskill,1,"{""runskill"":[""33014213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",普攻有50%概率降低对方攻击20%，持续2回合,
33015114,4,runskill,1,"{""runskill"":[""33015113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",每次普攻增加10%攻击，10%暴击，持续6回合,
33015124,4,runskill,1,"{""runskill"":[""33015123""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",每次普攻增加10%攻击，10%暴击，持续6回合,
33015214,4,runskill,1,"{""runskill"":[""33015213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",普攻有50%概率降低对方攻击20%，持续3回合,
34014214,4,runskill,1,"{""runskill"":[""34014213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",每次普攻增加自身破甲10%，持续5回合,
34015214,4,runskill,1,"{""runskill"":[""34015213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",每次普攻增加自身破甲15%，持续5回合,
43012114,4,runskill,1,"{""runskill"":[""43012113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",普攻有20%概率沉默对手2回合,
43023114,4,runskill,1,"{""runskill"":[""43023113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",每次普攻恢复自己0.25倍攻击生命,
45023114,4,runskill,0,"{""runskill"":[""45023113""]}","{""when"":""hpchange"",""hpproless"":500}",生命低于50%，使得全体敌方流血，每回合造成0.3倍攻击伤害，持续3回合,
41034214,4,runskill,0,"{""runskill"":[""41034213""]}","{""when"":""byatk"",""side"":""-2""}",每次受到伤害使得敌人攻击降低15%，持续2回合,
41035214,4,runskill,0,"{""runskill"":[""41035213""]}","{""when"":""byatk"",""side"":""-2""}",每次受到伤害使得敌人攻击降低20%，持续2回合,
41044214,4,runskill,1,"{""runskill"":[""41044213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",普攻使敌人护甲降低35%，持续2回合,
41045214,4,runskill,1,"{""runskill"":[""41045213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",普攻使敌人护甲降低45%，持续2回合,
43034114,4,runskill,1,"{""runskill"":[""43034113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",每次普攻恢复我方前排英雄0.15倍攻击的生命,
43034214,4,runskill,0,"{""runskill"":[""43034213""]}","{""when"":""dead"",""side"":""0""}",每当我方英雄死亡，恢复我方所有英雄0.1倍攻击生命,
43035114,4,runskill,1,"{""runskill"":[""43035113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",每次普攻恢复我方前排英雄0.2倍攻击的生命,
43035214,4,runskill,0,"{""runskill"":[""43035213""]}","{""when"":""dead"",""side"":""0""}",每当我方英雄死亡，恢复我方所有英雄0.15倍攻击生命,
44024214,4,runskill,1,"{""runskill"":[""44024213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",每次普攻增加自己25%破甲，持续2回合,
44025214,4,runskill,1,"{""runskill"":[""44025213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",每次普攻增加自己30%破甲，持续2回合,
45034214,4,runskill,0,"{""runskill"":[""45034213""]}","{""when"":""dead"",""side"":""0""}",我方英雄死亡，破甲增加15%，技能伤害增加15%,
45034224,4,runskill,0,"{""runskill"":[""45034223""]}","{""when"":""dead"",""side"":""0""}",我方英雄死亡，破甲增加15%，技能伤害增加15%,
45035214,4,runskill,0,"{""runskill"":[""45035213""]}","{""when"":""dead"",""side"":""0""}",我方英雄死亡，破甲增加20%，技能伤害增加20%,
45035224,4,runskill,0,"{""runskill"":[""45035223""]}","{""when"":""dead"",""side"":""0""}",我方英雄死亡，破甲增加20%，技能伤害增加20%,
52013214,4,runskill,1,"{""runskill"":[""52013213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动效果：身上的防御非常诡异，普攻有30%概率石化目标2回合,
64013114,4,runskill,0,"{""runskill"":[""64013113""]}","{""when"":""hpchange"",""hpproless"":700}",被动效果：拥有光明的意志，血量低于70%时，护甲提升50%持续3回合,
52024214,4,runskill,1,"{""runskill"":[""52024213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动效果：普攻的目标如果是刺客，则80%概率石化目标1回合,
52025214,4,runskill,1,"{""runskill"":[""52025213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动效果：普攻的目标如果是刺客，则60%概率石化目标2回合,
52034214,4,runskill,1,"{""runskill"":[""52034213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动效果：普攻命中敌人时，有20%概率沉默敌人2回合,
52035214,4,runskill,1,"{""runskill"":[""52035213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动效果：普攻命中敌人时，有30%概率沉默敌人2回合,
61014214,4,runskill,0,"{""runskill"":[""61014213""]}","{""when"":""byatk"",""side"":""-2""}",受到伤害时，有50%概率恢复25%攻击的生命,
61015214,4,runskill,0,"{""runskill"":[""61015213""]}","{""when"":""byatk"",""side"":""-2""}",受到伤害时，有50%概率恢复35%攻击的生命,
43065114,4,runskill,1,"{""runskill"":[""43065113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动效果：速度增加10，每次普攻有30%概率对随机敌人释放缩小状态2回合（缩小：体型缩小50%，同时受到伤害增加30%，造成的伤害减少50%，缩小状态不可叠加）,
43065124,4,runskill,1,"{""runskill"":[""43065123""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动效果：速度增加15，每次普攻有50%概率对随机敌人释放缩小状态2回合（缩小：体型缩小50%，同时受到伤害增加30%，造成的伤害减少50%，缩小状态不可叠加）,
43066114,4,runskill,1,"{""runskill"":[""43066113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动效果：速度增加20，每次普攻有对随机敌人释放缩小状态2回合（缩小：体型缩小50%，同时受到伤害增加30%，造成的伤害减少50%，缩小状态不可叠加）,
43066124,4,runskill,1,"{""runskill"":[""43066123""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动效果：速度增加10，每次普攻有30%概率对随机敌人释放缩小状态2回合（缩小：体型缩小50%，同时受到伤害增加30%，造成的伤害减少50%，缩小状态不可叠加）,
4306a114,4,runskill,1,"{""runskill"":[""4306a113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动效果：速度增加15，每次普攻有50%概率对随机敌人释放缩小状态2回合（缩小：体型缩小50%，同时受到伤害增加30%，造成的伤害减少50%，缩小状态不可叠加）,
4306a124,4,runskill,1,"{""runskill"":[""4306a123""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动效果：速度增加20，每次普攻有对随机敌人释放缩小状态2回合（缩小：体型缩小50%，同时受到伤害增加30%，造成的伤害减少50%，缩小状态不可叠加）,
43065214,4,runskill,1,"{""runskill"":[""43065213""]}","{""when"":""doatk"",""side"":""-2""}",被动效果：每次出手增加自己8%格挡，持续3回合,
43066214,4,runskill,1,"{""runskill"":[""43066213""]}","{""when"":""doatk"",""side"":""-2""}",被动效果：每次出手增加自己13%格挡，持续3回合,
4306a214,4,runskill,1,"{""runskill"":[""4306a213""]}","{""when"":""doatk"",""side"":""-2""}",被动效果：每次出手增加自己20%格挡，持续3回合,
43065314,4,runskill,0,"{""runskill"":[""43065313""]}","{""when"":""hpchange"",""hpproless"":500}",当生命低于60%时，提升我方友军20%护甲，持续3回合（只触发一次）,
43066314,4,runskill,0,"{""runskill"":[""43066313""]}","{""when"":""hpchange"",""hpproless"":500}",当生命低于60%时，提升我方友军30%护甲，持续3回合（只触发一次）,
4306a314,4,runskill,0,"{""runskill"":[""4306a313""]}","{""when"":""hpchange"",""hpproless"":500}",当生命低于60%时，提升我方友军40%护甲，持续3回合（只触发一次）,
55015314,4,runskill,0,"{""runskill"":[""55015313""]}","{""when"":""doatk"",""atktype"":""xpskill"",""side"":""0""}",每当己方英雄释放技能，获取10点怒气,
55015324,4,runskill,0,"{""runskill"":[""55015323""]}","{""when"":""doatk"",""atktype"":""xpskill"",""side"":""0""}",每当己方英雄释放技能，恢复自己60%攻击等量生命,
55016314,4,runskill,0,"{""runskill"":[""55016313""]}","{""when"":""doatk"",""atktype"":""xpskill"",""side"":""0""}",每当己方英雄释放技能，获取20点怒气,
55016324,4,runskill,0,"{""runskill"":[""55016323""]}","{""when"":""doatk"",""atktype"":""xpskill"",""side"":""0""}",每当己方英雄释放技能，恢复自己85%攻击等量生命,
5501a314,4,runskill,0,"{""runskill"":[""5501a313""]}","{""when"":""doatk"",""atktype"":""xpskill"",""side"":""0""}",每当己方英雄释放技能，获取30点怒气,
5501a324,4,runskill,0,"{""runskill"":[""5501a323""]}","{""when"":""doatk"",""atktype"":""xpskill"",""side"":""0""}",每当己方英雄释放技能，恢复自己120%攻击等量生命,
55015114,4,addafterskill,1,"{""runskill"":[""55015113""]}",{},攻击对牧师造成额外60%伤害,
55016114,4,addafterskill,1,"{""runskill"":[""55016113""]}",{},攻击对牧师造成额外80%伤害,
5501a114,4,addafterskill,1,"{""runskill"":[""5501a113""]}",{},攻击对牧师造成额外120%伤害,
55015234,4,changeskill,1,"{""runskill"":[""55015232""]}",{},普攻改为攻击后排随机1个目标，造成100%伤害并减少目标30能量,
55016234,4,changeskill,1,"{""runskill"":[""55016232""]}",{},普攻改为攻击后排随机1个目标，造成110%伤害并减少目标40能量,
5501a234,4,changeskill,1,"{""runskill"":[""5501a232""]}",{},普攻改为攻击后排随机1个目标，造成120%伤害并减少目标50能量,
55015214,4,mianyi,0,"{""bufftype"":[""chenmo""]}",{},永久免疫沉默,
55015224,4,mianyi,0,"{""bufftype"":[""jinmo""]}",{},永久免疫禁魔,
55016214,4,mianyi,0,"{""bufftype"":[""chenmo""]}",{},永久免疫沉默,
55016224,4,mianyi,0,"{""bufftype"":[""jinmo""]}",{},永久免疫禁魔,
5501a214,4,mianyi,0,"{""bufftype"":[""chenmo""]}",{},永久免疫沉默,
5501a224,4,mianyi,0,"{""bufftype"":[""jinmo""]}",{},永久免疫禁魔,
65015114,4,mianyi,0,"{""bufftype"":[""chenmo""]}",{},被动技能：永久免疫沉默,
65016114,4,mianyi,0,"{""bufftype"":[""chenmo""]}",{},被动技能：永久免疫沉默,
6501a114,4,mianyi,0,"{""bufftype"":[""chenmo""]}",{},被动技能：永久免疫沉默,
65015124,4,mianyi,0,"{""bufftype"":[""jinmo""]}",{},被动技能：永久免疫禁魔,
65016124,4,mianyi,0,"{""bufftype"":[""jinmo""]}",{},被动技能：永久免疫禁魔,
6501a124,4,mianyi,0,"{""bufftype"":[""jinmo""]}",{},被动技能：永久免疫禁魔,
65016134,4,mianyi,0,"{""bufftype"":[""xuanyun""]}",{},被动技能：永久免疫眩晕,
6501a134,4,mianyi,0,"{""bufftype"":[""xuanyun""]}",{},被动技能：永久免疫眩晕,
6501a144,4,mianyi,0,"{""bufftype"":[""shihua""]}",{},被动技能：永久免疫石化,
6501a154,4,mianyi,0,"{""bufftype"":[""bingdong""]}",{},被动技能：永久免疫冰冻,
65015134,4,runskill,0,"{""runskill"":[""65015133""]}","{""when"":""doatk"",""side"":""-2""}",每次出手会恢复生命最少的友方英雄60%攻击生命,
65016144,4,runskill,0,"{""runskill"":[""65016143""]}","{""when"":""doatk"",""side"":""-2""}",每次出手会恢复生命最少的友方英雄80%攻击生命,
6501a164,4,runskill,0,"{""runskill"":[""6501a163""]}","{""when"":""doatk"",""side"":""-2""}",每次出手会提升生命百分比最少的友方英雄8%伤害加成3回合,
6501a174,4,runskill,0,"{""runskill"":[""6501a173""]}","{""when"":""doatk"",""side"":""-2""}",每次出手恢复目标135%攻击生命,
65015314,4,runskill,0,"{""runskill"":[""65015313""]}","{""when"":""round"",""number"":""-1""}",存活状态伤害每回合开始增加8%伤害，持续6回合,
65016314,4,runskill,0,"{""runskill"":[""65016313""]}","{""when"":""round"",""number"":""-1""}",存活状态伤害每回合开始增加12%伤害，持续6回合,
6501a314,4,runskill,0,"{""runskill"":[""6501a313""]}","{""when"":""round"",""number"":""-1""}",存活状态伤害每回合开始增加15%伤害，持续6回合,
65015324,4,fuhuo,0,"{""pro"":400}","{""when"":""dead""}",每场战斗首次死亡必定复活，并回复40%生命,
65016324,4,fuhuo,0,"{""pro"":600}","{""when"":""dead""}",每场战斗首次死亡必定复活，并回复60%生命,
6501a324,4,fuhuo,0,"{""pro"":800}","{""when"":""dead""}",每场战斗首次死亡必定复活，并回复80%生命,
22065114,4,runskill,0,"{""runskill"":[""22065113""]}","{""when"":""dead"",""side"":""1""}",被动技能：敌方英雄死亡，增加自己12%攻击,
22066114,4,runskill,0,"{""runskill"":[""22066113""]}","{""when"":""dead"",""side"":""1""}",被动技能：敌方英雄死亡，增加自己18%攻击,
2206a114,4,runskill,0,"{""runskill"":[""2206a113""]}","{""when"":""dead"",""side"":""1""}",被动技能：敌方英雄死亡，增加自己26%攻击,
22065124,4,runskill,0,"{""runskill"":[""22065123""]}","{""when"":""dead"",""side"":""1""}",被动技能：敌方英雄死亡，增加自己14%技能伤害,
22066124,4,runskill,0,"{""runskill"":[""22066123""]}","{""when"":""dead"",""side"":""1""}",被动技能：敌方英雄死亡，增加自己22%技能伤害,
2206a124,4,runskill,0,"{""runskill"":[""2206a123""]}","{""when"":""dead"",""side"":""1""}",被动技能：敌方英雄死亡，增加自己32%技能伤害,
22065314,4,runskill,1,"{""runskill"":[""22065313""]}","{""when"":""round"",""number"":""-1""}",被动技能：每回合开始，对地方全体造成10%灼烧伤害，持续6回合,
22066314,4,runskill,1,"{""runskill"":[""22066313""]}","{""when"":""round"",""number"":""-1""}",被动技能：每回合开始，对地方全体造成18%灼烧伤害，持续6回合,
2206a314,4,runskill,1,"{""runskill"":[""2206a313""]}","{""when"":""round"",""number"":""-1""}",被动技能：每回合开始，对地方全体造成26%灼烧伤害，持续6回合,
22065324,4,runskill,0,"{""runskill"":[""22065323""]}","{""when"":""dead"",""side"":""0""}",被动技能：废弃技能,
22066324,4,runskill,0,"{""runskill"":[""22066323""]}","{""when"":""dead"",""side"":""0""}",被动技能：废弃技能,
2206a324,4,addafterskill,1,"{""runskill"":[""2206a323""]}",{},被动技能：对燃烧的目标伤害增加50%,
14055114,4,changeskill,1,"{""runskill"":[""14055112""]}",{},被动技能：普攻有100%几率使目标流血，每回合造成25%攻击伤害，持续4回合，并提升自己11.2%破甲4回合。,
14056114,4,changeskill,1,"{""runskill"":[""14056112""]}",{},被动技能：普攻有100%几率使目标流血，每回合造成35%攻击伤害，持续4回合，并提升自己14%破甲4回合。,
1405a114,4,changeskill,1,"{""runskill"":[""1405a112""]}",{},被动技能：普攻有100%几率使目标流血，每回合造成45%攻击伤害，持续4回合，并提升自己16.8%破甲4回合。,
14055214,4,addafterskill,1,"{""runskill"":[""14055213""]}",{},被动技能：对流血目标伤害增加60%,
14056214,4,addafterskill,1,"{""runskill"":[""14056213""]}",{},被动技能：对流血目标伤害增加100%,
1405a214,4,addafterskill,1,"{""runskill"":[""1405a213""]}",{},被动技能：对流血目标伤害增加140%,
14055314,4,runskill,0,"{""runskill"":[""14055313""]}","{""when"":""dead"",""side"":""1""}",被动技能：敌方英雄死亡恢复自己80%攻击等量生命。,
14056314,4,runskill,0,"{""runskill"":[""14056313""]}","{""when"":""dead"",""side"":""1""}",被动技能：敌方英雄死亡恢复自己120%攻击等量生命。,
1405a314,4,runskill,0,"{""runskill"":[""1405a313""]}","{""when"":""dead"",""side"":""1""}",被动技能：敌方英雄死亡恢复自己240%攻击等量生命。,
55025214,4,changeskill,1,"{""runskill"":[""55025112""]}",{},被动技能：普攻有100%几率增加自身6%攻击和5点速度，持续3回合,
55026214,4,changeskill,1,"{""runskill"":[""55026112""]}",{},被动技能：普攻有100%几率增加自身10%攻击和10点速度，持续3回合,
5502a214,4,changeskill,1,"{""runskill"":[""5502a112""]}",{},被动技能：普攻有100%几率增加自身20%攻击和15点速度，持续3回合,
55025314,4,runskill,0,"{""runskill"":[""55025313""]}","{""when"":""doatk"",""atktype"":""xpskill"",""side"":""0""}",被动技能：当我方英雄释放技能时，增加自身10%技能伤害和10点怒气,
55025324,4,runskill,0,"{""runskill"":[""55025323""]}","{""when"":""doatk"",""atktype"":""xpskill"",""side"":""0""}",被动技能：当我方英雄释放技能时，增加自身15%技能伤害和20点怒气,
55026314,4,runskill,0,"{""runskill"":[""55026313""]}","{""when"":""doatk"",""atktype"":""xpskill"",""side"":""0""}",被动技能：当我方英雄释放技能时，增加自身10%技能伤害和10点怒气,
55026324,4,runskill,0,"{""runskill"":[""55026323""]}","{""when"":""doatk"",""atktype"":""xpskill"",""side"":""0""}",被动技能：当我方英雄释放技能时，增加自身15%技能伤害和20点怒气,
5502a314,4,runskill,0,"{""runskill"":[""5502a313""]}","{""when"":""doatk"",""atktype"":""xpskill"",""side"":""0""}",被动技能：当我方英雄释放技能时，增加自身20%技能伤害和30点怒气,
5502a324,4,runskill,0,"{""runskill"":[""5502a323"",""5502a333""]}","{""when"":""doatk"",""atktype"":""xpskill"",""side"":""0""}",被动技能：当我方英雄释放技能时，增加自身20%技能伤害和30点怒气,
31105114,4,changeskill,1,"{""runskill"":[""31105112""]}",{},被动技能：攻击有100%几率偷取目标15%护甲持续3回合。,
31106114,4,changeskill,1,"{""runskill"":[""31106112""]}",{},被动技能：攻击有100%几率偷取目标20%护甲持续3回合。,
3110a114,4,changeskill,1,"{""runskill"":[""3110a112""]}",{},被动技能：攻击有100%几率偷取目标25%护甲持续3回合。,
31105314,4,runskill,0,"{""runskill"":[""31105313""]}","{""when"":""round"",""number"":""-1""}",被动技能：战斗中每回合提升自身5%破甲，9%暴击，15%暴击伤害。,
31106314,4,runskill,0,"{""runskill"":[""31106313""]}","{""when"":""round"",""number"":""-1""}",被动技能：战斗中每回合提升自身7.5%破甲，12%暴击，20%暴击伤害。,
3110a314,4,runskill,0,"{""runskill"":[""3110a313""]}","{""when"":""round"",""number"":""-1""}",被动技能：战斗中每回合提升自身10%破甲，15%暴击，25%暴击伤害。,
31105324,4,runskill,0,"{""runskill"":[""31105323""]}","{""when"":""round"",""number"":""-1""}",被动技能：战斗中每回合提升自身5%破甲，9%暴击，15%暴击伤害。,
31106324,4,runskill,0,"{""runskill"":[""31106323""]}","{""when"":""round"",""number"":""-1""}",被动技能：战斗中每回合提升自身7.5%破甲，12%暴击，20%暴击伤害。,
3110a324,4,runskill,0,"{""runskill"":[""3110a323""]}","{""when"":""round"",""number"":""-1""}",被动技能：战斗中每回合提升自身10%破甲，15%暴击，25%暴击伤害。,
31105334,4,runskill,0,"{""runskill"":[""31105333""]}","{""when"":""round"",""number"":""-1""}",被动技能：战斗中每回合提升自身5%破甲，9%暴击，15%暴击伤害。,
31106334,4,runskill,0,"{""runskill"":[""31106333""]}","{""when"":""round"",""number"":""-1""}",被动技能：战斗中每回合提升自身7.5%破甲，12%暴击，20%暴击伤害。,
3110a334,4,runskill,0,"{""runskill"":[""3110a333""]}","{""when"":""round"",""number"":""-1""}",被动技能：战斗中每回合提升自身10%破甲，15%暴击，25%暴击伤害。,
43075214,4,changeskill,1,"{""runskill"":[""43075212""]}",{},普通攻击恢复自己60%攻击等量生命3回合，并使自身攻击增加10%和造成的治疗效果增加2%持续4回合,
43076214,4,changeskill,1,"{""runskill"":[""43076212""]}",{},普通攻击恢复自己100%攻击等量生命3回合，并使自身攻击增加20%和造成的治疗效果增加5%持续4回合,
4307a214,4,changeskill,1,"{""runskill"":[""4307a212""]}",{},普通攻击恢复自己150%攻击等量生命3回合，并使自身攻击增加30%和造成的治疗效果增加7%持续4回合,
43075314,4,runskill,1,"{""runskill"":[""43075313""]}","{""when"":""hpchange"",""hpproless"":500}",自身生命低于50%，对所有敌人有50%几率沉默1回合，并增加自己20%暴击伤害8回合（只能触发一次）,
