掉落组,掉落类型,掉落物品,掉落数量,权重
100016,hero,11095,1,90
100016,hero,11105,1,30
100016,hero,12035,1,90
100016,hero,12045,1,90
100016,hero,13045,1,90
100016,hero,13055,1,30
100016,hero,14035,1,90
100016,hero,14045,1,90
100016,hero,14055,1,90
100016,hero,14065,1,30
100016,hero,15035,1,90
100016,hero,15045,1,90
100016,hero,21045,1,90
100016,hero,21055,1,90
100016,hero,21065,1,30
100016,hero,22045,1,90
100016,hero,22055,1,90
100016,hero,22065,1,90
100016,hero,22075,1,90
100016,hero,22085,1,30
100016,hero,23035,1,90
100016,hero,24035,1,90
100016,hero,24045,1,30
100016,hero,25065,1,90
100016,hero,25075,1,90
100016,hero,25085,1,30
100016,hero,31075,1,90
100016,hero,31085,1,90
100016,hero,31095,1,90
100016,hero,31105,1,90
100016,hero,31115,1,30
100016,hero,32055,1,90
100016,hero,32065,1,90
100016,hero,32075,1,30
100016,hero,33035,1,90
100016,hero,33045,1,30
100016,hero,34025,1,90
100016,hero,34035,1,30
100016,hero,35035,1,90
100016,hero,35045,1,90
100016,hero,35055,1,30
100016,hero,41055,1,90
100016,hero,41065,1,90
100016,hero,41075,1,30
100016,hero,42015,1,90
100016,hero,42025,1,30
100016,hero,43065,1,90
100016,hero,43075,1,90
100016,hero,43085,1,30
100016,hero,44045,1,90
100016,hero,44055,1,90
100016,hero,44065,1,30
100016,hero,45045,1,90
100016,hero,45055,1,90
100016,hero,45065,1,90
100016,hero,51015,1,90
100016,hero,51025,1,30
100016,hero,52045,1,90
100016,hero,52055,1,30
100016,hero,55015,1,90
100016,hero,55025,1,90
100016,hero,61025,1,90
100016,hero,62025,1,30
100016,hero,63025,1,90
100016,hero,63035,1,30
100016,hero,64025,1,30
100016,hero,65015,1,90
100016,hero,55035,1,30
100016,hero,12025,1,450
100016,hero,13035,1,450
100016,hero,14025,1,450
100016,hero,21035,1,450
100016,hero,22035,1,450
100016,hero,24025,1,450
100016,hero,32035,1,450
100016,hero,32045,1,450
100016,hero,33025,1,450
100016,hero,43045,1,450
100016,hero,43055,1,450
100016,hero,44035,1,450
100016,hero,53015,1,450
100016,hero,53025,1,30
100016,hero,62015,1,450
100016,hero,11045,1,370
100016,hero,11055,1,370
100016,hero,11065,1,370
100016,hero,15015,1,370
100016,hero,15025,1,370
100016,hero,21015,1,370
100016,hero,21025,1,370
100016,hero,22025,1,370
100016,hero,25045,1,370
100016,hero,25055,1,370
100016,hero,31045,1,370
100016,hero,31055,1,370
100016,hero,31065,1,370
100016,hero,33015,1,370
100016,hero,34015,1,370
100016,hero,41035,1,370
100016,hero,41045,1,370
100016,hero,43035,1,370
100016,hero,44025,1,370
100016,hero,45035,1,370
100016,hero,52025,1,370
100016,hero,52035,1,370
100016,hero,61015,1,370
100016,hero,63015,1,370
100016,hero,61035,1,30
100020,hero,13012,1,26800
100020,hero,22012,1,26800
100020,hero,31012,1,26800
100020,hero,43012,1,26800
100020,hero,11023,1,4542
100020,hero,11033,1,4542
100020,hero,12013,1,4542
100020,hero,13023,1,4542
100020,hero,14013,1,4542
100020,hero,23013,1,4542
100020,hero,23023,1,4542
100020,hero,24013,1,4542
100020,hero,25023,1,4542
100020,hero,25033,1,4542
100020,hero,31023,1,4542
100020,hero,31033,1,4542
100020,hero,32023,1,4542
100020,hero,35013,1,4542
100020,hero,35023,1,4542
100020,hero,41013,1,4542
100020,hero,41023,1,4542
100020,hero,43023,1,4542
100020,hero,45013,1,4542
100020,hero,45023,1,4542
100020,hero,52013,1,45000
100020,hero,64013,1,45000
100020,hero,11044,1,1160
100020,hero,11054,1,1160
100020,hero,11064,1,1160
100020,hero,12024,1,1160
100020,hero,13034,1,1160
100020,hero,14024,1,1160
100020,hero,15014,1,1160
100020,hero,15024,1,1160
100020,hero,21014,1,1160
100020,hero,21024,1,1160
100020,hero,21034,1,1160
100020,hero,22024,1,1160
100020,hero,22034,1,1160
100020,hero,24024,1,1160
100020,hero,25044,1,1160
100020,hero,25054,1,1160
100020,hero,31044,1,1160
100020,hero,31054,1,1160
100020,hero,31064,1,1160
100020,hero,32034,1,1160
100020,hero,32044,1,1160
100020,hero,33014,1,1160
100020,hero,33024,1,1160
100020,hero,34014,1,1160
100020,hero,41034,1,1160
100020,hero,41044,1,1160
100020,hero,43034,1,1160
100020,hero,43044,1,1160
100020,hero,43054,1,1160
100020,hero,44024,1,1160
100020,hero,44034,1,1160
100020,hero,45034,1,1160
100020,hero,52024,1,1160
100020,hero,52034,1,1160
100020,hero,53014,1,1160
100020,hero,61014,1,1160
100020,hero,62014,1,1160
100020,hero,63014,1,1160
100020,hero,11075,1,13
100020,hero,11085,1,13
100020,hero,11095,1,4
100020,hero,11105,1,4
100020,hero,12035,1,13
100020,hero,12045,1,4
100020,hero,13045,1,13
100020,hero,13055,1,4
100020,hero,14035,1,13
100020,hero,14045,1,13
100020,hero,14055,1,4
100020,hero,14065,1,4
100020,hero,15035,1,13
100020,hero,15045,1,4
100020,hero,21045,1,13
100020,hero,21055,1,4
100020,hero,21065,1,4
100020,hero,22045,1,13
100020,hero,22055,1,13
100020,hero,22065,1,4
100020,hero,22075,1,4
100020,hero,22085,1,4
100020,hero,23035,1,13
100020,hero,24035,1,13
100020,hero,24045,1,4
100020,hero,25065,1,13
100020,hero,25075,1,13
100020,hero,25085,1,4
100020,hero,31075,1,13
100020,hero,31085,1,13
100020,hero,31095,1,13
100020,hero,31105,1,4
100020,hero,31115,1,4
100020,hero,32055,1,13
100020,hero,32065,1,4
100020,hero,32075,1,4
100020,hero,33035,1,4
100020,hero,33045,1,4
100020,hero,34025,1,13
100020,hero,34035,1,4
100020,hero,35035,1,13
100020,hero,35045,1,13
100020,hero,35055,1,4
100020,hero,41055,1,13
100020,hero,41065,1,13
100020,hero,53025,1,4
100020,hero,42015,1,13
100020,hero,42025,1,4
100020,hero,43065,1,13
100020,hero,43075,1,4
100020,hero,43085,1,4
100020,hero,44045,1,13
100020,hero,44055,1,4
100020,hero,44065,1,4
100020,hero,45045,1,13
100020,hero,45055,1,13
100020,hero,45065,1,4
100020,hero,51015,1,13
100020,hero,51025,1,4
100020,hero,52045,1,13
100020,hero,52055,1,4
100020,hero,55015,1,4
100020,hero,55025,1,4
100020,hero,61025,1,13
100020,hero,62025,1,4
100020,hero,63025,1,13
100020,hero,63035,1,4
100020,hero,64025,1,4
100020,hero,65015,1,4
100020,hero,55035,1,4
100020,hero,12025,1,66
100020,hero,13035,1,66
100020,hero,14025,1,66
100020,hero,21035,1,66
100020,hero,22035,1,66
100020,hero,24025,1,66
100020,hero,32035,1,66
100020,hero,32045,1,66
100020,hero,33025,1,66
100020,hero,43045,1,66
100020,hero,43055,1,66
100020,hero,44035,1,66
100020,hero,53015,1,66
100020,hero,53025,1,4
100020,hero,62015,1,66
100020,hero,11045,1,55
100020,hero,11055,1,55
100020,hero,11065,1,55
100020,hero,15015,1,55
100020,hero,15025,1,55
100020,hero,21015,1,55
100020,hero,21025,1,55
100020,hero,22025,1,55
100020,hero,25045,1,55
100020,hero,25055,1,55
100020,hero,31045,1,55
100020,hero,31055,1,55
100020,hero,31065,1,55
100020,hero,33015,1,55
100020,hero,34015,1,55
100020,hero,41035,1,55
100020,hero,41045,1,55
100020,hero,43035,1,55
100020,hero,44025,1,55
100020,hero,45035,1,55
100020,hero,52025,1,55
100020,hero,52035,1,55
100020,hero,61015,1,55
100020,hero,63015,1,55
100020,hero,61035,1,4
100101,item,4002,15,1000
100101,item,4010,15,500
100101,item,4010,20,500
100101,item,4010,25,200
100101,item,11044,30,813
100101,item,11054,30,813
100101,item,11064,30,813
100101,item,12024,30,813
100101,item,13034,30,813
100101,item,14024,30,813
100101,item,15014,30,813
100101,item,15024,30,813
100101,item,11045,50,134
100101,item,11055,50,134
100101,item,11065,50,134
100101,item,11075,50,59
100101,item,11085,50,59
100101,item,11095,50,16
100101,item,11105,50,16
100101,item,31115,50,16
100101,item,12025,50,89
100101,item,12035,50,59
100101,item,12045,50,16
100101,item,13035,50,89
100101,item,13045,50,59
100101,item,13055,50,16
100101,item,14025,50,89
100101,item,14035,50,59
100101,item,14045,50,59
100101,item,14055,50,16
100101,item,14065,50,16
100101,item,15015,50,134
100101,item,15025,50,134
100101,item,15035,50,59
100101,item,15045,50,16
100102,item,4002,15,1000
100102,item,4011,15,500
100102,item,4011,20,500
100102,item,4011,25,200
100102,item,21014,30,813
100102,item,21024,30,813
100102,item,21034,30,813
100102,item,22024,30,813
100102,item,22034,30,813
100102,item,24024,30,813
100102,item,25044,30,813
100102,item,25054,30,813
100102,item,21015,50,128
100102,item,21025,50,128
100102,item,21035,50,85
100102,item,21045,50,57
100102,item,21055,50,16
100102,item,21065,50,16
100102,item,22025,50,128
100102,item,22035,50,85
100102,item,22045,50,57
100102,item,22055,50,57
100102,item,22065,50,16
100102,item,22075,50,16
100102,item,22085,50,16
100102,item,23035,50,57
100102,item,24025,50,85
100102,item,24035,50,57
100102,item,24045,50,16
100102,item,25045,50,128
100102,item,25055,50,128
100102,item,25065,50,57
100102,item,25075,50,57
100102,item,25085,50,16
100103,item,4002,15,1000
100103,item,4012,15,500
100103,item,4012,20,500
100103,item,4012,25,200
100103,item,31044,30,813
100103,item,31054,30,813
100103,item,31064,30,813
100103,item,32034,30,813
100103,item,32044,30,813
100103,item,33014,30,813
100103,item,33024,30,813
100103,item,34014,30,813
100103,item,31045,50,134
100103,item,31055,50,134
100103,item,31065,50,134
100103,item,31075,50,59
100103,item,31085,50,59
100103,item,31095,50,59
100103,item,31105,50,16
100103,item,32035,50,89
100103,item,32045,50,89
100103,item,32055,50,59
100103,item,32065,50,16
100103,item,32075,50,4
100103,item,33035,50,16
100103,item,33015,50,134
100103,item,33025,50,89
100103,item,33045,50,16
100103,item,34015,50,134
100103,item,34025,50,59
100103,item,34035,50,4
100103,item,35055,50,16
100103,item,35035,50,59
100103,item,35045,50,59
100104,item,4002,15,1000
100104,item,4013,15,500
100104,item,4013,20,500
100104,item,4013,25,200
100104,item,41034,30,813
100104,item,41044,30,813
100104,item,43034,30,813
100104,item,43044,30,813
100104,item,43054,30,813
100104,item,44024,30,813
100104,item,44034,30,813
100104,item,45034,30,813
100104,item,41035,50,134
100104,item,41045,50,134
100104,item,41055,50,59
100104,item,41065,50,59
100104,item,41075,50,16
100104,item,42015,50,59
100104,item,42025,50,16
100104,item,43035,50,134
100104,item,43045,50,89
100104,item,43055,50,89
100104,item,43065,50,59
100104,item,43075,50,16
100104,item,43085,50,4
100104,item,44025,50,134
100104,item,44035,50,89
100104,item,44045,50,59
100104,item,44055,50,16
100104,item,44065,50,16
100104,item,45035,50,134
100104,item,45045,50,59
100104,item,45055,50,59
100104,item,45065,50,16
100105,item,4007,15,2250
100105,item,4008,15,2250
100105,item,4014,15,900
100105,item,4015,15,900
100105,item,52024,30,500
100105,item,52034,30,500
100105,item,53014,30,500
100105,item,61014,30,500
100105,item,62014,30,500
100105,item,63014,30,500
100105,item,51015,50,13
100105,item,51025,50,4
100105,item,52025,50,118
100105,item,52035,50,118
100105,item,52045,50,13
100105,item,52055,50,4
100105,item,53015,50,85
100105,item,53025,50,4
100105,item,55015,50,4
100105,item,55025,50,4
100105,item,61015,50,118
100105,item,61025,50,13
100105,item,62015,50,85
100105,item,62025,50,4
100105,item,63015,50,118
100105,item,63025,50,13
100105,item,63035,50,4
100105,item,64025,50,4
100105,item,65015,50,4
100105,item,61035,50,4
100105,item,55035,50,4
100106,item,2021,1,45
100106,item,2022,2,150
100106,,,0,93
201001,equip,1001,1,100
201002,equip,2001,1,100
201003,equip,3001,1,100
201004,equip,4001,1,100
201005,equip,1001,1,25
201005,equip,2001,1,25
201005,equip,3001,1,25
201005,equip,4001,1,25
201006,equip,1002,1,100
201007,equip,2002,1,100
201008,equip,3002,1,100
201009,equip,4002,1,100
201010,equip,1002,1,25
201010,equip,2002,1,25
201010,equip,3002,1,25
201010,equip,4002,1,25
201011,equip,1011,1,100
201011,equip,1002,1,260
201012,equip,2011,1,100
201012,equip,2002,1,260
201013,equip,3011,1,100
201013,equip,3002,1,260
201014,equip,4011,1,100
201014,equip,4002,1,260
201015,equip,1011,1,25
201015,equip,1002,1,65
201015,equip,2011,1,25
201015,equip,2002,1,65
201015,equip,3011,1,25
201015,equip,3002,1,65
201015,equip,4011,1,25
201015,equip,4002,1,65
201016,equip,1011,1,100
201016,equip,1002,1,260
201017,equip,2011,1,100
201017,equip,2002,1,260
201018,equip,3011,1,100
201018,equip,3002,1,260
201019,equip,4011,1,100
201019,equip,4002,1,260
201020,equip,1011,1,25
201020,equip,1002,1,65
201020,equip,2011,1,25
201020,equip,2002,1,65
201020,equip,3011,1,25
201020,equip,3002,1,65
201020,equip,4011,1,25
201020,equip,4002,1,65
201021,equip,1021,1,52
201021,equip,1011,1,600
201021,,,0,1911
201022,equip,2021,1,52
201022,equip,2011,1,600
201022,,,0,1911
201023,equip,3021,1,52
201023,equip,3011,1,600
201023,,,0,1911
201024,equip,4021,1,52
201024,equip,4011,1,600
201024,,,0,1911
201025,equip,1021,1,13
201025,equip,1011,1,150
201025,equip,2021,1,13
201025,equip,2011,1,150
201025,equip,3021,1,13
201025,equip,3011,1,150
201025,equip,4021,1,13
201025,equip,4011,1,150
201025,,,0,1911
201026,equip,1021,1,52
201026,equip,1011,1,600
201026,,,0,1911
201027,equip,2021,1,52
201027,equip,2011,1,600
201027,,,0,1911
201028,equip,3021,1,52
201028,equip,3011,1,600
201028,,,0,1911
201029,equip,4021,1,52
201029,equip,4011,1,600
201029,,,0,1911
201030,equip,1021,1,13
201030,equip,1011,1,150
201030,equip,2021,1,13
201030,equip,2011,1,150
201030,equip,3021,1,13
201030,equip,3011,1,150
201030,equip,4021,1,13
201030,equip,4011,1,150
201030,,,0,1911
201031,equip,1021,1,52
201031,equip,1011,1,600
201031,,,0,1911
201032,equip,2021,1,52
201032,equip,2011,1,600
201032,,,0,1911
201033,equip,3021,1,52
201033,equip,3011,1,600
201033,,,0,1911
201034,equip,4021,1,52
201034,equip,4011,1,600
201034,,,0,1911
201035,equip,1021,1,13
201035,equip,1011,1,150
201035,equip,2021,1,13
201035,equip,2011,1,150
201035,equip,3021,1,13
201035,equip,3011,1,150
201035,equip,4021,1,13
201035,equip,4011,1,150
201035,,,0,1911
201036,equip,1022,1,52
201036,equip,1012,1,500
201036,equip,1011,1,2000
201036,,,0,7256
201037,equip,2022,1,52
201037,equip,2012,1,500
201037,equip,2011,1,2000
201037,,,0,7256
201038,equip,3022,1,52
201038,equip,3012,1,500
201038,equip,3011,1,2000
201038,,,0,7256
201039,equip,4022,1,52
201039,equip,4012,1,500
201039,equip,4011,1,2000
201039,,,0,7256
201040,equip,1022,1,13
201040,equip,1012,1,125
201040,equip,1011,1,500
201040,equip,2022,1,13
201040,equip,2012,1,125
201040,equip,2011,1,500
201040,equip,3022,1,13
201040,equip,3012,1,125
201040,equip,3011,1,500
201040,equip,4022,1,13
201040,equip,4012,1,125
201040,equip,4011,1,500
201040,,,0,7256
201041,equip,1022,1,52
201041,equip,1012,1,500
201041,equip,1011,1,2000
201041,,,0,7256
201042,equip,2022,1,52
201042,equip,2012,1,500
201042,equip,2011,1,2000
201042,,,0,7256
201043,equip,3022,1,52
201043,equip,3012,1,500
201043,equip,3011,1,2000
201043,,,0,7256
201044,equip,4022,1,52
201044,equip,4012,1,500
201044,equip,4011,1,2000
201044,,,0,7256
201045,equip,1022,1,13
201045,equip,1012,1,125
201045,equip,1011,1,500
201045,equip,2022,1,13
201045,equip,2012,1,125
201045,equip,2011,1,500
201045,equip,3022,1,13
201045,equip,3012,1,125
201045,equip,3011,1,500
201045,equip,4022,1,13
201045,equip,4012,1,125
201045,equip,4011,1,500
201045,,,0,7256
201046,equip,1022,1,52
201046,equip,1012,1,500
201046,equip,1011,1,2000
201046,,,0,7256
201047,equip,2022,1,52
201047,equip,2012,1,500
201047,equip,2011,1,2000
201047,,,0,7256
201048,equip,3022,1,52
201048,equip,3012,1,500
201048,equip,3011,1,2000
201048,,,0,7256
201049,equip,4022,1,52
201049,equip,4012,1,500
201049,equip,4011,1,2000
201049,,,0,7256
201050,equip,1022,1,13
201050,equip,1012,1,125
201050,equip,1011,1,500
201050,equip,2022,1,13
201050,equip,2012,1,125
201050,equip,2011,1,500
201050,equip,3022,1,13
201050,equip,3012,1,125
201050,equip,3011,1,500
201050,equip,4022,1,13
201050,equip,4012,1,125
201050,equip,4011,1,500
201050,,,0,7256
201051,equip,1031,1,52
201051,equip,1021,1,500
201051,equip,1012,1,2000
201051,,,0,7256
201052,equip,2031,1,52
201052,equip,2021,1,500
201052,equip,2012,1,2000
201052,,,0,7256
201053,equip,3031,1,52
201053,equip,3021,1,500
201053,equip,3012,1,2000
201053,,,0,7256
201054,equip,4031,1,52
201054,equip,4021,1,500
201054,equip,4012,1,2000
201054,,,0,7256
201055,equip,1031,1,13
201055,equip,1021,1,125
201055,equip,1012,1,500
201055,equip,2031,1,13
201055,equip,2021,1,125
201055,equip,2012,1,500
201055,equip,3031,1,13
201055,equip,3021,1,125
201055,equip,3012,1,500
201055,equip,4031,1,13
201055,equip,4021,1,125
201055,equip,4012,1,500
201055,,,0,7256
201056,equip,1031,1,52
201056,equip,1021,1,500
201056,equip,1012,1,2000
201056,,,0,7256
201057,equip,2031,1,52
201057,equip,2021,1,500
201057,equip,2012,1,2000
201057,,,0,7256
201058,equip,3031,1,52
201058,equip,3021,1,500
201058,equip,3012,1,2000
201058,,,0,7256
201059,equip,4031,1,52
201059,equip,4021,1,500
201059,equip,4012,1,2000
201059,,,0,7256
201060,equip,1031,1,13
201060,equip,1021,1,125
201060,equip,1012,1,500
201060,equip,2031,1,13
201060,equip,2021,1,125
201060,equip,2012,1,500
201060,equip,3031,1,13
201060,equip,3021,1,125
201060,equip,3012,1,500
201060,equip,4031,1,13
201060,equip,4021,1,125
201060,equip,4012,1,500
201060,,,0,7256
201061,equip,1031,1,52
201061,equip,1021,1,500
201061,equip,1012,1,2000
201061,,,0,7256
201062,equip,2031,1,52
201062,equip,2021,1,500
201062,equip,2012,1,2000
201062,,,0,7256
201063,equip,3031,1,52
201063,equip,3021,1,500
201063,equip,3012,1,2000
201063,,,0,7256
201064,equip,4031,1,52
201064,equip,4021,1,500
201064,equip,4012,1,2000
201064,,,0,7256
201065,equip,1031,1,13
201065,equip,1021,1,125
201065,equip,1012,1,500
201065,equip,2031,1,13
201065,equip,2021,1,125
201065,equip,2012,1,500
201065,equip,3031,1,13
201065,equip,3021,1,125
201065,equip,3012,1,500
201065,equip,4031,1,13
201065,equip,4021,1,125
201065,equip,4012,1,500
201065,,,0,7256
201066,equip,1031,1,52
201066,equip,1021,1,500
201066,equip,1012,1,2000
201066,,,0,7256
201067,equip,2031,1,52
201067,equip,2021,1,500
201067,equip,2012,1,2000
201067,,,0,7256
201068,equip,3031,1,52
201068,equip,3021,1,500
201068,equip,3012,1,2000
201068,,,0,7256
201069,equip,4031,1,52
201069,equip,4021,1,500
201069,equip,4012,1,2000
201069,,,0,7256
201070,equip,1031,1,13
201070,equip,1021,1,125
201070,equip,1012,1,500
201070,equip,2031,1,13
201070,equip,2021,1,125
201070,equip,2012,1,500
201070,equip,3031,1,13
201070,equip,3021,1,125
201070,equip,3012,1,500
201070,equip,4031,1,13
201070,equip,4021,1,125
201070,equip,4012,1,500
201070,,,0,7256
201071,equip,1031,1,100
201071,equip,1022,1,1000
201071,equip,1021,1,2000
201071,,,0,8700
201072,equip,2031,1,100
201072,equip,2022,1,1000
201072,equip,2021,1,2000
201072,,,0,8700
201073,equip,3031,1,100
201073,equip,3022,1,1000
201073,equip,3021,1,2000
201073,,,0,8700
201074,equip,4031,1,100
201074,equip,4022,1,1000
201074,equip,4021,1,2000
201074,,,0,8700
201075,equip,1031,1,25
201075,equip,1022,1,250
201075,equip,1021,1,500
201075,equip,2031,1,25
201075,equip,2022,1,250
201075,equip,2021,1,500
201075,equip,3031,1,25
201075,equip,3022,1,250
201075,equip,3021,1,500
201075,equip,4031,1,25
201075,equip,4022,1,250
201075,equip,4021,1,500
201075,,,0,8700
201076,equip,1031,1,100
201076,equip,1022,1,1000
201076,equip,1021,1,2000
201076,,,0,8700
201077,equip,2031,1,100
201077,equip,2022,1,1000
201077,equip,2021,1,2000
201077,,,0,8700
201078,equip,3031,1,100
201078,equip,3022,1,1000
201078,equip,3021,1,2000
201078,,,0,8700
201079,equip,4031,1,100
201079,equip,4022,1,1000
201079,equip,4021,1,2000
201079,,,0,8700
201080,equip,1031,1,25
201080,equip,1022,1,250
201080,equip,1021,1,500
201080,equip,2031,1,25
201080,equip,2022,1,250
201080,equip,2021,1,500
201080,equip,3031,1,25
201080,equip,3022,1,250
201080,equip,3021,1,500
201080,equip,4031,1,25
201080,equip,4022,1,250
201080,equip,4021,1,500
201080,,,0,8700
201081,equip,1032,1,150
201081,equip,1022,1,1000
201081,equip,1021,1,2000
201081,,,0,8916
201082,equip,2032,1,150
201082,equip,2022,1,1000
201082,equip,2021,1,2000
201082,,,0,8916
201083,equip,3032,1,150
201083,equip,3022,1,1000
201083,equip,3021,1,2000
201083,,,0,8916
201084,equip,4032,1,150
201084,equip,4022,1,1000
201084,equip,4021,1,2000
201084,,,0,8916
201085,equip,1032,1,37
201085,equip,1022,1,250
201085,equip,1021,1,500
201085,equip,2032,1,37
201085,equip,2022,1,250
201085,equip,2021,1,500
201085,equip,3032,1,37
201085,equip,3022,1,250
201085,equip,3021,1,500
201085,equip,4032,1,37
201085,equip,4022,1,250
201085,equip,4021,1,500
201085,,,0,8916
201086,equip,1032,1,150
201086,equip,1022,1,1000
201086,equip,1021,1,2000
201086,,,0,8916
201087,equip,2032,1,150
201087,equip,2022,1,1000
201087,equip,2021,1,2000
201087,,,0,8916
201088,equip,3032,1,150
201088,equip,3022,1,1000
201088,equip,3021,1,2000
201088,,,0,8916
201089,equip,4032,1,150
201089,equip,4022,1,1000
201089,equip,4021,1,2000
201089,,,0,8916
201090,equip,1032,1,37
201090,equip,1022,1,250
201090,equip,1021,1,500
201090,equip,2032,1,37
201090,equip,2022,1,250
201090,equip,2021,1,500
201090,equip,3032,1,37
201090,equip,3022,1,250
201090,equip,3021,1,500
201090,equip,4032,1,37
201090,equip,4022,1,250
201090,equip,4021,1,500
201090,,,0,8916
201091,equip,1033,1,100
201091,equip,1022,1,1000
201091,equip,1021,1,2000
201091,,,0,8544
201092,equip,2033,1,100
201092,equip,2022,1,1000
201092,equip,2021,1,2000
201092,,,0,8544
201093,equip,3033,1,100
201093,equip,3022,1,1000
201093,equip,3021,1,2000
201093,,,0,8544
201094,equip,4033,1,100
201094,equip,4022,1,1000
201094,equip,4021,1,2000
201094,,,0,8544
201095,equip,1033,1,25
201095,equip,1022,1,250
201095,equip,1021,1,500
201095,equip,2033,1,25
201095,equip,2022,1,250
201095,equip,2021,1,500
201095,equip,3033,1,25
201095,equip,3022,1,250
201095,equip,3021,1,500
201095,equip,4033,1,25
201095,equip,4022,1,250
201095,equip,4021,1,500
201095,,,0,8544
201096,equip,1033,1,100
201096,equip,1022,1,1000
201096,equip,1021,1,2000
201096,,,0,8544
201097,equip,2033,1,100
201097,equip,2022,1,1000
201097,equip,2021,1,2000
201097,,,0,8544
201098,equip,3033,1,100
201098,equip,3022,1,1000
201098,equip,3021,1,2000
201098,,,0,8544
201099,equip,4033,1,100
201099,equip,4022,1,1000
201099,equip,4021,1,2000
201099,,,0,8544
201100,equip,1033,1,25
201100,equip,1022,1,250
201100,equip,1021,1,500
201100,equip,2033,1,25
201100,equip,2022,1,250
201100,equip,2021,1,500
201100,equip,3033,1,25
201100,equip,3022,1,250
201100,equip,3021,1,500
201100,equip,4033,1,25
201100,equip,4022,1,250
201100,equip,4021,1,500
201100,,,0,8544
201101,equip,1033,1,100
201101,equip,1022,1,1000
201101,equip,1021,1,2000
201101,,,0,8544
201102,equip,2033,1,100
201102,equip,2022,1,1000
201102,equip,2021,1,2000
201102,,,0,8544
201103,equip,3033,1,100
201103,equip,3022,1,1000
201103,equip,3021,1,2000
201103,,,0,8544
201104,equip,4033,1,100
201104,equip,4022,1,1000
201104,equip,4021,1,2000
201104,,,0,8544
201105,equip,1033,1,25
201105,equip,1022,1,250
201105,equip,1021,1,500
201105,equip,2033,1,25
201105,equip,2022,1,250
201105,equip,2021,1,500
201105,equip,3033,1,25
201105,equip,3022,1,250
201105,equip,3021,1,500
201105,equip,4033,1,25
201105,equip,4022,1,250
201105,equip,4021,1,500
201105,,,0,8544
201106,equip,1033,1,100
201106,equip,1022,1,1000
201106,equip,1021,1,2000
201106,,,0,8544
201107,equip,2033,1,100
201107,equip,2022,1,1000
201107,equip,2021,1,2000
201107,,,0,8544
201108,equip,3033,1,100
201108,equip,3022,1,1000
201108,equip,3021,1,2000
201108,,,0,8544
201109,equip,4033,1,100
201109,equip,4022,1,1000
201109,equip,4021,1,2000
201109,,,0,8544
201110,equip,1033,1,25
201110,equip,1022,1,250
201110,equip,1021,1,500
201110,equip,2033,1,25
201110,equip,2022,1,250
201110,equip,2021,1,500
201110,equip,3033,1,25
201110,equip,3022,1,250
201110,equip,3021,1,500
201110,equip,4033,1,25
201110,equip,4022,1,250
201110,equip,4021,1,500
201110,,,0,8544
201111,equip,1041,1,50
201111,equip,1031,1,1000
201111,equip,1022,1,2000
201111,,,0,9016
201112,equip,2041,1,50
201112,equip,2031,1,1000
201112,equip,2022,1,2000
201112,,,0,9016
201113,equip,3041,1,50
201113,equip,3031,1,1000
201113,equip,3022,1,2000
201113,,,0,9016
201114,equip,4041,1,50
201114,equip,4031,1,1000
201114,equip,4022,1,2000
201114,,,0,9016
201115,equip,1041,1,12
201115,equip,1031,1,250
201115,equip,1022,1,500
201115,equip,2041,1,12
201115,equip,2031,1,250
201115,equip,2022,1,500
201115,equip,3041,1,12
201115,equip,3031,1,250
201115,equip,3022,1,500
201115,equip,4041,1,12
201115,equip,4031,1,250
201115,equip,4022,1,500
201115,,,0,9016
201116,equip,1041,1,50
201116,equip,1031,1,1000
201116,equip,1022,1,2000
201116,,,0,9016
201117,equip,2041,1,50
201117,equip,2031,1,1000
201117,equip,2022,1,2000
201117,,,0,9016
201118,equip,3041,1,50
201118,equip,3031,1,1000
201118,equip,3022,1,2000
201118,,,0,9016
201119,equip,4041,1,50
201119,equip,4031,1,1000
201119,equip,4022,1,2000
201119,,,0,9016
201120,equip,1041,1,12
201120,equip,1031,1,250
201120,equip,1022,1,500
201120,equip,2041,1,12
201120,equip,2031,1,250
201120,equip,2022,1,500
201120,equip,3041,1,12
201120,equip,3031,1,250
201120,equip,3022,1,500
201120,equip,4041,1,12
201120,equip,4031,1,250
201120,equip,4022,1,500
201120,,,0,9016
201121,equip,1041,1,50
201121,equip,1031,1,1000
201121,equip,1022,1,2000
201121,,,0,9016
201122,equip,2041,1,50
201122,equip,2031,1,1000
201122,equip,2022,1,2000
201122,,,0,9016
201123,equip,3041,1,50
201123,equip,3031,1,1000
201123,equip,3022,1,2000
201123,,,0,9016
201124,equip,4041,1,50
201124,equip,4031,1,1000
201124,equip,4022,1,2000
201124,,,0,9016
201125,equip,1041,1,12
201125,equip,1031,1,250
201125,equip,1022,1,500
201125,equip,2041,1,12
201125,equip,2031,1,250
201125,equip,2022,1,500
201125,equip,3041,1,12
201125,equip,3031,1,250
201125,equip,3022,1,500
201125,equip,4041,1,12
201125,equip,4031,1,250
201125,equip,4022,1,500
201125,,,0,9016
201126,equip,1042,1,24
201126,equip,1032,1,1000
201126,equip,1022,1,4000
201126,,,0,15901
201127,equip,2042,1,24
201127,equip,2032,1,1000
201127,equip,2022,1,4000
201127,,,0,15901
201128,equip,3042,1,24
201128,equip,3032,1,1000
201128,equip,3022,1,4000
201128,,,0,15901
