NPC编号,NPC头像,位置,NPC等级,英雄ID,阶位,属性,放大系数,,,,,,,,,
46190,31096,2,239,31096,6,"""atk"":23.68,""hp"":23.68",1.1,,,,,,,,,
46190,31096,3,239,32056,6,"""atk"":23.68,""hp"":23.68",1.1,,,,,,,,,
46190,31096,4,239,32056,6,"""atk"":23.68,""hp"":23.68",1.1,,,,,,,,,
46190,31096,5,239,34026,6,"""atk"":23.68,""hp"":23.68",1.1,,,,,,,,,
46190,31096,6,239,34026,6,"""atk"":23.68,""hp"":23.68",1.1,,,,,,,,,
46191,11076,1,240,11076,6,"""atk"":23.8,""hp"":23.8",1,,,,,,,,,
46191,11076,2,240,11076,6,"""atk"":23.8,""hp"":23.8",1,,,,,,,,,
46191,11076,3,240,14036,6,"""atk"":23.8,""hp"":23.8",1,,,,,,,,,
46191,11076,4,240,13046,6,"""atk"":23.8,""hp"":23.8",1,,,,,,,,,
46191,11076,5,240,12026,6,"""atk"":23.8,""hp"":23.8",1,,,,,,,,,
46191,11076,6,240,14026,6,"""atk"":23.8,""hp"":23.8",1,,,,,,,,,
46192,22056,1,241,22056,6,"""atk"":23.92,""hp"":23.92",1,,,,,,,,,
46192,22056,2,241,25066,6,"""atk"":23.92,""hp"":23.92",1,,,,,,,,,
46192,22056,3,241,22056,6,"""atk"":23.92,""hp"":23.92",1,,,,,,,,,
46192,22056,4,241,22056,6,"""atk"":23.92,""hp"":23.92",1,,,,,,,,,
46192,22056,5,241,22036,6,"""atk"":23.92,""hp"":23.92",1,,,,,,,,,
46192,22056,6,241,25076,6,"""atk"":23.92,""hp"":23.92",1,,,,,,,,,
46193,35036,1,242,35036,6,"""atk"":24.04,""hp"":24.04",1,,,,,,,,,
46193,35036,2,242,35036,6,"""atk"":24.04,""hp"":24.04",1,,,,,,,,,
46193,35036,3,242,25066,6,"""atk"":24.04,""hp"":24.04",1,,,,,,,,,
46193,35036,4,242,32056,6,"""atk"":24.04,""hp"":24.04",1,,,,,,,,,
46193,35036,5,242,32036,6,"""atk"":24.04,""hp"":24.04",1,,,,,,,,,
46193,35036,6,242,34026,6,"""atk"":24.04,""hp"":24.04",1,,,,,,,,,
46194,45056,1,243,45056,6,"""atk"":24.16,""hp"":24.16",1,,,,,,,,,
46194,45056,2,243,41056,6,"""atk"":24.16,""hp"":24.16",1,,,,,,,,,
46194,45056,3,243,43056,6,"""atk"":24.16,""hp"":24.16",1,,,,,,,,,
46194,45056,4,243,44046,6,"""atk"":24.16,""hp"":24.16",1,,,,,,,,,
46194,45056,5,243,45056,6,"""atk"":24.16,""hp"":24.16",1,,,,,,,,,
46194,45056,6,243,42016,6,"""atk"":24.16,""hp"":24.16",1,,,,,,,,,
46195,14046,1,244,14046,6,"""atk"":24.28,""hp"":24.28",1.1,,,,,,,,,
46195,14046,2,244,14046,6,"""atk"":24.28,""hp"":24.28",1.1,,,,,,,,,
46195,14046,3,244,14046,6,"""atk"":24.28,""hp"":24.28",1.1,,,,,,,,,
46195,14046,4,244,14046,6,"""atk"":24.28,""hp"":24.28",1.1,,,,,,,,,
46195,14046,5,244,14046,6,"""atk"":24.28,""hp"":24.28",1.1,,,,,,,,,
46195,14046,6,244,14046,6,"""atk"":24.28,""hp"":24.28",1.1,,,,,,,,,
46196,11086,1,245,11086,6,"""atk"":24.4,""hp"":24.4",1,,,,,,,,,
46196,11086,2,245,11076,6,"""atk"":24.4,""hp"":24.4",1,,,,,,,,,
46196,11086,3,245,12026,6,"""atk"":24.4,""hp"":24.4",1,,,,,,,,,
46196,11086,4,245,13036,6,"""atk"":24.4,""hp"":24.4",1,,,,,,,,,
46196,11086,5,245,12036,6,"""atk"":24.4,""hp"":24.4",1,,,,,,,,,
46196,11086,6,245,12036,6,"""atk"":24.4,""hp"":24.4",1,,,,,,,,,
46197,21046,1,246,21046,6,"""atk"":24.52,""hp"":24.52",1,,,,,,,,,
46197,21046,2,246,22056,6,"""atk"":24.52,""hp"":24.52",1,,,,,,,,,
46197,21046,3,246,24026,6,"""atk"":24.52,""hp"":24.52",1,,,,,,,,,
46197,21046,4,246,22036,6,"""atk"":24.52,""hp"":24.52",1,,,,,,,,,
46197,21046,5,246,25076,6,"""atk"":24.52,""hp"":24.52",1,,,,,,,,,
46197,21046,6,246,24026,6,"""atk"":24.52,""hp"":24.52",1,,,,,,,,,
46198,25066,1,247,25066,6,"""atk"":24.64,""hp"":24.64",1,,,,,,,,,
46198,25066,2,247,25066,6,"""atk"":24.64,""hp"":24.64",1,,,,,,,,,
46198,25066,3,247,25066,6,"""atk"":24.64,""hp"":24.64",1,,,,,,,,,
46198,25066,4,247,34026,6,"""atk"":24.64,""hp"":24.64",1,,,,,,,,,
46198,25066,5,247,32046,6,"""atk"":24.64,""hp"":24.64",1,,,,,,,,,
46198,25066,6,247,32036,6,"""atk"":24.64,""hp"":24.64",1,,,,,,,,,
46199,41066,1,248,41066,6,"""atk"":24.76,""hp"":24.76",1,,,,,,,,,
46199,41066,2,248,41056,6,"""atk"":24.76,""hp"":24.76",1,,,,,,,,,
46199,41066,3,248,45056,6,"""atk"":24.76,""hp"":24.76",1,,,,,,,,,
46199,41066,4,248,44036,6,"""atk"":24.76,""hp"":24.76",1,,,,,,,,,
46199,41066,5,248,42016,6,"""atk"":24.76,""hp"":24.76",1,,,,,,,,,
46199,41066,6,248,42016,6,"""atk"":24.76,""hp"":24.76",1,,,,,,,,,
46200,25066,1,249,25066,6,"""atk"":24.88,""hp"":24.88",1.1,,,,,,,,,
46200,25066,2,249,65016,6,"""atk"":24.88,""hp"":24.88",1.1,,,,,,,,,
46200,25066,3,249,45056,6,"""atk"":24.88,""hp"":24.88",1.1,,,,,,,,,
46200,25066,4,249,23036,6,"""atk"":24.88,""hp"":24.88",1.1,,,,,,,,,
46200,25066,5,249,32056,6,"""atk"":24.88,""hp"":24.88",1.1,,,,,,,,,
46200,25066,6,249,13046,6,"""atk"":24.88,""hp"":24.88",1.1,,,,,,,,,
46201,11086,1,250,11086,6,"""atk"":25,""hp"":25",1,,,,,,,,,
46201,11086,2,250,11086,6,"""atk"":25,""hp"":25",1,,,,,,,,,
46201,11086,3,250,13036,6,"""atk"":25,""hp"":25",1,,,,,,,,,
46201,11086,4,250,13036,6,"""atk"":25,""hp"":25",1,,,,,,,,,
46201,11086,5,250,13046,6,"""atk"":25,""hp"":25",1,,,,,,,,,
46201,11086,6,250,14036,6,"""atk"":25,""hp"":25",1,,,,,,,,,
46202,21036,1,251,21036,6,"""atk"":25.12,""hp"":25.12",1,,,,,,,,,
46202,21036,2,251,21046,6,"""atk"":25.12,""hp"":25.12",1,,,,,,,,,
46202,21036,3,251,22036,6,"""atk"":25.12,""hp"":25.12",1,,,,,,,,,
46202,21036,4,251,23036,6,"""atk"":25.12,""hp"":25.12",1,,,,,,,,,
46202,21036,5,251,22036,6,"""atk"":25.12,""hp"":25.12",1,,,,,,,,,
46202,21036,6,251,24036,6,"""atk"":25.12,""hp"":25.12",1,,,,,,,,,
46203,35046,1,252,35046,6,"""atk"":25.24,""hp"":25.24",1,,,,,,,,,
46203,35046,2,252,25066,6,"""atk"":25.24,""hp"":25.24",1,,,,,,,,,
46203,35046,3,252,25066,6,"""atk"":25.24,""hp"":25.24",1,,,,,,,,,
46203,35046,4,252,25066,6,"""atk"":25.24,""hp"":25.24",1,,,,,,,,,
46203,35046,5,252,25066,6,"""atk"":25.24,""hp"":25.24",1,,,,,,,,,
46203,35046,6,252,32036,6,"""atk"":25.24,""hp"":25.24",1,,,,,,,,,
46204,45046,1,253,45046,6,"""atk"":25.36,""hp"":25.36",1,,,,,,,,,
46204,45046,2,253,45056,6,"""atk"":25.36,""hp"":25.36",1,,,,,,,,,
46204,45046,3,253,43056,6,"""atk"":25.36,""hp"":25.36",1,,,,,,,,,
46204,45046,4,253,44036,6,"""atk"":25.36,""hp"":25.36",1,,,,,,,,,
46204,45046,5,253,42016,6,"""atk"":25.36,""hp"":25.36",1,,,,,,,,,
46204,45046,6,253,44046,6,"""atk"":25.36,""hp"":25.36",1,,,,,,,,,
46205,31096,1,254,31096,6,"""atk"":25.48,""hp"":25.48",1.1,,,,,,,,,
46205,31096,2,254,31096,6,"""atk"":25.48,""hp"":25.48",1.1,,,,,,,,,
46205,31096,3,254,32056,6,"""atk"":25.48,""hp"":25.48",1.1,,,,,,,,,
46205,31096,4,254,32056,6,"""atk"":25.48,""hp"":25.48",1.1,,,,,,,,,
46205,31096,5,254,34026,6,"""atk"":25.48,""hp"":25.48",1.1,,,,,,,,,
46205,31096,6,254,34026,6,"""atk"":25.48,""hp"":25.48",1.1,,,,,,,,,
46206,11086,1,255,11086,6,"""atk"":25.6,""hp"":25.6",1,,,,,,,,,
46206,11086,2,255,11076,6,"""atk"":25.6,""hp"":25.6",1,,,,,,,,,
46206,11086,3,255,12026,6,"""atk"":25.6,""hp"":25.6",1,,,,,,,,,
46206,11086,4,255,13046,6,"""atk"":25.6,""hp"":25.6",1,,,,,,,,,
46206,11086,5,255,13046,6,"""atk"":25.6,""hp"":25.6",1,,,,,,,,,
46206,11086,6,255,14036,6,"""atk"":25.6,""hp"":25.6",1,,,,,,,,,
46207,21036,1,256,21036,6,"""atk"":25.72,""hp"":25.72",1,,,,,,,,,
46207,21036,2,256,21046,6,"""atk"":25.72,""hp"":25.72",1,,,,,,,,,
46207,21036,3,256,22036,6,"""atk"":25.72,""hp"":25.72",1,,,,,,,,,
46207,21036,4,256,22046,6,"""atk"":25.72,""hp"":25.72",1,,,,,,,,,
46207,21036,5,256,22046,6,"""atk"":25.72,""hp"":25.72",1,,,,,,,,,
46207,21036,6,256,22056,6,"""atk"":25.72,""hp"":25.72",1,,,,,,,,,
46208,35036,1,257,35036,6,"""atk"":25.84,""hp"":25.84",1,,,,,,,,,
46208,35036,2,257,25066,6,"""atk"":25.84,""hp"":25.84",1,,,,,,,,,
46208,35036,3,257,32036,6,"""atk"":25.84,""hp"":25.84",1,,,,,,,,,
46208,35036,4,257,34026,6,"""atk"":25.84,""hp"":25.84",1,,,,,,,,,
46208,35036,5,257,32046,6,"""atk"":25.84,""hp"":25.84",1,,,,,,,,,
46208,35036,6,257,31086,6,"""atk"":25.84,""hp"":25.84",1,,,,,,,,,
46209,41066,1,258,41066,6,"""atk"":25.96,""hp"":25.96",1,,,,,,,,,
46209,41066,2,258,45056,6,"""atk"":25.96,""hp"":25.96",1,,,,,,,,,
46209,41066,3,258,44046,6,"""atk"":25.96,""hp"":25.96",1,,,,,,,,,
46209,41066,4,258,44036,6,"""atk"":25.96,""hp"":25.96",1,,,,,,,,,
46209,41066,5,258,45056,6,"""atk"":25.96,""hp"":25.96",1,,,,,,,,,
46209,41066,6,258,43046,6,"""atk"":25.96,""hp"":25.96",1,,,,,,,,,
46210,31096,1,259,31096,6,"""atk"":26.08,""hp"":26.08",1.1,,,,,,,,,
46210,31096,2,259,31096,6,"""atk"":26.08,""hp"":26.08",1.1,,,,,,,,,
46210,31096,3,259,32056,6,"""atk"":26.08,""hp"":26.08",1.1,,,,,,,,,
46210,31096,4,259,32056,6,"""atk"":26.08,""hp"":26.08",1.1,,,,,,,,,
46210,31096,5,259,34026,6,"""atk"":26.08,""hp"":26.08",1.1,,,,,,,,,
46210,31096,6,259,34026,6,"""atk"":26.08,""hp"":26.08",1.1,,,,,,,,,
46211,11086,1,260,11086,6,"""atk"":26.2,""hp"":26.2",1,,,,,,,,,
46211,11086,2,260,15036,6,"""atk"":26.2,""hp"":26.2",1,,,,,,,,,
46211,11086,3,260,14026,6,"""atk"":26.2,""hp"":26.2",1,,,,,,,,,
46211,11086,4,260,12026,6,"""atk"":26.2,""hp"":26.2",1,,,,,,,,,
46211,11086,5,260,12026,6,"""atk"":26.2,""hp"":26.2",1,,,,,,,,,
46211,11086,6,260,13036,6,"""atk"":26.2,""hp"":26.2",1,,,,,,,,,
46212,21036,1,261,21036,6,"""atk"":26.32,""hp"":26.32",1,,,,,,,,,
46212,21036,2,261,21036,6,"""atk"":26.32,""hp"":26.32",1,,,,,,,,,
46212,21036,3,261,24036,6,"""atk"":26.32,""hp"":26.32",1,,,,,,,,,
46212,21036,4,261,22036,6,"""atk"":26.32,""hp"":26.32",1,,,,,,,,,
46212,21036,5,261,22056,6,"""atk"":26.32,""hp"":26.32",1,,,,,,,,,
46212,21036,6,261,22056,6,"""atk"":26.32,""hp"":26.32",1,,,,,,,,,
46213,31076,1,262,31076,6,"""atk"":26.44,""hp"":26.44",1,,,,,,,,,
46213,31076,2,262,31076,6,"""atk"":26.44,""hp"":26.44",1,,,,,,,,,
46213,31076,3,262,25066,6,"""atk"":26.44,""hp"":26.44",1,,,,,,,,,
46213,31076,4,262,34026,6,"""atk"":26.44,""hp"":26.44",1,,,,,,,,,
46213,31076,5,262,32036,6,"""atk"":26.44,""hp"":26.44",1,,,,,,,,,
46213,31076,6,262,31086,6,"""atk"":26.44,""hp"":26.44",1,,,,,,,,,
46214,41066,1,263,41066,6,"""atk"":26.56,""hp"":26.56",1,,,,,,,,,
46214,41066,2,263,41056,6,"""atk"":26.56,""hp"":26.56",1,,,,,,,,,
46214,41066,3,263,45046,6,"""atk"":26.56,""hp"":26.56",1,,,,,,,,,
46214,41066,4,263,44036,6,"""atk"":26.56,""hp"":26.56",1,,,,,,,,,
46214,41066,5,263,43046,6,"""atk"":26.56,""hp"":26.56",1,,,,,,,,,
46214,41066,6,263,45046,6,"""atk"":26.56,""hp"":26.56",1,,,,,,,,,
46215,32056,1,264,32056,6,"""atk"":26.68,""hp"":26.68",1.1,,,,,,,,,
46215,32056,2,264,32056,6,"""atk"":26.68,""hp"":26.68",1.1,,,,,,,,,
46215,32056,3,264,32056,6,"""atk"":26.68,""hp"":26.68",1.1,,,,,,,,,
46215,32056,4,264,32056,6,"""atk"":26.68,""hp"":26.68",1.1,,,,,,,,,
46215,32056,5,264,32056,6,"""atk"":26.68,""hp"":26.68",1.1,,,,,,,,,
46215,32056,6,264,32056,6,"""atk"":26.68,""hp"":26.68",1.1,,,,,,,,,
46216,11076,1,265,11076,6,"""atk"":26.8,""hp"":26.8",1,,,,,,,,,
46216,11076,2,265,15036,6,"""atk"":26.8,""hp"":26.8",1,,,,,,,,,
46216,11076,3,265,13036,6,"""atk"":26.8,""hp"":26.8",1,,,,,,,,,
46216,11076,4,265,14036,6,"""atk"":26.8,""hp"":26.8",1,,,,,,,,,
46216,11076,5,265,13046,6,"""atk"":26.8,""hp"":26.8",1,,,,,,,,,
46216,11076,6,265,13036,6,"""atk"":26.8,""hp"":26.8",1,,,,,,,,,
46217,25066,1,266,25066,6,"""atk"":26.92,""hp"":26.92",1,,,,,,,,,
46217,25066,2,266,21036,6,"""atk"":26.92,""hp"":26.92",1,,,,,,,,,
46217,25066,3,266,25076,6,"""atk"":26.92,""hp"":26.92",1,,,,,,,,,
46217,25066,4,266,24026,6,"""atk"":26.92,""hp"":26.92",1,,,,,,,,,
46217,25066,5,266,22046,6,"""atk"":26.92,""hp"":26.92",1,,,,,,,,,
46217,25066,6,266,24026,6,"""atk"":26.92,""hp"":26.92",1,,,,,,,,,
46218,31076,1,267,31076,6,"""atk"":27.04,""hp"":27.04",1,,,,,,,,,
46218,31076,2,267,31076,6,"""atk"":27.04,""hp"":27.04",1,,,,,,,,,
46218,31076,3,267,32036,6,"""atk"":27.04,""hp"":27.04",1,,,,,,,,,
46218,31076,4,267,25066,6,"""atk"":27.04,""hp"":27.04",1,,,,,,,,,
46218,31076,5,267,31086,6,"""atk"":27.04,""hp"":27.04",1,,,,,,,,,
46218,31076,6,267,31086,6,"""atk"":27.04,""hp"":27.04",1,,,,,,,,,
46219,45046,1,268,45046,6,"""atk"":27.16,""hp"":27.16",1,,,,,,,,,
46219,45046,2,268,45056,6,"""atk"":27.16,""hp"":27.16",1,,,,,,,,,
46219,45046,3,268,44046,6,"""atk"":27.16,""hp"":27.16",1,,,,,,,,,
46219,45046,4,268,44036,6,"""atk"":27.16,""hp"":27.16",1,,,,,,,,,
46219,45046,5,268,44046,6,"""atk"":27.16,""hp"":27.16",1,,,,,,,,,
46219,45046,6,268,43046,6,"""atk"":27.16,""hp"":27.16",1,,,,,,,,,
46220,65016,1,269,65016,6,"""atk"":27.28,""hp"":27.28",1.1,,,,,,,,,
46220,65016,2,269,61026,6,"""atk"":27.28,""hp"":27.28",1.1,,,,,,,,,
46220,65016,3,269,45056,6,"""atk"":27.28,""hp"":27.28",1.1,,,,,,,,,
46220,65016,4,269,45056,6,"""atk"":27.28,""hp"":27.28",1.1,,,,,,,,,
46220,65016,5,269,45056,6,"""atk"":27.28,""hp"":27.28",1.1,,,,,,,,,
46220,65016,6,269,45056,6,"""atk"":27.28,""hp"":27.28",1.1,,,,,,,,,
46221,11086,1,270,11086,6,"""atk"":27.4,""hp"":27.4",1,,,,,,,,,
46221,11086,2,270,11086,6,"""atk"":27.4,""hp"":27.4",1,,,,,,,,,
46221,11086,3,270,14026,6,"""atk"":27.4,""hp"":27.4",1,,,,,,,,,
46221,11086,4,270,14026,6,"""atk"":27.4,""hp"":27.4",1,,,,,,,,,
46221,11086,5,270,13046,6,"""atk"":27.4,""hp"":27.4",1,,,,,,,,,
46221,11086,6,270,13036,6,"""atk"":27.4,""hp"":27.4",1,,,,,,,,,
46222,21036,1,271,21036,6,"""atk"":27.52,""hp"":27.52",1,,,,,,,,,
46222,21036,2,271,21046,6,"""atk"":27.52,""hp"":27.52",1,,,,,,,,,
46222,21036,3,271,22036,6,"""atk"":27.52,""hp"":27.52",1,,,,,,,,,
46222,21036,4,271,22046,6,"""atk"":27.52,""hp"":27.52",1,,,,,,,,,
46222,21036,5,271,24036,6,"""atk"":27.52,""hp"":27.52",1,,,,,,,,,
46222,21036,6,271,22036,6,"""atk"":27.52,""hp"":27.52",1,,,,,,,,,
46223,35046,1,272,35046,6,"""atk"":27.64,""hp"":27.64",1,,,,,,,,,
46223,35046,2,272,25066,6,"""atk"":27.64,""hp"":27.64",1,,,,,,,,,
46223,35046,3,272,32056,6,"""atk"":27.64,""hp"":27.64",1,,,,,,,,,
46223,35046,4,272,25066,6,"""atk"":27.64,""hp"":27.64",1,,,,,,,,,
46223,35046,5,272,34026,6,"""atk"":27.64,""hp"":27.64",1,,,,,,,,,
46223,35046,6,272,32036,6,"""atk"":27.64,""hp"":27.64",1,,,,,,,,,
46224,41056,1,273,41056,6,"""atk"":27.76,""hp"":27.76",1,,,,,,,,,
46224,41056,2,273,41056,6,"""atk"":27.76,""hp"":27.76",1,,,,,,,,,
46224,41056,3,273,43046,6,"""atk"":27.76,""hp"":27.76",1,,,,,,,,,
46224,41056,4,273,45046,6,"""atk"":27.76,""hp"":27.76",1,,,,,,,,,
46224,41056,5,273,42016,6,"""atk"":27.76,""hp"":27.76",1,,,,,,,,,
46224,41056,6,273,43046,6,"""atk"":27.76,""hp"":27.76",1,,,,,,,,,
46225,65016,1,274,65016,6,"""atk"":27.88,""hp"":27.88",1.1,,,,,,,,,
46225,65016,2,274,65016,6,"""atk"":27.88,""hp"":27.88",1.1,,,,,,,,,
46225,65016,3,274,65016,6,"""atk"":27.88,""hp"":27.88",1.1,,,,,,,,,
46225,65016,4,274,61026,6,"""atk"":27.88,""hp"":27.88",1.1,,,,,,,,,
46225,65016,5,274,61026,6,"""atk"":27.88,""hp"":27.88",1.1,,,,,,,,,
46225,65016,6,274,61026,6,"""atk"":27.88,""hp"":27.88",1.1,,,,,,,,,
46226,15036,1,275,15036,6,"""atk"":28,""hp"":28",1,,,,,,,,,
46226,15036,2,275,15036,6,"""atk"":28,""hp"":28",1,,,,,,,,,
46226,15036,3,275,14026,6,"""atk"":28,""hp"":28",1,,,,,,,,,
46226,15036,4,275,13036,6,"""atk"":28,""hp"":28",1,,,,,,,,,
46226,15036,5,275,14036,6,"""atk"":28,""hp"":28",1,,,,,,,,,
46226,15036,6,275,14026,6,"""atk"":28,""hp"":28",1,,,,,,,,,
46227,21046,1,276,21046,6,"""atk"":28.12,""hp"":28.12",1,,,,,,,,,
46227,21046,2,276,21046,6,"""atk"":28.12,""hp"":28.12",1,,,,,,,,,
46227,21046,3,276,22056,6,"""atk"":28.12,""hp"":28.12",1,,,,,,,,,
46227,21046,4,276,22036,6,"""atk"":28.12,""hp"":28.12",1,,,,,,,,,
46227,21046,5,276,25076,6,"""atk"":28.12,""hp"":28.12",1,,,,,,,,,
46227,21046,6,276,25076,6,"""atk"":28.12,""hp"":28.12",1,,,,,,,,,
46228,25066,1,277,25066,6,"""atk"":28.24,""hp"":28.24",1,,,,,,,,,
46228,25066,2,277,25066,6,"""atk"":28.24,""hp"":28.24",1,,,,,,,,,
46228,25066,3,277,34026,6,"""atk"":28.24,""hp"":28.24",1,,,,,,,,,
46228,25066,4,277,32056,6,"""atk"":28.24,""hp"":28.24",1,,,,,,,,,
46228,25066,5,277,32046,6,"""atk"":28.24,""hp"":28.24",1,,,,,,,,,
46228,25066,6,277,32036,6,"""atk"":28.24,""hp"":28.24",1,,,,,,,,,
46229,41056,1,278,41056,6,"""atk"":28.36,""hp"":28.36",1,,,,,,,,,
46229,41056,2,278,41066,6,"""atk"":28.36,""hp"":28.36",1,,,,,,,,,
46229,41056,3,278,45056,6,"""atk"":28.36,""hp"":28.36",1,,,,,,,,,
46229,41056,4,278,45046,6,"""atk"":28.36,""hp"":28.36",1,,,,,,,,,
46229,41056,5,278,44046,6,"""atk"":28.36,""hp"":28.36",1,,,,,,,,,
46229,41056,6,278,43056,6,"""atk"":28.36,""hp"":28.36",1,,,,,,,,,
46230,25066,1,279,25066,6,"""atk"":28.48,""hp"":28.48",1.1,,,,,,,,,
46230,25066,2,279,65016,6,"""atk"":28.48,""hp"":28.48",1.1,,,,,,,,,
46230,25066,3,279,45056,6,"""atk"":28.48,""hp"":28.48",1.1,,,,,,,,,
46230,25066,4,279,23036,6,"""atk"":28.48,""hp"":28.48",1.1,,,,,,,,,
46230,25066,5,279,32056,6,"""atk"":28.48,""hp"":28.48",1.1,,,,,,,,,
46230,25066,6,279,13046,6,"""atk"":28.48,""hp"":28.48",1.1,,,,,,,,,
46231,15036,1,280,15036,6,"""atk"":28.6,""hp"":28.6",1,,,,,,,,,
46231,15036,2,280,11086,6,"""atk"":28.6,""hp"":28.6",1,,,,,,,,,
46231,15036,3,280,14026,6,"""atk"":28.6,""hp"":28.6",1,,,,,,,,,
46231,15036,4,280,12026,6,"""atk"":28.6,""hp"":28.6",1,,,,,,,,,
46231,15036,5,280,14026,6,"""atk"":28.6,""hp"":28.6",1,,,,,,,,,
46231,15036,6,280,14036,6,"""atk"":28.6,""hp"":28.6",1,,,,,,,,,
46232,21036,1,281,21036,6,"""atk"":28.72,""hp"":28.72",1,,,,,,,,,
46232,21036,2,281,25066,6,"""atk"":28.72,""hp"":28.72",1,,,,,,,,,
46232,21036,3,281,24026,6,"""atk"":28.72,""hp"":28.72",1,,,,,,,,,
46232,21036,4,281,24036,6,"""atk"":28.72,""hp"":28.72",1,,,,,,,,,
46232,21036,5,281,25076,6,"""atk"":28.72,""hp"":28.72",1,,,,,,,,,
46232,21036,6,281,24026,6,"""atk"":28.72,""hp"":28.72",1,,,,,,,,,
46233,35036,1,282,35036,6,"""atk"":28.84,""hp"":28.84",1,,,,,,,,,
46233,35036,2,282,25066,6,"""atk"":28.84,""hp"":28.84",1,,,,,,,,,
46233,35036,3,282,34026,6,"""atk"":28.84,""hp"":28.84",1,,,,,,,,,
46233,35036,4,282,32036,6,"""atk"":28.84,""hp"":28.84",1,,,,,,,,,
46233,35036,5,282,31086,6,"""atk"":28.84,""hp"":28.84",1,,,,,,,,,
46233,35036,6,282,32056,6,"""atk"":28.84,""hp"":28.84",1,,,,,,,,,
46234,41056,1,283,41056,6,"""atk"":28.96,""hp"":28.96",1,,,,,,,,,
46234,41056,2,283,41056,6,"""atk"":28.96,""hp"":28.96",1,,,,,,,,,
46234,41056,3,283,45056,6,"""atk"":28.96,""hp"":28.96",1,,,,,,,,,
46234,41056,4,283,43056,6,"""atk"":28.96,""hp"":28.96",1,,,,,,,,,
46234,41056,5,283,45056,6,"""atk"":28.96,""hp"":28.96",1,,,,,,,,,
46234,41056,6,283,45056,6,"""atk"":28.96,""hp"":28.96",1,,,,,,,,,
46235,51016,1,284,51016,6,"""atk"":29.08,""hp"":29.08",1.1,,,,,,,,,
46235,51016,2,284,52046,6,"""atk"":29.08,""hp"":29.08",1.1,,,,,,,,,
46235,51016,3,284,52046,6,"""atk"":29.08,""hp"":29.08",1.1,,,,,,,,,
46235,51016,4,284,52046,6,"""atk"":29.08,""hp"":29.08",1.1,,,,,,,,,
46235,51016,5,284,55016,6,"""atk"":29.08,""hp"":29.08",1.1,,,,,,,,,
46235,51016,6,284,55016,6,"""atk"":29.08,""hp"":29.08",1.1,,,,,,,,,
46236,15036,1,285,15036,6,"""atk"":29.2,""hp"":29.2",1,,,,,,,,,
46236,15036,2,285,11086,6,"""atk"":29.2,""hp"":29.2",1,,,,,,,,,
46236,15036,3,285,13046,6,"""atk"":29.2,""hp"":29.2",1,,,,,,,,,
46236,15036,4,285,14036,6,"""atk"":29.2,""hp"":29.2",1,,,,,,,,,
46236,15036,5,285,14036,6,"""atk"":29.2,""hp"":29.2",1,,,,,,,,,
46236,15036,6,285,12026,6,"""atk"":29.2,""hp"":29.2",1,,,,,,,,,
46237,22056,1,286,22056,6,"""atk"":29.32,""hp"":29.32",1,,,,,,,,,
46237,22056,2,286,21046,6,"""atk"":29.32,""hp"":29.32",1,,,,,,,,,
46237,22056,3,286,25076,6,"""atk"":29.32,""hp"":29.32",1,,,,,,,,,
46237,22056,4,286,25076,6,"""atk"":29.32,""hp"":29.32",1,,,,,,,,,
46237,22056,5,286,25076,6,"""atk"":29.32,""hp"":29.32",1,,,,,,,,,
46237,22056,6,286,25076,6,"""atk"":29.32,""hp"":29.32",1,,,,,,,,,
46238,25066,1,287,25066,6,"""atk"":29.44,""hp"":29.44",1,,,,,,,,,
46238,25066,2,287,31076,6,"""atk"":29.44,""hp"":29.44",1,,,,,,,,,
46238,25066,3,287,25066,6,"""atk"":29.44,""hp"":29.44",1,,,,,,,,,
46238,25066,4,287,31086,6,"""atk"":29.44,""hp"":29.44",1,,,,,,,,,
46238,25066,5,287,25066,6,"""atk"":29.44,""hp"":29.44",1,,,,,,,,,
46238,25066,6,287,34026,6,"""atk"":29.44,""hp"":29.44",1,,,,,,,,,
46239,45046,1,288,45046,6,"""atk"":29.56,""hp"":29.56",1,,,,,,,,,
46239,45046,2,288,45046,6,"""atk"":29.56,""hp"":29.56",1,,,,,,,,,
46239,45046,3,288,42016,6,"""atk"":29.56,""hp"":29.56",1,,,,,,,,,
46239,45046,4,288,45046,6,"""atk"":29.56,""hp"":29.56",1,,,,,,,,,
46239,45046,5,288,42016,6,"""atk"":29.56,""hp"":29.56",1,,,,,,,,,
46239,45046,6,288,44046,6,"""atk"":29.56,""hp"":29.56",1,,,,,,,,,
46240,32056,1,289,32056,6,"""atk"":29.68,""hp"":29.68",1.1,,,,,,,,,
46240,32056,2,289,61026,6,"""atk"":29.68,""hp"":29.68",1.1,,,,,,,,,
46240,32056,3,289,52046,6,"""atk"":29.68,""hp"":29.68",1.1,,,,,,,,,
46240,32056,4,289,23036,6,"""atk"":29.68,""hp"":29.68",1.1,,,,,,,,,
46240,32056,5,289,14046,6,"""atk"":29.68,""hp"":29.68",1.1,,,,,,,,,
46240,32056,6,289,45056,6,"""atk"":29.68,""hp"":29.68",1.1,,,,,,,,,
46241,11086,1,290,11086,6,"""atk"":29.8,""hp"":29.8",1,,,,,,,,,
46241,11086,2,290,15036,6,"""atk"":29.8,""hp"":29.8",1,,,,,,,,,
46241,11086,3,290,13046,6,"""atk"":29.8,""hp"":29.8",1,,,,,,,,,
