道具组,物品类型,物品编号,物品数量,物品权重,购买限制,开放天数,购买费用,折扣,中奖纪录,购买vip限制,稀有度,统计识别号
110021,item,6009,1,1,1,1,"{""a"":""item"",""t"":""2037"",""n"":200000}",10,0,0,0,0
110022,item,6033,1,1,1,1,"{""a"":""item"",""t"":""2037"",""n"":200000}",10,0,0,0,0
110023,item,63035,50,1,1,1,"{""a"":""item"",""t"":""2037"",""n"":200000}",10,0,0,0,0
110024,item,34035,50,1,1,1,"{""a"":""item"",""t"":""2037"",""n"":150000}",10,0,0,0,0
110025,item,13055,50,1,1,1,"{""a"":""item"",""t"":""2037"",""n"":150000}",10,0,0,0,0
110026,item,25085,50,1,1,1,"{""a"":""item"",""t"":""2037"",""n"":150000}",10,0,0,0,0
110027,item,24045,50,1,1,1,"{""a"":""item"",""t"":""2037"",""n"":150000}",10,0,0,0,0
110028,item,52055,50,1,1,1,"{""a"":""item"",""t"":""2037"",""n"":200000}",10,0,0,0,0
110029,item,64025,50,1,1,1,"{""a"":""item"",""t"":""2037"",""n"":200000}",10,0,0,0,0
120001,item,2071,1,5,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,item,2071,1,5,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,11076,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,11086,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,11096,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,11106,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,12026,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,12036,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,12046,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,13036,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,13046,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,13056,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,14026,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,14036,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,15036,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,14046,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,14056,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,15046,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,21036,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,21046,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,21056,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,21066,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,22036,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,22046,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,22056,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,22066,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,22076,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,22086,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,23036,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,24046,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,24026,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,24036,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,25066,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,25076,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,25086,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,31076,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,31086,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,31096,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,31106,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,31116,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,32036,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,32046,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,32066,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,32056,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,33026,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,33036,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,33046,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,34026,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,34036,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,35036,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,35046,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,35056,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,41056,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,41066,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,41076,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,42016,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,42026,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,43046,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,43056,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,43066,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,43076,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,44036,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,44046,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,44056,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,44066,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,45046,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,45056,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,45066,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,51016,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,51026,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,52046,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,52056,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,53016,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,53026,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,55016,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,55026,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,61026,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,62016,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,62026,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,63026,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,63036,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,64026,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,65016,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,43086,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,32076,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,61036,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,55036,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,14066,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,71016,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":600}",10,0,0,0,0
120001,wuhun,11076,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,11086,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,11096,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,11106,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,12026,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,12036,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,12046,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,13036,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,13046,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,13056,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,14026,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,14036,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,15036,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,14046,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,14056,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,15046,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,21036,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,21046,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,21056,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,21066,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,22036,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,22046,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,22056,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,22066,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,22076,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,22086,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,23036,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,24046,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,24026,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,24036,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,25066,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,25076,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,25086,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,31076,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,31086,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,31096,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,31106,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,31116,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,32036,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,32046,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,32066,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,32056,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,33026,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,33036,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,33046,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,34026,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,34036,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,35036,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,35046,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,35056,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,41056,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,41066,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,41076,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,42016,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,42026,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,43046,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,43056,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,43066,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,43076,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,44036,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,44046,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,44056,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,44066,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,45046,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,45056,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,45066,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,51016,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,51026,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,52046,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,52056,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,53016,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,55016,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,53026,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,55026,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,61026,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,62016,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,62026,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,63026,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,63036,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,64026,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,65016,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,43086,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,32076,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,61036,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,55036,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,14066,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
120001,wuhun,71016,1,1,1,1,"{""a"":""item"",""t"":""2072"",""n"":6000}",10,0,0,0,0
130001,item,64025,50,1,-1,1,"{""a"":""item"",""t"":""2073"",""n"":100}",10,0,0,0,0
130002,item,52055,50,1,-1,1,"{""a"":""item"",""t"":""2073"",""n"":100}",10,0,0,0,0
130003,item,31115,50,1,-1,1,"{""a"":""item"",""t"":""2073"",""n"":80}",10,0,0,0,0
130004,item,43075,50,1,-1,1,"{""a"":""item"",""t"":""2073"",""n"":60}",10,0,0,0,0
130005,item,33035,50,1,-1,1,"{""a"":""item"",""t"":""2073"",""n"":60}",10,0,0,0,0
130009,item,31105,50,1,-1,1,"{""a"":""item"",""t"":""2073"",""n"":40}",10,0,0,0,0
130012,item,1103,1,1,-1,1,"{""a"":""item"",""t"":""2073"",""n"":10}",10,0,0,0,0
130013,item,63035,50,1,-1,1,"{""a"":""item"",""t"":""2073"",""n"":100}",10,0,0,0,0
130014,item,62025,50,1,-1,1,"{""a"":""item"",""t"":""2073"",""n"":125}",10,0,0,0,0
130015,item,11105,50,1,-1,1,"{""a"":""item"",""t"":""2073"",""n"":80}",10,0,0,0,0
130016,item,35055,50,1,-1,1,"{""a"":""item"",""t"":""2073"",""n"":80}",10,0,0,0,0
130017,item,25085,50,1,-1,1,"{""a"":""item"",""t"":""2073"",""n"":80}",10,0,0,0,0
130018,item,51025,50,1,-1,1,"{""a"":""item"",""t"":""2073"",""n"":125}",10,0,0,0,0
130019,item,21065,50,1,-1,1,"{""a"":""item"",""t"":""2073"",""n"":80}",10,0,0,0,0
130020,item,45065,50,1,-1,1,"{""a"":""item"",""t"":""2073"",""n"":60}",10,0,0,0,0
130021,item,32075,50,1,-1,1,"{""a"":""item"",""t"":""2073"",""n"":80}",10,0,0,0,0
130022,item,43085,50,1,-1,1,"{""a"":""item"",""t"":""2073"",""n"":80}",10,0,0,0,0
130023,item,53025,50,1,-1,1,"{""a"":""item"",""t"":""2073"",""n"":125}",10,0,0,0,0
130024,item,41075,50,1,-1,1,"{""a"":""item"",""t"":""2073"",""n"":80}",10,0,0,0,0
130025,item,55035,50,1,-1,1,"{""a"":""item"",""t"":""2073"",""n"":125}",10,0,0,0,0
130026,item,61035,50,1,-1,1,"{""a"":""item"",""t"":""2073"",""n"":125}",10,0,0,0,0
130027,item,33045,50,1,-1,1,"{""a"":""item"",""t"":""2073"",""n"":80}",10,0,0,0,0
130028,item,44065,50,1,-1,1,"{""a"":""item"",""t"":""2073"",""n"":80}",10,0,0,0,0
130029,item,14065,50,1,-1,1,"{""a"":""item"",""t"":""2073"",""n"":80}",10,0,0,0,0
140001,item,6005,1,1,-1,1,"{""a"":""item"",""t"":""2073"",""n"":50}",10,0,0,0,0
140002,item,6009,1,1,-1,1,"{""a"":""item"",""t"":""2073"",""n"":60}",10,0,0,0,0
140003,item,6069,1,1,-1,1,"{""a"":""item"",""t"":""2073"",""n"":60}",10,0,0,0,0
140004,item,6021,1,1,-1,1,"{""a"":""item"",""t"":""2073"",""n"":60}",10,0,0,0,0
140005,item,6077,1,1,-1,1,"{""a"":""item"",""t"":""2073"",""n"":60}",10,0,0,0,0
140006,item,6029,1,1,-1,1,"{""a"":""item"",""t"":""2073"",""n"":60}",10,0,0,0,0
140007,item,6041,1,1,-1,1,"{""a"":""item"",""t"":""2073"",""n"":60}",10,0,0,0,0
140008,item,6045,1,1,-1,1,"{""a"":""item"",""t"":""2073"",""n"":60}",10,0,0,0,0
140009,item,6053,1,1,-1,1,"{""a"":""item"",""t"":""2073"",""n"":60}",10,0,0,0,0
140010,item,6073,1,1,-1,1,"{""a"":""item"",""t"":""2073"",""n"":60}",10,0,0,0,0
150001,item,2089,1,1,-1,1,"{""a"":""item"",""t"":""2088"",""n"":200}",10,0,0,0,0
150002,item,4009,50,1,3,1,"{""a"":""item"",""t"":""2088"",""n"":2000}",10,0,0,0,0
150003,item,2071,1,1,5,1,"{""a"":""item"",""t"":""2088"",""n"":600}",10,0,0,0,0
150004,item,2004,1000,1,1,1,"{""a"":""item"",""t"":""2088"",""n"":1000}",10,0,0,0,0
150005,item,2026,500,1,2,1,"{""a"":""item"",""t"":""2088"",""n"":750}",10,0,0,0,0
551,attr,jinbi,1000000,3,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,0,0,0,0
552,attr,useexp,500000,3,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,0,0,0,0
553,attr,jinbi,3000000,35,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,0,0,0,0
554,attr,useexp,1500000,35,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,0,0,0,0
555,attr,jinbi,5000000,10,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,0,0,0,0
556,attr,useexp,2500000,10,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,0,0,0,0
557,attr,jinbi,10000000,2,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,1,0,0,0
558,attr,useexp,5000000,2,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,1,0,0,0
651,item,12025,50,1,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,0,0,0,0
651,item,13035,50,1,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,0,0,0,0
651,item,14025,50,1,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,0,0,0,0
653,item,21035,50,1,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,0,0,0,0
653,item,22035,50,1,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,0,0,0,0
653,item,24025,50,1,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,0,0,0,0
655,item,32035,50,1,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,0,0,0,0
655,item,32045,50,1,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,0,0,0,0
655,item,33025,50,1,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,0,0,0,0
657,item,43045,50,1,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,0,0,0,0
657,item,43055,50,1,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,0,0,0,0
657,item,44035,50,1,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,0,0,0,0
